triple_id,actor_id,actor_name,place_edge_id,place_id,place_name,issue_edge_id,issue_id,issue_label,frame_id,frame_name,shared_source_id,document_year,document_title,event_ids,event_names,event_dates,place_review_status,issue_review_status,place_evidence_level,issue_evidence_level,triple_layer,interpretation_limit
SPI0139,A033,Friends of the Earth U.S.,AP065,P002,Henoko,AI091,I005,biodiversity,F2,生态／环境,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0140,A034,Korea Federation for Environmental Movements (KFEM),AP066,P002,Henoko,AI092,I012,international_advocacy,F6,国际路径,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0141,A034,Korea Federation for Environmental Movements (KFEM),AP066,P002,Henoko,AI093,I005,biodiversity,F2,生态／环境,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0142,A035,Russian Social Ecological Union,AP067,P002,Henoko,AI094,I012,international_advocacy,F6,国际路径,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0143,A036,Friends of the Siberian Forests,AP068,P002,Henoko,AI095,I012,international_advocacy,F6,国际路径,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0144,A037,Centre for Environmental Justice,AP069,P002,Henoko,AI096,I012,international_advocacy,F6,国际路径,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0145,A038,Sahabat Alam Malaysia,AP070,P002,Henoko,AI097,I012,international_advocacy,F6,国际路径,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0146,A039,The Legal Rights and Natural Resources Center-Kasama sa Kalikasan,AP071,P002,Henoko,AI098,I011,legal,F5,法律／程序,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0147,A039,The Legal Rights and Natural Resources Center-Kasama sa Kalikasan,AP071,P002,Henoko,AI099,I012,international_advocacy,F6,国际路径,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0148,A040,Forum for Protection of Public Interest (Pro Public),AP072,P002,Henoko,AI100,I012,international_advocacy,F6,国际路径,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,human_checked,human_checked,E4,E4,human_reviewed_same_source,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0149,A040,Forum for Protection of Public Interest (Pro Public),AP072,P002,Henoko,AI100,I012,international_advocacy,F6,国际路径,S089,2026,Pro Public official site,,,,human_checked,human_checked,E4,E4,human_reviewed_same_source,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0150,A040,Forum for Protection of Public Interest (Pro Public),AP072,P002,Henoko,AI100,I012,international_advocacy,F6,国际路径,S090,2026,FoE International member page Nepal Pro Public,,,,human_checked,human_checked,E4,E4,human_reviewed_same_source,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0151,A041,Friends of the Earth Brisbane,AP073,P002,Henoko,AI101,I012,international_advocacy,F6,国际路径,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0152,A042,Pacific Environment,AP074,P002,Henoko,AI102,I012,international_advocacy,F6,国际路径,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0153,A042,Pacific Environment,AP074,P002,Henoko,AI103,I005,biodiversity,F2,生态／环境,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0154,A043,PENGON-FoE Palestine,AP075,P002,Henoko,AI104,I012,international_advocacy,F6,国际路径,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0155,A044,Naturvernforbundet / Norwegian Society for the Conservation of Nature,AP076,P002,Henoko,AI105,I012,international_advocacy,F6,国际路径,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0156,A045,Center for Biological Diversity,AP077,P002,Henoko,AI106,I011,legal,F5,法律／程序,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0157,A045,Center for Biological Diversity,AP077,P002,Henoko,AI107,I005,biodiversity,F2,生态／环境,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0158,A045,Center for Biological Diversity,AP077,P002,Henoko,AI108,I012,international_advocacy,F6,国际路径,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0159,A046,Pro Natura,AP078,P002,Henoko,AI109,I012,international_advocacy,F6,国际路径,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,human_checked,human_checked,E4,E4,human_reviewed_same_source,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0160,A046,Pro Natura,AP078,P002,Henoko,AI109,I012,international_advocacy,F6,国际路径,S091,2026,IUCN member page Pro Natura / Friends of the Earth Switzerland,,,,human_checked,human_checked,E4,E4,human_reviewed_same_source,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0161,A046,Pro Natura,AP078,P002,Henoko,AI109,I012,international_advocacy,F6,国际路径,S092,2026,FoE International member page Switzerland Pro Natura,,,,human_checked,human_checked,E4,E4,human_reviewed_same_source,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0162,A046,Pro Natura,AP078,P002,Henoko,AI110,I005,biodiversity,F2,生态／环境,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,human_checked,human_checked,E4,E4,human_reviewed_same_source,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0163,A046,Pro Natura,AP078,P002,Henoko,AI110,I005,biodiversity,F2,生态／环境,S091,2026,IUCN member page Pro Natura / Friends of the Earth Switzerland,,,,human_checked,human_checked,E4,E4,human_reviewed_same_source,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0164,A046,Pro Natura,AP078,P002,Henoko,AI110,I005,biodiversity,F2,生态／环境,S092,2026,FoE International member page Switzerland Pro Natura,,,,human_checked,human_checked,E4,E4,human_reviewed_same_source,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0165,A047,沖縄平和運動センター,AP079,P001,Okinawa Prefecture,AI111,I001,anti_base,F1,基地／反军事,S031,2026,沖縄平和運動センター 公式,,,,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0166,A047,沖縄平和運動センター,AP079,P001,Okinawa Prefecture,AI113,I002,anti_military,F1,基地／反军事,S031,2026,沖縄平和運動センター 公式,,,,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0167,A047,沖縄平和運動センター,AP079,P001,Okinawa Prefecture,AI114,I003,Henoko,F1,基地／反军事,S031,2026,沖縄平和運動センター 公式,,,,ai_seeded,ai_seeded,E4,E3,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0168,A047,沖縄平和運動センター,AP080,P002,Henoko,AI111,I001,anti_base,F1,基地／反军事,S031,2026,沖縄平和運動センター 公式,,,,ai_seeded,ai_seeded,E3,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0169,A047,沖縄平和運動センター,AP080,P002,Henoko,AI113,I002,anti_military,F1,基地／反军事,S031,2026,沖縄平和運動センター 公式,,,,ai_seeded,ai_seeded,E3,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0170,A047,沖縄平和運動センター,AP080,P002,Henoko,AI114,I003,Henoko,F1,基地／反军事,S031,2026,沖縄平和運動センター 公式,,,,ai_seeded,ai_seeded,E3,E3,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0171,A048,沖縄一坪反戦地主会,AP081,P001,Okinawa Prefecture,AI115,I001,anti_base,F1,基地／反军事,S038,1996,一坪反戦地主会 軍用地契約拒否運動,,,,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0172,A048,沖縄一坪反戦地主会,AP081,P001,Okinawa Prefecture,AI116,I011,legal,F5,法律／程序,S038,1996,一坪反戦地主会 軍用地契約拒否運動,,,,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0173,A048,沖縄一坪反戦地主会,AP081,P001,Okinawa Prefecture,AI118,I009,local_autonomy,F4,自治／公投,S038,1996,一坪反戦地主会 軍用地契約拒否運動,,,,ai_seeded,ai_seeded,E4,E3,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0174,A049,基地・軍隊を許さない行動する女たちの会,AP082,P001,Okinawa Prefecture,AI119,I007,life_safety,F3,生命／健康,S039,1995,基地・軍隊を許さない行動する女たちの会 結成（Akibayashi）,,,,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0175,A049,基地・軍隊を許さない行動する女たちの会,AP082,P001,Okinawa Prefecture,AI120,I001,anti_base,F1,基地／反军事,S039,1995,基地・軍隊を許さない行動する女たちの会 結成（Akibayashi）,,,,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0176,A049,基地・軍隊を許さない行動する女たちの会,AP082,P001,Okinawa Prefecture,AI121,I002,anti_military,F1,基地／反军事,S039,1995,基地・軍隊を許さない行動する女たちの会 結成（Akibayashi）,,,,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0177,A050,沖縄弁護士会,AP083,P001,Okinawa Prefecture,AI122,I011,legal,F5,法律／程序,S037,2017,沖縄弁護士会 辺野古新基地建設に関する会長声明・決議,,,,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0178,A050,沖縄弁護士会,AP083,P001,Okinawa Prefecture,AI123,I009,local_autonomy,F4,自治／公投,S037,2017,沖縄弁護士会 辺野古新基地建設に関する会長声明・決議,,,,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0179,A050,沖縄弁護士会,AP083,P001,Okinawa Prefecture,AI124,I001,anti_base,F1,基地／反军事,S037,2017,沖縄弁護士会 辺野古新基地建設に関する会長声明・決議,,,,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0180,A050,沖縄弁護士会,AP084,P020,Naha,AI122,I011,legal,F5,法律／程序,S037,2017,沖縄弁護士会 辺野古新基地建設に関する会長声明・決議,,,,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0181,A050,沖縄弁護士会,AP084,P020,Naha,AI123,I009,local_autonomy,F4,自治／公投,S037,2017,沖縄弁護士会 辺野古新基地建設に関する会長声明・決議,,,,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0182,A050,沖縄弁護士会,AP084,P020,Naha,AI124,I001,anti_base,F1,基地／反军事,S037,2017,沖縄弁護士会 辺野古新基地建設に関する会長声明・決議,,,,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0183,A051,「辺野古」県民投票の会,AP085,P001,Okinawa Prefecture,AI125,I010,referendum,F4,自治／公投,S025,2019,辺野古米軍基地建設のための埋立ての賛否を問う県民投票 結果,EV2019_PREF_REFERENDUM,2019 Henoko prefectural referendum,2019,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0184,A051,「辺野古」県民投票の会,AP085,P001,Okinawa Prefecture,AI126,I003,Henoko,F1,基地／反军事,S025,2019,辺野古米軍基地建設のための埋立ての賛否を問う県民投票 結果,EV2019_PREF_REFERENDUM,2019 Henoko prefectural referendum,2019,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0185,A051,「辺野古」県民投票の会,AP085,P001,Okinawa Prefecture,AI127,I009,local_autonomy,F4,自治／公投,S025,2019,辺野古米軍基地建設のための埋立ての賛否を問う県民投票 結果,EV2019_PREF_REFERENDUM,2019 Henoko prefectural referendum,2019,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0186,A051,「辺野古」県民投票の会,AP086,P002,Henoko,AI125,I010,referendum,F4,自治／公投,S025,2019,辺野古米軍基地建設のための埋立ての賛否を問う県民投票 結果,EV2019_PREF_REFERENDUM,2019 Henoko prefectural referendum,2019,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0187,A051,「辺野古」県民投票の会,AP086,P002,Henoko,AI126,I003,Henoko,F1,基地／反军事,S025,2019,辺野古米軍基地建設のための埋立ての賛否を問う県民投票 結果,EV2019_PREF_REFERENDUM,2019 Henoko prefectural referendum,2019,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0188,A051,「辺野古」県民投票の会,AP086,P002,Henoko,AI127,I009,local_autonomy,F4,自治／公投,S025,2019,辺野古米軍基地建設のための埋立ての賛否を問う県民投票 結果,EV2019_PREF_REFERENDUM,2019 Henoko prefectural referendum,2019,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0189,A052,嘉手納基地爆音差止訴訟原告団,AP087,P005,Kadena,AI128,I011,legal,F5,法律／程序,S026,2017,嘉手納爆音訴訟 第三次 那覇地裁沖縄支部判決,,,,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0190,A052,嘉手納基地爆音差止訴訟原告団,AP087,P005,Kadena,AI129,I007,life_safety,F3,生命／健康,S026,2017,嘉手納爆音訴訟 第三次 那覇地裁沖縄支部判決,,,,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0191,A052,嘉手納基地爆音差止訴訟原告団,AP087,P005,Kadena,AI130,I001,anti_base,F1,基地／反军事,S026,2017,嘉手納爆音訴訟 第三次 那覇地裁沖縄支部判決,,,,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0192,A052,嘉手納基地爆音差止訴訟原告団,AP087,P005,Kadena,AI214,I021,noise,F3,生命／健康,S026,2017,嘉手納爆音訴訟 第三次 那覇地裁沖縄支部判決,,,,ai_seeded,human_checked,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0193,A052,嘉手納基地爆音差止訴訟原告団,AP088,P018,Ginowan,AI128,I011,legal,F5,法律／程序,S026,2017,嘉手納爆音訴訟 第三次 那覇地裁沖縄支部判決,,,,ai_seeded,ai_seeded,E3,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0194,A052,嘉手納基地爆音差止訴訟原告団,AP088,P018,Ginowan,AI129,I007,life_safety,F3,生命／健康,S026,2017,嘉手納爆音訴訟 第三次 那覇地裁沖縄支部判決,,,,ai_seeded,ai_seeded,E3,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0195,A052,嘉手納基地爆音差止訴訟原告団,AP088,P018,Ginowan,AI130,I001,anti_base,F1,基地／反军事,S026,2017,嘉手納爆音訴訟 第三次 那覇地裁沖縄支部判決,,,,ai_seeded,ai_seeded,E3,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0196,A052,嘉手納基地爆音差止訴訟原告団,AP088,P018,Ginowan,AI214,I021,noise,F3,生命／健康,S026,2017,嘉手納爆音訴訟 第三次 那覇地裁沖縄支部判決,,,,ai_seeded,human_checked,E3,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0197,A053,普天間基地爆音訴訟団,AP089,P004,Futenma,AI131,I011,legal,F5,法律／程序,S027,2016,普天間爆音訴訟 第二次 那覇地裁判決,,,,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0198,A053,普天間基地爆音訴訟団,AP089,P004,Futenma,AI132,I007,life_safety,F3,生命／健康,S027,2016,普天間爆音訴訟 第二次 那覇地裁判決,,,,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0199,A053,普天間基地爆音訴訟団,AP089,P004,Futenma,AI133,I001,anti_base,F1,基地／反军事,S027,2016,普天間爆音訴訟 第二次 那覇地裁判決,,,,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0200,A053,普天間基地爆音訴訟団,AP089,P004,Futenma,AI215,I021,noise,F3,生命／健康,S027,2016,普天間爆音訴訟 第二次 那覇地裁判決,,,,ai_seeded,human_checked,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0201,A053,普天間基地爆音訴訟団,AP090,P018,Ginowan,AI131,I011,legal,F5,法律／程序,S027,2016,普天間爆音訴訟 第二次 那覇地裁判決,,,,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0202,A053,普天間基地爆音訴訟団,AP090,P018,Ginowan,AI132,I007,life_safety,F3,生命／健康,S027,2016,普天間爆音訴訟 第二次 那覇地裁判決,,,,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0203,A053,普天間基地爆音訴訟団,AP090,P018,Ginowan,AI133,I001,anti_base,F1,基地／反军事,S027,2016,普天間爆音訴訟 第二次 那覇地裁判決,,,,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0204,A053,普天間基地爆音訴訟団,AP090,P018,Ginowan,AI215,I021,noise,F3,生命／健康,S027,2016,普天間爆音訴訟 第二次 那覇地裁判決,,,,ai_seeded,human_checked,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0205,A054,沖縄人権協会,AP091,P001,Okinawa Prefecture,AI134,I007,life_safety,F3,生命／健康,S033,2006,Tanji Miyume: Myth Protest and Struggle in Okinawa,,,,ai_seeded,ai_seeded,E3,E3,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0206,A055,泡瀬干潟を守る連絡会,AP092,P019,Awase,AI135,I005,biodiversity,F2,生态／环境,S030,2015,第2次泡瀬干潟埋め立て訴訟 那覇地裁判決,,,,ai_seeded,ai_seeded,E3,E3,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0207,A055,泡瀬干潟を守る連絡会,AP092,P019,Awase,AI136,I011,legal,F5,法律／程序,S030,2015,第2次泡瀬干潟埋め立て訴訟 那覇地裁判決,,,,ai_seeded,ai_seeded,E3,E3,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0208,A055,泡瀬干潟を守る連絡会,AP093,P001,Okinawa Prefecture,AI135,I005,biodiversity,F2,生态／环境,S030,2015,第2次泡瀬干潟埋め立て訴訟 那覇地裁判決,,,,ai_seeded,ai_seeded,E3,E3,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
