task_family,object_id,decision,approved_formulation,scope_boundary,source_report,human_reviewer,review_date
HR024,HR024-005,accept,A086→I004 dugong；只确认同案具名原告与冲绳儒艮议题连接,统一 scope=case、case_id=R8C01、review_status=human_checked；不补组织持续性，不生成联盟、胜诉或工程效果。,docs/human_review_return_HR024_HR025_batch03_v1.md,项目负责人,2026-07-19
HR024,HR024-006,accept,A086→I011 legal；只确认 NHPA／APA 案件程序；不外推其他冲绳诉讼,统一 scope=case、case_id=R8C01、review_status=human_checked；不补组织持续性，不生成联盟、胜诉或工程效果。,docs/human_review_return_HR024_HR025_batch03_v1.md,项目负责人,2026-07-19
HR024,HR024-007,revise,A086→I012 international_advocacy；把“跨太平洋法律倡议路径的一环”改成可观察事实：“美国海洋保护组织以具名原告身份参加涉及冲绳儒艮的美国联邦诉讼”；共同诉讼不等于稳定联盟,统一 scope=case、case_id=R8C01、review_status=human_checked；不补组织持续性，不生成联盟、胜诉或工程效果。,docs/human_review_return_HR024_HR025_batch03_v1.md,项目负责人,2026-07-19
HR024,HR024-008,accept_with_revision,A086→I005 biodiversity；写成“案件材料把珊瑚礁、海草床与濒危儒艮栖息地作为案件背景”；不写成 A086 在冲绳另有持续、全面的 biodiversity program,统一 scope=case、case_id=R8C01、review_status=human_checked；不补组织持续性，不生成联盟、胜诉或工程效果。,docs/human_review_return_HR024_HR025_batch03_v1.md,项目负责人,2026-07-19
HR025,AP048,reject_edge／retire_candidate,删除 NED—Okinawa actor-place candidate；X014 watchlist 记录保留,无公开证据支持冲绳 recipient／project／地点关系；未确认不等于跨年度从未存在。,docs/human_review_return_HR024_HR025_batch03_v1.md,项目负责人,2026-07-19
HR025,AP049,revise_pending_source_and_place_integration,X015→P021 Sakishima Islands；site_presence,仅指 FY2024 先岛整体社区防灾联系网络；不得向与那国／石垣／宫古扇出，不表示总部、分支或永久驻点。,docs/human_review_return_HR024_HR025_batch03_v1.md,项目负责人,2026-07-19
HR025,AP123,revise,X016 place_id P006→P007 Camp Foster；site_presence,只支持来源覆盖期的奖学金／Marine Gift Shop 慈善筹资场域；不是 headquarters、MCCS 隶属、政治立场或联盟。,docs/human_review_return_HR018_preflight_HR025_AP123_batch02_v1.md,项目负责人,2026-07-19
HR025,AP088,reject_edge／retire_candidate,A052→P018 Ginowan unclear；执行 reject_edge／retire_candidate,S026 只证明嘉手纳基地周边居民诉讼，没有宜野湾地点依据；A052→P005 Kadena 的 AP087 已另行存在,docs/human_review_return_HR025_batch04_v1.md,项目负责人,2026-07-19
HR025,AP106,reject_edge／retire_candidate,A065→P012 Ishigaki site_presence；执行 reject_edge／retire_candidate,S036 把 A065 与八重山大地会列为两个共同交涉团体，不能据此推定 A065 有“石垣节点”,docs/human_review_return_HR025_batch04_v1.md,项目负责人,2026-07-19
HR025,AP107,revise→event_site,A065→P013 Miyako site_presence；执行 revise→event_site,找到 2016 年宫古岛活动中 A065 共同代表登台的直接报道；只支持有界事件，不支持常设节点,docs/human_review_return_HR025_batch04_v1.md,项目负责人,2026-07-19
HR025,AP108,accept_with_revision,A065→P011 Yonaguni site_presence；执行 accept_with_revision,2016、2023 材料反复确认 A065 共同代表猪股哲为与那国居民并以该身份公开活动；不等于总部／正式分支,docs/human_review_return_HR025_batch04_v1.md,项目负责人,2026-07-19
HR025,AP114,revise→advocacy_target,A069→P002 Henoko site_presence；执行 revise→advocacy_target,独立材料充分证明其以边野古环境影响评价、海上工程和保护诉求为行动对象；现有材料不足以把组织据点写在边野古,docs/human_review_return_HR025_batch04_v1.md,项目负责人,2026-07-19
HR025,AP115,revise→advocacy_target,A069→P003 Oura Bay site_presence；执行 revise→advocacy_target,多份意见书明确以边野古—大浦湾沿岸生态与工程为诉求对象；不把共同声明推成常设现场节点,docs/human_review_return_HR025_batch04_v1.md,项目负责人,2026-07-19
HR025,AP122,accept_with_revision,A075→P002 Henoko site_presence；执行 accept_with_revision,S047 是冲绳防卫局官方边野古环境影响评价页面，支持该机构在项目实施／管理上的地点连接；不是办公室位置,docs/human_review_return_HR025_batch04_v1.md,项目负责人,2026-07-19
HR025,AP130,revise→headquarters,A112→P013 Miyako site_presence；执行 revise→headquarters,A112 官方页面列出“宮古島地下水研究会事務局”及宫古岛市地址，证据比一般在场更精确,docs/human_review_return_HR025_batch04_v1.md,项目负责人,2026-07-19
HR025,AP131,accept,A113→P018 Ginowan site_presence；执行 accept,市议会记录和多年度报道持续确认该宜野湾居民团体在市内采样、请愿和行政请求,docs/human_review_return_HR025_batch04_v1.md,项目负责人,2026-07-19
HR025,AP132,accept,A113→P004 Futenma advocacy_target；执行 accept,证据把普天间基地及其周边 PFAS、基地进入／信息交换请求置于行动对象；不证明基地内设点,docs/human_review_return_HR025_batch04_v1.md,项目负责人,2026-07-19
HR025,AP134,accept,A114→P012 Ishigaki event_site；执行 accept,两份官方记录确认 2024 年石垣港罢工／行动发生地点；不批准争议中的合法性或效果判断,docs/human_review_return_HR025_batch04_v1.md,项目负责人,2026-07-19
HR025,AP029,accept,X001 USO Okinawa→Camp Schwab site_presence；执行 accept,USO Okinawa 官方页面确认 Camp Schwab Bldg. 3000 的常设中心、联系方式和服务,docs/human_review_return_HR025_batch05_v1.md,项目负责人,2026-07-19
HR025,AP081,accept_with_revision,A048→Okinawa Prefecture site_presence；执行 accept_with_revision,冲绳军用地共有与当地收用程序支持冲绳在场；S038 是关东板块网站，不能写成 A048 的冲绳办公室或把两者合并,docs/human_review_return_HR025_batch05_v1.md,项目负责人,2026-07-19
HR025,AP092,accept,A055→Awase site_presence；执行 accept,当地环境机构名录及长期调查、导览、保全请求证明泡濑持续活动在场,docs/human_review_return_HR025_batch05_v1.md,项目负责人,2026-07-19
HR025,AP097,accept_with_revision,A059→Okinawa Prefecture site_presence；执行 accept_with_revision,确认全县性“冲绳建白书…”组织；同时把含混简称规范为正式全称＋简称,docs/human_review_return_HR025_batch05_v1.md,项目负责人,2026-07-19
HR025,AP099,accept,A060→Takae site_presence；执行 accept,当地居民会、代表和高江反直升机坪行动有新闻与县议会记录交叉支持,docs/human_review_return_HR025_batch05_v1.md,项目负责人,2026-07-19
HR025,AP116,accept_with_revision,A070→Okinawa Prefecture site_presence；执行 accept_with_revision,官方 VFP 和地方报道确认 VFP-ROCK 是在冲绳组成并活动的 chapter；需改成精确名称,docs/human_review_return_HR025_batch05_v1.md,项目负责人,2026-07-19
HR025,AP117,accept_with_revision,A071→Okinawa Prefecture site_presence；执行 accept_with_revision,A071 是长名称的简称；合并 A072 后保留一条全县持续活动边并更新来源,docs/human_review_return_HR025_batch05_v1.md,项目负责人,2026-07-19
HR025,AP118,retire_duplicate_edge,A072→Okinawa Prefecture site_presence；执行 retire_duplicate_edge,A072 与 A071 为同一组织，不能保留两条重复 actor／地点边,docs/human_review_return_HR025_batch05_v1.md,项目负责人,2026-07-19
HR025,AP125,accept,A111→Okinawa Prefecture site_presence；执行 accept,HR-013 已确认全县性女性网络及跨时期县级公开动员；不下沉为具体市町据点,docs/human_review_return_HR025_batch05_v1.md,项目负责人,2026-07-19
HR025,AP133,accept,A114→Naha headquarters；执行 accept,劳委会法律材料明确把冲绳地方本部列为那霸市当事人，历史命令书另有那霸地址,docs/human_review_return_HR025_batch05_v1.md,项目负责人,2026-07-19
HR025,AP135,accept,A115→Okinawa Prefecture site_presence；执行 accept,省级本部身份及跨年度县内请求／签名行动成立；P001 记录的是县域在场，不充当那霸办公室地址,docs/human_review_return_HR025_batch05_v1.md,项目负责人,2026-07-19
HR025,AP022,accept,A017 沖縄対話プロジェクト→P001 site_presence；执行 accept,组织规约明确在名护设主事务所，并记录冲绳内连续对话活动；P001 只保留县域在场,docs/human_review_return_HR025_batch06_v1.md,项目负责人,2026-07-19
HR025,AP035,accept_with_revision：site_presence,X002 Phoenix Corporation / Phoenix Park Hotel→P001 unclear；执行 accept_with_revision：site_presence,USO Okinawa 报道直接定位 Phoenix Park Hotel 在名护，并确认其属于 Phoenix Corporation；不得由捐赠反推企业总部,docs/human_review_return_HR025_batch06_v1.md,项目负责人,2026-07-19
HR025,AP036,accept_with_revision：改键 P018 Ginowan、headquarters,X003 AEC→P001 unclear；执行 accept_with_revision：改键 P018 Ginowan、headquarters,AEC 官方公司页明确“沖縄本社”位于宜野湾市大山,docs/human_review_return_HR025_batch06_v1.md,项目负责人,2026-07-19
HR025,AP037,accept,X004 AWWA→P001 site_presence；执行 accept,多个来源确认其由冲绳美军配偶组织组成、在冲绳定期协调及开展慈善活动,docs/human_review_return_HR025_batch06_v1.md,项目负责人,2026-07-19
HR025,AP038,accept,X005 NOSCO→P001 site_presence；执行 accept,组织名、AWWA 成员身份及冲绳配偶会功能共同支持县域在场,docs/human_review_return_HR025_batch06_v1.md,项目负责人,2026-07-19
HR025,AP040,accept,X007 OESC→P001 site_presence；执行 accept,捐赠报道、非营利记录及 AWWA 材料共同支持冲绳持续服务组织身份,docs/human_review_return_HR025_batch06_v1.md,项目负责人,2026-07-19
HR025,AP044,accept_with_revision：改键 P018 Ginowan、headquarters,X010 沖縄NGOセンター→P001 site_presence；执行 accept_with_revision：改键 P018 Ginowan、headquarters,政府法人资料明确本店位于宜野湾市宜野湾 3-23-52,docs/human_review_return_HR025_batch06_v1.md,项目负责人,2026-07-19
HR025,AP046,accept_with_revision：site_presence,X012 TOMODACHI Initiative→P001 unclear；执行 accept_with_revision：site_presence,TOMODACHI 官方设有“冲绳区域”校友框架及冲绳联系人，并有冲绳特定项目；不是冲绳总部,docs/human_review_return_HR025_batch06_v1.md,项目负责人,2026-07-19
HR025,AP105,accept_with_revision：advocacy_target,A064 No Bases Network→P001 unclear；执行 accept_with_revision：advocacy_target,可证冲绳代表参与及网络公开声援冲绳斗争，但不能证明正式“冲绳节点”,docs/human_review_return_HR025_batch06_v1.md,项目负责人,2026-07-19
HR025,AP110,accept_with_revision：event_site,A066 新外交イニシアティブ→P020 Naha unclear；执行 accept_with_revision：event_site,ND 官方记录多次在那霸举办／运营活动；其机构总部仍在东京,docs/human_review_return_HR025_batch06_v1.md,项目负责人,2026-07-19
HR025,AP124,accept_with_revision：有时间边界的 site_presence,X017 ACGO→P001 unclear；执行 accept_with_revision：有时间边界的 site_presence,2006 新闻、2012 AWWA 材料及免税组织索引支持冲绳组织身份；不据此声称当前连续运作或 Torii Station 总部,docs/human_review_return_HR025_batch06_v1.md,项目负责人,2026-07-19
HR025,AP005,accept_with_revision：site_presence,A003 ジュゴンネットワーク沖縄→P001 unclear；执行 accept_with_revision：site_presence,独立材料证明该组织长期在冲绳海域调查，并以组织身份参加政府交涉；不再仅靠 2010 共同署名,docs/human_review_return_HR025_batch07_v1.md,项目负责人,2026-07-19
HR025,AP024,accept,A018 ノーモア沖縄戦 命どぅ宝の会→P001 site_presence；执行 accept,官方网站持续记录冲绳县内活动并更新至 2026 年，足以支持县域在场,docs/human_review_return_HR025_batch07_v1.md,项目负责人,2026-07-19
HR025,AP052,accept_with_revision：advocacy_target,A023 美ら海にもやんばるにも基地はいらない市民の会→P001 unclear；执行 accept_with_revision：advocacy_target,可证活动主要是围绕边野古／高江的东京政府交涉与院内活动，未证实冲绳办公室或在地节点,docs/human_review_return_HR025_batch07_v1.md,项目负责人,2026-07-19
HR025,AP056,accept_with_revision：advocacy_target,A026 ピース・ニュース→P001 unclear；执行 accept_with_revision：advocacy_target,组织自述证明它是开展反战学习、行动和实地考察的市民团体；本条原始依据仍是边野古声明，不能写成常设在场,docs/human_review_return_HR025_batch07_v1.md,项目负责人,2026-07-19
HR025,AP060,accept_with_revision：site_presence,A029 沖縄・生物多様性市民ネットワーク→P001 unclear；执行 accept_with_revision：site_presence,冲绳现场活动、在地成员和国际倡议材料交叉支持持续在场,docs/human_review_return_HR025_batch07_v1.md,项目负责人,2026-07-19
HR025,AP085,accept,A051 「辺野古」県民投票の会→P001 event_site；执行 accept,2018–2019 全县公投条例直接请求和宣传活动是明确、有界的程序／动员场域,docs/human_review_return_HR025_batch07_v1.md,项目负责人,2026-07-19
HR025,AP091,accept_with_revision：有时间边界的 site_presence,A054 沖縄人権協会→P001 unclear；执行 accept_with_revision：有时间边界的 site_presence,1961 年成立、2019 年在那霸召开第 56 次总会可证历史在场；未找到更新的连续性材料,docs/human_review_return_HR025_batch07_v1.md,项目负责人,2026-07-19
HR025,AP093,retire_redundant_parent_place_edge,A055 泡瀬干潟を守る連絡会→P001 unclear；执行 retire_redundant_parent_place_edge,AP092 已精确记录 A055→P019 Awase site_presence；P001 只重复上位地理层级，没有独立全县功能,docs/human_review_return_HR025_batch07_v1.md,项目负责人,2026-07-19
HR025,AP094,accept_with_revision：site_presence,A056 沖縄環境ネットワーク→P001 unclear；执行 accept_with_revision：site_presence,官方通信已达 104 号并含 2025 年总会材料，证明持续的冲绳环境网络活动,docs/human_review_return_HR025_batch07_v1.md,项目负责人,2026-07-19
HR025,AP095,accept_with_revision：advocacy_target,A057 沖縄意見広告運動→P001 event_site；执行 accept_with_revision：advocacy_target,官方联系方式在东京，广告同时投向冲绳、全国及海外媒体；“冲绳”是核心诉求对象而非组织地点,docs/human_review_return_HR025_batch07_v1.md,项目负责人,2026-07-19
HR025,AP096,accept_with_revision：site_presence,A058 沖縄県統一連→P001 unclear；执行 accept_with_revision：site_presence,多年份材料给出那霸地址、全称及县内行动；原 S031 属于另一组织，必须撤掉,docs/human_review_return_HR025_batch07_v1.md,项目负责人,2026-07-19
HR026,HR026-01,accept_with_revision,确认举行；issue_campaign；crosswalk=A059；使用正式全称,S249 是预告，需补 QAB 当日报道；明确不是直接知事选目的,docs/human_review_return_HR026_election_batch24_v1.md,项目负责人,2026-07-20
HR026,HR026-02,accept,request；临时请求 collective,“52 团体和个人”不是组织名单；不等于稳定联盟,docs/human_review_return_HR026_election_batch24_v1.md,项目负责人,2026-07-20
HR026,HR026-03,accept,endorsement；campaign event node,单一党派媒体 E2；29 团体不进入 registry,docs/human_review_return_HR026_election_batch24_v1.md,项目负责人,2026-07-20
HR026,HR026-04,accept,observation；青年现场学习／同辈对话,只有 bounded window，没有精确 tour 日期；不推断选票效果,docs/human_review_return_HR026_election_batch24_v1.md,项目负责人,2026-07-20
HR026,HR026-05,accept_with_revision,国家级组织的 observation／选后解释,不 crosswalk 到 A115；冲绳县本部活动只作为国家组织自报,docs/human_review_return_HR026_election_batch24_v1.md,项目负责人,2026-07-20
HR026,HR026-06,accept,issue_campaign；支持知事行政行为,不是候选 endorsement；不推断选举效果,docs/human_review_return_HR026_election_batch24_v1.md,项目负责人,2026-07-20
HR026,HR026-07,accept,issue_campaign；反土砂投入／追悼语境,临近选举不改变动作类型；排除人数与效果,docs/human_review_return_HR026_election_batch24_v1.md,项目负责人,2026-07-20
HR026,HR026-08,accept,request；temporary mixed event node,8 月 23 日只确认正式请求，当时尚未确认接受,docs/human_review_return_HR026_election_batch24_v1.md,项目负责人,2026-07-20
HR026,HR026-09,accept,public_meeting；civic-learning role,候选人匿名；不声称中立性已独立审核,docs/human_review_return_HR026_election_batch24_v1.md,项目负责人,2026-07-20
HR026,HR026-10,accept_with_revision,粗类保留 request，role=policy_proposal_drafter,只确认起草提言案；不写交付、接受、候选 uptake,docs/human_review_return_HR026_election_batch24_v1.md,项目负责人,2026-07-20
HR026,HR026-11,accept_with_revision,日期改为 9/12–9/19：先比较候选政策，再公开政策提言,不声称阅读量、中立性认证、说服或效果,docs/human_review_return_HR026_election_batch25_v1.md,项目负责人,2026-07-20
HR026,HR026-12,accept_with_revision,国家组织；署名中央常任委员会；不 crosswalk A115,组织自报全国行动不证明规模或因果,docs/human_review_return_HR026_election_batch25_v1.md,项目负责人,2026-07-20
HR026,HR026-13,accept,request；具名 ad hoc collective,玉城当时只说考虑；不推断成员名单或持续性,docs/human_review_return_HR026_election_batch25_v1.md,项目负责人,2026-07-20
HR026,HR026-14,accept,国家组织 endorsement,436 个接入点不是人数、选民或效果,docs/human_review_return_HR026_election_batch25_v1.md,项目负责人,2026-07-20
HR026,HR026-15,accept_with_revision,保留 issue_campaign，增加 election-adjacent contested reception,原始声明无连任号召；政治评价不等于组织目的,docs/human_review_return_HR026_election_batch25_v1.md,项目负责人,2026-07-20
HR026,HR026-16,accept_with_revision,国家组织的明确 endorsement；不 crosswalk A115,全国声援、扩散与募金号召不证明执行或效果,docs/human_review_return_HR026_election_batch25_v1.md,项目负责人,2026-07-20
HR026,HR026-17,accept_with_revision,确认问卷实施和基于结果的活动；删去“完整答卷已公开”暗示,原始答卷未找到；个人角色不转移给 A051 等组织,docs/human_review_return_HR026_election_batch25_v1.md,项目负责人,2026-07-20
HR026,HR026-18,accept_with_revision,改成 announced／scheduled public meetings；不写 held,无会后证据；不进入已举行事件计数,docs/human_review_return_HR026_election_batch25_v1.md,项目负责人,2026-07-20
HR026,HR026-19,accept_with_revision,接受 event-level endorsement；主办方保持 unidentified,不作为 actor、不进入组织数或稳定妇女联盟,docs/human_review_return_HR026_election_batch25_v1.md,项目负责人,2026-07-20
HR032,HR032-01,accept_display_alias_only,两种写法统一显示为 社会福祉法人沖縄県社会福祉協議会,只是法人前缀省略；不自动进 registry,docs/human_review_return_HR032_partner_crosswalk_batch37_v1.md,项目负责人,2026-07-20
HR032,HR032-02,revise,两行归同一 公益財団法人沖縄県平和祈念財団；保留原始 kind，另记 row496 类别冲突,"不与ひめゆり财团混同；241,109 千円不是付款",docs/human_review_return_HR032_partner_crosswalk_batch37_v1.md,项目负责人,2026-07-20
HR032,HR032-03,revise,rows197/205/206 归女性财团；row207 保留管理运营共同体，并记录财团是成员,不与 A111 或已移出的 A094 混同,docs/human_review_return_HR032_partner_crosswalk_batch37_v1.md,项目负责人,2026-07-20
HR032,HR032-04,accept_display_alias_only,三行 crosswalk 到 A088；冻结日文名、英文名和 OPAC,actor crosswalk 不等于自动批准三条关系,docs/human_review_return_HR032_partner_crosswalk_batch37_v1.md,项目负责人,2026-07-20
HR032,HR032-05,accept_member_crosswalk_only,JOCA 冲绳是母法人办事机构；三个 JV 名称分别保留，JOCA 只作成员,办事机构不是独立法人；项目费不得拆分,docs/human_review_return_HR032_partner_crosswalk_batch37_v1.md,项目负责人,2026-07-20
HR032,HR032-06,revise,rows433/571 归同一 WYUA；row434 保留 Team OKIYUA，并记录 WYUA 是成员,同时包含 alias 与 member 两种处理，不能整项只作名称合并,docs/human_review_return_HR032_partner_crosswalk_batch37_v1.md,项目负责人,2026-07-20
HR032,HR032-07,revise,四行归同一持续组织 沖縄県ユネスコ協会；暂按任意团体处理,row545 的 NPO法人类别疑为来源编码错误，保留 raw 值并标注冲突,docs/human_review_return_HR032_partner_crosswalk_batch37_v1.md,项目负责人,2026-07-20
HR032,HR032-08,revise,四行归同一 NPO 法人；row466 仅保留为来源表事实，角色待项目级证据,不写成施工监理承包、付款或已解释的跨部门桥梁,docs/human_review_return_HR032_partner_crosswalk_batch37_v1.md,项目负责人,2026-07-20
