incidence_id,edge_id,actor_id,issue_id,issue_label,evidence_level,source_ref_token,source_id,source_resolution_status,stated_support_ref_count,removed_if_this_source_dropped_alone,research_status,display_tier,claim_status,review_status,interpretation_limit
H1ES0278,AI214,A052,I021,noise,E4,S155,S155,resolved_source_id,4,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0279,AI215,A053,I021,noise,E4,S027,S027,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0280,AI215,A053,I021,noise,E4,S135,S135,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0281,AI215,A053,I021,noise,E4,S156,S156,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0282,AI216,A107,I001,anti_base,E3,S144,S144,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0283,AI216,A107,I001,anti_base,E3,S295,S295,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0284,AI217,A108,I025,anti_war,E4,S146,S146,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0285,AI217,A108,I025,anti_war,E4,S147,S147,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0286,AI217,A108,I025,anti_war,E4,S148,S148,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0287,AI218,A110,I026,mobilization,E3,S153,S153,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0288,AI218,A110,I026,mobilization,E3,S154,S154,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0289,AI219,A111,I022,women,E4,S200,S200,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0290,AI219,A111,I022,women,E4,S201,S201,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0291,AI220,A111,I019,peace,E4,S201,S201,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0292,AI221,A111,I001,anti_base,E4,S200,S200,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0293,AI221,A111,I001,anti_base,E4,S201,S201,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0294,AI222,A111,I023,human_rights,E4,S200,S200,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0295,AI222,A111,I023,human_rights,E4,S201,S201,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0296,AI223,A112,I006,groundwater,E4,S269,S269,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0297,AI223,A112,I006,groundwater,E4,S270,S270,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0298,AI223,A112,I006,groundwater,E4,S271,S271,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0299,AI224,A112,I008,health_risk,E4,S269,S269,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0300,AI224,A112,I008,health_risk,E4,S270,S270,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0301,AI225,A112,I007,life_safety,E4,S270,S270,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0302,AI225,A112,I007,life_safety,E4,S271,S271,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0303,AI226,A112,I020,environment,E4,S158,S158,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0304,AI226,A112,I020,environment,E4,S204,S204,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0305,AI226,A112,I020,environment,E4,S270,S270,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0306,AI227,A113,I006,groundwater,E4,S273,S273,resolved_source_id,4,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0307,AI227,A113,I006,groundwater,E4,S274,S274,resolved_source_id,4,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0308,AI227,A113,I006,groundwater,E4,S276,S276,resolved_source_id,4,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0309,AI227,A113,I006,groundwater,E4,S277,S277,resolved_source_id,4,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0310,AI228,A113,I008,health_risk,E4,S273,S273,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0311,AI228,A113,I008,health_risk,E4,S276,S276,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0312,AI229,A113,I007,life_safety,E4,S274,S274,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0313,AI229,A113,I007,life_safety,E4,S275,S275,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0314,AI229,A113,I007,life_safety,E4,S278,S278,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0315,AI230,A113,I020,environment,E4,S273,S273,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0316,AI230,A113,I020,environment,E4,S274,S274,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0317,AI230,A113,I020,environment,E4,S277,S277,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0318,AI231,A113,I011,legal,E4,S273,S273,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0319,AI231,A113,I011,legal,E4,S274,S274,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0320,AI232,A114,I001,anti_base,E4,S286,S286,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0321,AI232,A114,I001,anti_base,E4,S289,S289,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0322,AI233,A114,I002,anti_military,E4,S287,S287,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0323,AI233,A114,I002,anti_military,E4,S288,S288,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0324,AI234,A114,I019,peace,E4,S286,S286,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0325,AI234,A114,I019,peace,E4,S289,S289,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0326,AI235,A114,I007,life_safety,E4,S287,S287,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0327,AI235,A114,I007,life_safety,E4,S288,S288,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0328,AI236,A114,I026,mobilization,E4,S286,S286,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0329,AI236,A114,I026,mobilization,E4,S288,S288,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0330,AI236,A114,I026,mobilization,E4,S289,S289,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0331,AI237,A115,I022,women,E4,S280,S280,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0332,AI237,A115,I022,women,E4,S282,S282,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0333,AI237,A115,I022,women,E4,S283,S283,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0334,AI238,A115,I023,human_rights,E4,S281,S281,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0335,AI238,A115,I023,human_rights,E4,S282,S282,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0336,AI239,A115,I019,peace,E4,S281,S281,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0337,AI239,A115,I019,peace,E4,S282,S282,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0338,AI240,A115,I001,anti_base,E4,S254,S254,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0339,AI240,A115,I001,anti_base,E4,S281,S281,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0340,AI240,A115,I001,anti_base,E4,S283,S283,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0341,AI241,A115,I010,referendum,E4,S283,S283,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0342,AI242,A076,I004,dugong,E4,S060,S060,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0343,AI242,A076,I004,dugong,E4,S093,S093,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0344,AI243,A076,I011,legal,E4,S060,S060,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0345,AI243,A076,I011,legal,E4,S093,S093,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0346,AI244,A076,I003,Henoko,E4,S060,S060,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0347,AI244,A076,I003,Henoko,E4,S093,S093,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0348,AI245,A086,I004,dugong,E4,S060,S060,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0349,AI245,A086,I004,dugong,E4,S229,S229,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0350,AI246,A086,I011,legal,E4,S060,S060,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0351,AI246,A086,I011,legal,E4,S229,S229,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0352,AI247,A086,I012,international_advocacy,E4,S060,S060,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0353,AI247,A086,I012,international_advocacy,E4,S229,S229,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0354,AI248,A086,I005,biodiversity,E4,S060,S060,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0355,AI248,A086,I005,biodiversity,E4,S228,S228,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
