source_id,source_title,source_type,source_year,used_by_e3plus_edge,declared_e3plus_edge_count,exclusively_supported_e3plus_edge_count,removed_edge_count,lost_observed_actor_count,remaining_edge_count,remaining_observed_actor_count,removed_edge_rank_desc,comparison_unit,research_status,display_tier,claim_status,review_status,interpretation_limit
S210,島の水や歴史学ぶ／自衛隊配備考える集会,local_news,2015,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S211,離島で初 石垣島と宮古島に支部結成,association_report,2018,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S212,宮古陸自配備に抗議 60人が集会とデモ行進,local_news,2019,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S213,NPO法人ピースメーカーズネットワーク,official_npo_portal,2024,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S214,2024年度事業報告書等,organization_filing,2024,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S215,辺野古埋め立て承認撤回シンポジウム,event_report,2014,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S216,環境の未来を考える会 行政入力情報,official_npo_portal,2026,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S217,2021年度事業報告書等,organization_filing,2021,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S218,宮古島自然緑化協会 行政入力情報,official_npo_portal,2023,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S219,NPO法人宮古島自然緑化協会,association_directory,2026,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S220,特定非営利活動法人美ぎ島宮古島,government_corporate_record,2025,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S221,NPO法人美ぎ島宮古島,organization_website,2026,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S222,沖縄県が実施するその他の事業（サンゴ礁保全再生）,government_report,2011,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S223,団体概要,organization_website,2024,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S224,漫湖周辺の自然再生エリアにおける調査発見型環境学習プログラム,funded_project_report,2025,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S225,民間参加型サンゴ礁生態系保全活動推進事業,government_webpage,2008,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S226,沖縄県サンゴ礁保全推進協議会設立の経緯,organization_website,2007,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S227,サンゴ礁ウィーク2024 実施要領,organization_program_document,2024,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S228,Turtle Island Restoration Network Form 990 public disclosure,organization_financial_filing,2023,yes,1,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S229,"Opening Brief, Center for Biological Diversity et al. v. Esper",party_legal_filing,2019,yes,3,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S230,概要｜世界版「平和の礎」を提案する会,organization_site,2025,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S231,特定非営利活動法人 沖縄平和協力センター（OPAC）,official_jica_partner_page,2022,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S232,沖縄県の平和希求の心をカンボジアの地雷対策に活かす草の根技術協力,official_jica_project_record,2023,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S233,各支部｜沖縄県教職員組合,organization_site_subunit_page,2026,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S234,連合2024平和行動in沖縄を開催,organization_action_record,2024,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S235,連合沖縄2025新春の集いを開催,organization_action_record,2025,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S236,自治労とは？｜自治労沖縄県本部,organization_site,2026,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S237,止めよう「自衛隊配備」―70人の市民結集し結成会,local_newspaper,2015,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S238,反対派市民が署名提出／陸自配備,local_newspaper,2015,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S239,宮古島市議会 平成27年6月定例会会議録,official_legislative_record,2015,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S240,下地島への自衛隊配備に反対／平和運動連絡協,local_newspaper,2011,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S241,宮古島環境クラブ（MEC）の活動とは？,organization_site,2026,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S242,法人概要｜宮古島 海の環境ネットワーク,organization_site,2026,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S243,PFAS血中濃度調査へ 市民連絡会が拡大幹事会,organization_action_record,2022,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S244,陸自ミサイル配備計画「反対を」―知事や県議会に要請,main_local_newspaper,2024,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S245,沖縄・琉球弧の声とは,organization_site,2023,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S246,第1回連続講座（2023.11.12）,organization_event_record,2023,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S247,声明・提言｜沖縄・琉球弧の声を届ける会,organization_statement,2025,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S248,平成26年版 選挙管理委員会年報,official_data,2015,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S249,きちきちニュースレター Vol.6（島ぐるみ会議結成）,organization_report,2014,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S250,翁長那覇市長に保革双方が出馬を要請,local_news,2014,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S251,翁長さんで新基地阻止／女性団体が出馬要請,party_news,2014,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S252,『新基地ノー』心一つ／沖縄知事選 女性29団体が集会,party_news,2014,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S253,第1回「ゆんたく」から始まった、沖縄・若者の抵抗（元山 仁士郎）,community_site,2015,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S254,談話：沖縄県知事選で圧勝の民意に応え、ただちに新基地建設中止を,organization_statement,2014,yes,1,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S255,平成30年沖縄県知事選挙 特設ページ,official_data,2018,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S256,『知事、頑張れ』緊急集会で撤回表明に喜びと決意,local_news,2018,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S257,8.11県民大会（辺野古新基地建設断念要求）,organization_event_record,2018,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S258,沖縄県知事選 出遅れ危機感「結束優先」 玉城氏、出馬要請受諾,local_news,2018,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S259,主体的な主権者教育を育むための一考察―#みんなごと実践記録,academic_article,2019,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S260,声明：沖縄県知事選挙で歴史的勝利！新基地建設はただちに中止を,organization_statement,2018,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S261,【特設ページ】令和4年沖縄県知事選挙及び沖縄県議会議員補欠選挙,official_data,2022,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S262,沖縄県知事選、女性団体有志が玉城氏に出馬要請,local_news,2022,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S263,全国の連帯で平和な沖縄 沖縄県知事選集会ひらく,organization_action_record,2022,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S264,7月30日オンライン配信『復帰50年！新たな基地負担を許さない県民大会』,organization_event_record,2022,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S265,「知事選を前にいい発信ができた」と玉城デニー氏の与党 野党は一蹴「県民大会ではなく決起集会」,local_news,2022,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S266,沖縄県知事選挙―二度と戦場にしない平和で誇りある豊かな沖縄を,organization_statement,2022,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S267,候補者アンケートを基に沖縄知事選の争点考える,local_news,2022,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S268,優しい県政 デニーさんと／沖縄知事選必勝へ女性集会,party_news,2022,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S269,地下水の危機とは？,organization_site,2026,yes,2,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S270,水道水源保全区域を宮古島市全域に拡大する理由,organization_program_document,2021,yes,4,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S271,宮古島地下水研究会の見解に対する回答書,local_official,2023,yes,2,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S272,宮古島の地下水施策 市長選立候補予定者の回答公表,local_news,2020,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S273,宜野湾市議会 福祉教育常任委員会審査記録（請願第1号）,official_legislative_record,2023,yes,4,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S274,有機フッ素化合物PFOS及びPFOA汚染の対策を求める意見書,official_legislative_record,2022,yes,4,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S275,学校敷地から化学物質PFOS 沖縄米軍基地に隣接 米基準の29倍,news,2022,yes,1,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S276,米軍PFAS汚染で血液検査を要請 宜野湾ちゅら水会,local_news,2021,yes,2,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S277,PFAS汚染 米軍との意見交換に市民の参加を,local_news,2023,yes,2,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S278,泡が消えた後に残った白い粉からPFAS検出 宜野湾市のマンホール,news,2026,yes,1,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S279,沖縄の米軍基地PFAS汚染／周辺住民の健康放置 地位協定などを議論／全国交流集会,party_news,2026,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S280,新婦人の紹介,organization_website,2026,yes,1,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S281,沖縄米兵少女暴行事件とその隠蔽につよく抗議し根本的対策を求める要請,organization_statement,2024,yes,3,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S282,沖縄県行政記録 平成20年,prefectural_official,2008,yes,3,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S283,沖縄県民投票条例へ 新婦人が署名開始,party_news,2018,yes,3,1,1,0,233,101,29,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S284,中央労働委員会命令書 沖縄セメント工業事件,legal_source,2014,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S285,争議行為の届出と予告,prefectural_official,2026,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S286,全港湾沖縄が安保法案反対訴え抗議集会,local_news,2015,yes,3,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S287,米海軍ミサイル駆逐艦ラファエル・ペラルタ寄港反対決議,official_legislative_record,2024,yes,2,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S288,第213回国会 参議院 政府開発援助等及び沖縄・北方問題に関する特別委員会 第5号 令和6年5月24日,official_legislative_record,2024,yes,3,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S289,2025 5.15平和行進 全港湾沖縄地方本部報告,organization_report,2025,yes,3,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S290,やいまタイム「今日の日の八重山の過去の主なできごと」（12月23日）,community_site,n.d. / accessed 2026; historical entry dated 2015-12-23,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S291,陸自配備反対を決議 石垣、住民180人が緊急集会,local_news,2016,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S292,陸自配備で受け入れ表明 住民裏切りの石垣市長,magazine_news,2017,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S293,石垣島市政と陸自ミサイル部隊配備を語るバガケーラの集い,event_report,2017,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S294,"Militarizing a Border Island: Local Struggles Supporting and Opposing a Military Base Installation in Ishigaki Island, Okinawa",academic_presentation,2019,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S295,【FROM YWCA】基地に囲まれた沖縄－うちなんちゅの想い－,media_record,2016,yes,4,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
