incidence_id,actor_id,actor_name,source_ref_token,source_id,source_title,source_type,source_year,source_resolution_status,incidence_basis,proposed_host_role,host_mapping_status,producer_role_status,self_produced_or_external,source_language,research_status,display_tier,claim_status,review_status,interpretation_limit
H1AS0165,A113,宜野湾ちゅら水会,S278,S278,泡が消えた後に残った白い粉からPFAS検出 宜野湾市のマンホール,news,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0166,A113,宜野湾ちゅら水会,S279,S279,沖縄の米軍基地PFAS汚染／周辺住民の健康放置 地位協定などを議論／全国交流集会,party_news,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0167,A114,全日本港湾労働組合沖縄地方本部,S284,S284,中央労働委員会命令書 沖縄セメント工業事件,legal_source,2014,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0168,A114,全日本港湾労働組合沖縄地方本部,S285,S285,争議行為の届出と予告,prefectural_official,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0169,A114,全日本港湾労働組合沖縄地方本部,S286,S286,全港湾沖縄が安保法案反対訴え抗議集会,local_news,2015,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0170,A114,全日本港湾労働組合沖縄地方本部,S287,S287,米海軍ミサイル駆逐艦ラファエル・ペラルタ寄港反対決議,official_legislative_record,2024,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0171,A114,全日本港湾労働組合沖縄地方本部,S288,S288,第213回国会 参議院 政府開発援助等及び沖縄・北方問題に関する特別委員会 第5号 令和6年5月24日,official_legislative_record,2024,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0172,A114,全日本港湾労働組合沖縄地方本部,S289,S289,2025 5.15平和行進 全港湾沖縄地方本部報告,organization_report,2025,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0173,A115,新日本婦人の会沖縄県本部,S254,S254,談話：沖縄県知事選で圧勝の民意に応え、ただちに新基地建設中止を,organization_statement,2014,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0174,A115,新日本婦人の会沖縄県本部,S280,S280,新婦人の紹介,organization_website,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0175,A115,新日本婦人の会沖縄県本部,S281,S281,沖縄米兵少女暴行事件とその隠蔽につよく抗議し根本的対策を求める要請,organization_statement,2024,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0176,A115,新日本婦人の会沖縄県本部,S282,S282,沖縄県行政記録 平成20年,prefectural_official,2008,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0177,A115,新日本婦人の会沖縄県本部,S283,S283,沖縄県民投票条例へ 新婦人が署名開始,party_news,2018,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0178,X001,USO Okinawa,X001,,,,,unresolved_legacy_reference_token,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0179,X002,Phoenix Corporation / Phoenix Park Hotel,X002,,,,,unresolved_legacy_reference_token,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0180,X003,American Engineering Corporation AEC,X003,,,,,unresolved_legacy_reference_token,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0181,X004,American Welfare & Works Association (AWWA / 米国福祉事業協会),S041,S041,AWWA / OESC / NOSCO official sites and DVIDS reports,organization_site,2024,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0182,X004,American Welfare & Works Association (AWWA / 米国福祉事業協会),S055,S055,NOSCO AWWA page,organization_site,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0183,X004,American Welfare & Works Association (AWWA / 米国福祉事業協会),S072,S072,DVIDS American Women's Welfare Association celebrates 40 years,military_news,2012,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0184,X004,American Welfare & Works Association (AWWA / 米国福祉事業協会),S073,S073,AWWA official Facebook American Welfare & Works Association,organization_social,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0185,X004,American Welfare & Works Association (AWWA / 米国福祉事業協会),S074,S074,Cause IQ American Welfare and Works Association EIN 98-0227149,nonprofit_record,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0186,X004,American Welfare & Works Association (AWWA / 米国福祉事業協会),S078,S078,Ryukyu Shimpo English AWWA donated 800 million yen over 40 years,local_news_english,2012,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0187,X005,Naval Officers' Spouses' Club of Okinawa NOSCO,S055,S055,NOSCO AWWA page,organization_site,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0188,X006,Kadena Officers' Spouses' Club KOSC,S075,S075,Kadena Officers' Spouses' Club charity page,organization_site,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0189,X006,Kadena Officers' Spouses' Club KOSC,S076,S076,Kadena Officers Spouses Club ProPublica Nonprofit Explorer,nonprofit_record,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0190,X007,Okinawa Enlisted Spouses' Club (OESC),S041,S041,AWWA / OESC / NOSCO official sites and DVIDS reports,organization_site,2024,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0191,X007,Okinawa Enlisted Spouses' Club (OESC),S053,S053,OESC donates $3250 to USO Okinawa,news,2025,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0192,X007,Okinawa Enlisted Spouses' Club (OESC),S054,S054,OESC ProPublica Nonprofit Explorer,nonprofit_record,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0193,X008,American Red Cross Okinawa,X008,,,,,unresolved_legacy_reference_token,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0194,X009,Navy-Marine Corps Relief Society Okinawa,X009,,,,,unresolved_legacy_reference_token,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0195,X010,沖縄NGOセンター,X010,,,,,unresolved_legacy_reference_token,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0196,X011,JICA沖縄,X011,,,,,unresolved_legacy_reference_token,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0197,X012,TOMODACHI Initiative,X012,,,,,unresolved_legacy_reference_token,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0198,X013,U.S. Consulate General Naha Okinawa Youth Council Program,S056,S056,U.S. Consulate Naha Okinawa Youth Council NOFO PDF,grant_document,2024,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0199,X013,U.S. Consulate General Naha Okinawa Youth Council Program,S082,S082,Grants.gov Okinawa Youth Council Program opportunity,grant_document,2024,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0200,X013,U.S. Consulate General Naha Okinawa Youth Council Program,S083,S083,FederalGrants Okinawa Youth Council Program listing,grant_database,2024,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0201,X013,U.S. Consulate General Naha Okinawa Youth Council Program,S084,S084,GrantedAI Okinawa Youth Council Program expired listing,grant_database,2024,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0202,X014,NED National Endowment for Democracy,S085,S085,NED FY2024 Asia Grant Listing PDF,grant_listing,2025,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0203,X014,NED National Endowment for Democracy,S086,S086,NED 2024 Grant Listings entry page,grant_listing,2025,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0204,X015,Peace Winds Japan,S087,S087,Peace Winds Japan USAID funding for West Japan Floods and Hokkaido Earthquake,organization_report,2018,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0205,X015,Peace Winds Japan,S088,S088,Peace Winds America Peace Winds in Japan disaster relief overview,organization_site,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0206,X016,Marine Officers' Spouses' Club Okinawa (MOSCO / MOSC),S041,S041,AWWA / OESC / NOSCO official sites and DVIDS reports,organization_site,2024,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0207,X016,Marine Officers' Spouses' Club Okinawa (MOSCO / MOSC),S055,S055,NOSCO AWWA page,organization_site,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0208,X016,Marine Officers' Spouses' Club Okinawa (MOSCO / MOSC),S079,S079,MOSCO official site,organization_site,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0209,X016,Marine Officers' Spouses' Club Okinawa (MOSCO / MOSC),S080,S080,Marine Officers Spouses Club Okinawa ProPublica Nonprofit Explorer,nonprofit_record,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0210,X017,Army Community Group of Okinawa (ACGO),S041,S041,AWWA / OESC / NOSCO official sites and DVIDS reports,organization_site,2024,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0211,X017,Army Community Group of Okinawa (ACGO),S072,S072,DVIDS American Women's Welfare Association celebrates 40 years,military_news,2012,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0212,X017,Army Community Group of Okinawa (ACGO),S081,S081,Army on Okinawa Gift Shop Okinawa Hai,community_site,2009,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
