matrix_row_id,selection_frame_id,frame_role,service_actor_id,service_actor_name,accountability_actor_id,accountability_actor_name,relation_family,window_start,window_end,service_activity_status,accountability_activity_status,pair_observability,source_coverage_status,observed_endpoint_refs,audit_result,screening_disposition,reason,allowed_claim,prohibited_inference,review_status,package_scope,frontend_status,central_writeback
W2D-BM01612,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X008,American Red Cross Okinawa,A051,「辺野古」県民投票の会,shared_funder_or_sponsor,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01613,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X008,American Red Cross Okinawa,A051,「辺野古」県民投票の会,same_public_event,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01614,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X008,American Red Cross Okinawa,A051,「辺野古」県民投票の会,shared_place_background,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01615,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X008,American Red Cross Okinawa,A052,嘉手納基地爆音差止訴訟原告団,direct_organization_relation,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01616,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X008,American Red Cross Okinawa,A052,嘉手納基地爆音差止訴訟原告団,shared_person,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01617,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X008,American Red Cross Okinawa,A052,嘉手納基地爆音差止訴訟原告団,shared_recipient_or_intermediary,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01618,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X008,American Red Cross Okinawa,A052,嘉手納基地爆音差止訴訟原告団,shared_funder_or_sponsor,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01619,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X008,American Red Cross Okinawa,A052,嘉手納基地爆音差止訴訟原告団,same_public_event,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01620,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X008,American Red Cross Okinawa,A052,嘉手納基地爆音差止訴訟原告団,shared_place_background,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01621,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X008,American Red Cross Okinawa,A053,普天間基地爆音訴訟団,direct_organization_relation,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01622,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X008,American Red Cross Okinawa,A053,普天間基地爆音訴訟団,shared_person,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01623,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X008,American Red Cross Okinawa,A053,普天間基地爆音訴訟団,shared_recipient_or_intermediary,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01624,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X008,American Red Cross Okinawa,A053,普天間基地爆音訴訟団,shared_funder_or_sponsor,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01625,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X008,American Red Cross Okinawa,A053,普天間基地爆音訴訟団,same_public_event,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01626,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X008,American Red Cross Okinawa,A053,普天間基地爆音訴訟団,shared_place_background,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01627,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X008,American Red Cross Okinawa,A066,新外交イニシアティブ（ND）,direct_organization_relation,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01628,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X008,American Red Cross Okinawa,A066,新外交イニシアティブ（ND）,shared_person,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01629,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X008,American Red Cross Okinawa,A066,新外交イニシアティブ（ND）,shared_recipient_or_intermediary,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01630,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X008,American Red Cross Okinawa,A066,新外交イニシアティブ（ND）,shared_funder_or_sponsor,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01631,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X008,American Red Cross Okinawa,A066,新外交イニシアティブ（ND）,same_public_event,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01632,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X008,American Red Cross Okinawa,A066,新外交イニシアティブ（ND）,shared_place_background,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01633,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X008,American Red Cross Okinawa,A068,ヘリポート基地建設の是非を問う名護市民投票推進協議会,direct_organization_relation,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01634,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X008,American Red Cross Okinawa,A068,ヘリポート基地建設の是非を問う名護市民投票推進協議会,shared_person,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01635,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X008,American Red Cross Okinawa,A068,ヘリポート基地建設の是非を問う名護市民投票推進協議会,shared_recipient_or_intermediary,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01636,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X008,American Red Cross Okinawa,A068,ヘリポート基地建設の是非を問う名護市民投票推進協議会,shared_funder_or_sponsor,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01637,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X008,American Red Cross Okinawa,A068,ヘリポート基地建設の是非を問う名護市民投票推進協議会,same_public_event,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01638,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X008,American Red Cross Okinawa,A068,ヘリポート基地建設の是非を問う名護市民投票推進協議会,shared_place_background,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01639,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X008,American Red Cross Okinawa,A076,ジュゴン保護基金委員会（Save the Dugong Foundation）,direct_organization_relation,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01640,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X008,American Red Cross Okinawa,A076,ジュゴン保護基金委員会（Save the Dugong Foundation）,shared_person,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01641,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X008,American Red Cross Okinawa,A076,ジュゴン保護基金委員会（Save the Dugong Foundation）,shared_recipient_or_intermediary,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01642,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X008,American Red Cross Okinawa,A076,ジュゴン保護基金委員会（Save the Dugong Foundation）,shared_funder_or_sponsor,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01643,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X008,American Red Cross Okinawa,A076,ジュゴン保護基金委員会（Save the Dugong Foundation）,same_public_event,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01644,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X008,American Red Cross Okinawa,A076,ジュゴン保護基金委員会（Save the Dugong Foundation）,shared_place_background,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01645,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X008,American Red Cross Okinawa,A086,Turtle Island Restoration Network,direct_organization_relation,2023-01-01,2025-12-31,observed_in_window,observed_in_window_general_org,both_endpoints_observed_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01646,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X008,American Red Cross Okinawa,A086,Turtle Island Restoration Network,shared_person,2023-01-01,2025-12-31,observed_in_window,observed_in_window_general_org,both_endpoints_observed_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01647,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X008,American Red Cross Okinawa,A086,Turtle Island Restoration Network,shared_recipient_or_intermediary,2023-01-01,2025-12-31,observed_in_window,observed_in_window_general_org,both_endpoints_observed_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01648,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X008,American Red Cross Okinawa,A086,Turtle Island Restoration Network,shared_funder_or_sponsor,2023-01-01,2025-12-31,observed_in_window,observed_in_window_general_org,both_endpoints_observed_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01649,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X008,American Red Cross Okinawa,A086,Turtle Island Restoration Network,same_public_event,2023-01-01,2025-12-31,observed_in_window,observed_in_window_general_org,both_endpoints_observed_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01650,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X008,American Red Cross Okinawa,A086,Turtle Island Restoration Network,shared_place_background,2023-01-01,2025-12-31,observed_in_window,observed_in_window_general_org,both_endpoints_observed_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01651,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X008,American Red Cross Okinawa,A087,NPO法人世界版「平和の礎」を提案する会,direct_organization_relation,2023-01-01,2025-12-31,observed_in_window,observed_in_window_source_or_event_anchor,both_endpoints_observed_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
