actor_id,canonical_name,candidate_ref,source_id,source_type,source_title,source_url,archive_status,provenance_method,candidate_url,candidate_url_kind,ownership_assessment,selected,exclusion_reason,last_checked
A111,沖縄県女性団体連絡協議会,S201,S201,local_news,琉球新報―女団協、米軍性暴力を巡る県民大会を呼び掛け,https://ryukyushimpo.jp/national/entry-3299439.html,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
A111,沖縄県女性団体連絡協議会,S206,S206,government_report,民間団体（女性団体等）のネットワーク（都道府県・政令指定都市）,https://www.gender.go.jp/research/kenkyu/suishinjokyo/2024/pdf/rep/10.pdf,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
A111,沖縄県女性団体連絡協議会,S207,S207,government_webpage,令和5年度 Womanちゅ応援宣言リーダー一覧,https://www.pref.okinawa.jp/kurashikankyo/danjo/1021609/1027355/1027407/1027458.html,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
A111,沖縄県女性団体連絡協議会,S208,S208,foundation_program_record,事業計画・事業報告,https://www.okinawajosei.org/support.php,archived,actor_source_ref,,not_found,nonqualifying,no,Okinawa Women's Foundation program page is not A111's organization page.,2026-07-13
A111,沖縄県女性団体連絡協議会,S209,S209,government_webpage,日米地位協定の見直しに係る諸団体の主な支援行動,https://www.pref.okinawa.jp/heiwakichi/kichi/1017255/1017256/1017262.html,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
A112,宮古島地下水研究会,S158,S158,organization_profile,宮古島地下水研究会 団体概要,https://miyakojima-tikasui.com/about_us.html,archived,actor_source_ref,https://miyakojima-tikasui.com/about_us.html,official_site,qualifying_candidate,yes,,2026-07-13
A112,宮古島地下水研究会,S204,S204,organization_site,宮古島地下水研究会 公式サイト,https://miyakojima-tikasui.com/,archived,actor_source_ref,https://miyakojima-tikasui.com/,official_site,qualifying_candidate,no,,2026-07-13
A112,宮古島地下水研究会,S269,S269,organization_site,地下水の危機とは？,https://miyakojima-tikasui.com/crisis.html,archived,actor_source_ref,https://miyakojima-tikasui.com/crisis.html,official_site,qualifying_candidate,no,,2026-07-13
A112,宮古島地下水研究会,S270,S270,organization_program_document,水道水源保全区域を宮古島市全域に拡大する理由,https://miyakojima-tikasui.com/report_activity/2021-10-08-04.pdf,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
A112,宮古島地下水研究会,S271,S271,local_official,宮古島地下水研究会の見解に対する回答書,https://www.city.miyakojima.lg.jp/kurashi/seikatsu/kankyohozen/files/tikasui.pdf,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
A112,宮古島地下水研究会,S272,S272,local_news,宮古島の地下水施策 市長選立候補予定者の回答公表,https://ryukyushimpo.jp/news/entry-1254033.html,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
A113,宜野湾ちゅら水会,S273,S273,official_legislative_record,宜野湾市議会 福祉教育常任委員会審査記録（請願第1号）,https://www.city.ginowan.lg.jp/material/files/group/61/hukusi_202212.pdf,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
A113,宜野湾ちゅら水会,S274,S274,official_legislative_record,有機フッ素化合物PFOS及びPFOA汚染の対策を求める意見書,https://www.city.ginowan.lg.jp/material/files/group/61/ikensyo1.pdf,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
A113,宜野湾ちゅら水会,S275,S275,news,学校敷地から化学物質PFOS 沖縄米軍基地に隣接 米基準の29倍,https://www.asahi.com/articles/ASQ9S5J0LQ96TPOB004.html,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
A113,宜野湾ちゅら水会,S276,S276,local_news,米軍PFAS汚染で血液検査を要請 宜野湾ちゅら水会,https://ryukyushimpo.jp/news/entry-1421139.html,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
A113,宜野湾ちゅら水会,S277,S277,local_news,PFAS汚染 米軍との意見交換に市民の参加を,https://ryukyushimpo.jp/news/entry-1730706.html,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
A113,宜野湾ちゅら水会,S278,S278,news,泡が消えた後に残った白い粉からPFAS検出 宜野湾市のマンホール,https://newsdig.tbs.co.jp/articles/-/2642471?display=1,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
A113,宜野湾ちゅら水会,S279,S279,party_news,沖縄の米軍基地PFAS汚染／周辺住民の健康放置 地位協定などを議論／全国交流集会,https://www.jcp.or.jp/akahata/aik25/2026-02-16/2026021611_01_0.php,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-16
A114,全日本港湾労働組合沖縄地方本部,S284,S284,legal_source,中央労働委員会命令書 沖縄セメント工業事件,https://www.mhlw.go.jp/churoi/meirei_db/mei/pdf/m11367.pdf,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
A114,全日本港湾労働組合沖縄地方本部,S285,S285,prefectural_official,争議行為の届出と予告,https://www.pref.okinawa.lg.jp/shigoto/koyorodo/1012030/1012056.html,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
A114,全日本港湾労働組合沖縄地方本部,S286,S286,local_news,全港湾沖縄が安保法案反対訴え抗議集会,https://ryukyushimpo.jp/news/prentry-249100.html,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
A114,全日本港湾労働組合沖縄地方本部,S287,S287,official_legislative_record,米海軍ミサイル駆逐艦ラファエル・ペラルタ寄港反対決議,https://www.city.ishigaki.okinawa.jp/material/files/group/33/giin-2024-3.pdf,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
A114,全日本港湾労働組合沖縄地方本部,S288,S288,official_legislative_record,第213回国会 参議院 政府開発援助等及び沖縄・北方問題に関する特別委員会 第5号 令和6年5月24日,https://kokkai.ndl.go.jp/simple/detail?minId=121315359X00520240524,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
A114,全日本港湾労働組合沖縄地方本部,S289,S289,organization_report,2025 5.15平和行進 全港湾沖縄地方本部報告,https://www.zenkowan.org/wp-content/uploads/2025/06/%E6%B2%96%E7%B8%84%E5%9C%B0%E6%96%B9%E3%80%80%E6%AF%94%E5%98%89%E5%8B%81%E5%B8%8C.pdf,archived,parent_union_branch_report,https://www.zenkowan.org/wp-content/uploads/2025/06/%E6%B2%96%E7%B8%84%E5%9C%B0%E6%96%B9%E3%80%80%E6%AF%94%E5%98%89%E5%8B%81%E5%B8%8C.pdf,parent_org_page,qualifying_candidate,yes,,2026-07-13
A115,新日本婦人の会沖縄県本部,S254,S254,organization_statement,談話：沖縄県知事選で圧勝の民意に応え、ただちに新基地建設中止を,https://www.shinfujin.gr.jp/2943,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
A115,新日本婦人の会沖縄県本部,S280,S280,organization_website,新婦人の紹介,https://www.shinfujin.gr.jp/about/organization,archived,parent_organization_page,https://www.shinfujin.gr.jp/about/organization,parent_org_page,qualifying_candidate,yes,,2026-07-13
A115,新日本婦人の会沖縄県本部,S281,S281,organization_statement,沖縄米兵少女暴行事件とその隠蔽につよく抗議し根本的対策を求める要請,https://www.shinfujin.gr.jp/wp-content/uploads/2024/06/%E7%B1%B3%E5%85%B5%E5%B0%91%E5%A5%B3%E6%9A%B4%E8%A1%8C%E4%BA%8B%E4%BB%B6%E3%80%80%E5%86%85%E9%96%A3%E7%B7%8F%E7%90%86%E5%A4%A7%E8%87%A3%E5%B2%B8%E7%94%B0%E6%96%87%E9%9B%84%E6%A7%981.pdf,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
A115,新日本婦人の会沖縄県本部,S282,S282,prefectural_official,沖縄県行政記録 平成20年,https://www.pref.okinawa.lg.jp/_res/projects/default_project/_page_/001/014/905/h20gyouseikiroku.pdf,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
A115,新日本婦人の会沖縄県本部,S283,S283,party_news,沖縄県民投票条例へ 新婦人が署名開始,https://www.jcp.or.jp/akahata/aik18/2018-06-18/2018061801_03_1.html,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
X001,USO Okinawa,WEB-X001-20260819,,current_official_web_candidate,Current official or formally administered page candidate,https://okinawa.uso.org/,not_in_central_archive,targeted_current_web_check,https://okinawa.uso.org/,official_subunit,qualifying_candidate,yes,,2026-08-19
X001,USO Okinawa,X001,,unresolved_legacy_ref,,,not_applicable,actor_source_ref,,not_found,unresolved,no,Legacy X-code or non-central source reference; no central URL row.,
X002,Phoenix Corporation / Phoenix Park Hotel,X002,,unresolved_legacy_ref,,,not_applicable,actor_source_ref,,not_found,unresolved,no,Legacy X-code or non-central source reference; no central URL row.,
X003,American Engineering Corporation AEC,WEB-X003-20260819,,current_official_web_candidate,Current official or formally administered page candidate,https://www.aec-japan.co.jp/,not_in_central_archive,targeted_current_web_check,https://www.aec-japan.co.jp/,official_site,qualifying_candidate,yes,,2026-08-19
X003,American Engineering Corporation AEC,X003,,unresolved_legacy_ref,,,not_applicable,actor_source_ref,,not_found,unresolved,no,Legacy X-code or non-central source reference; no central URL row.,
X004,American Welfare & Works Association (AWWA / 米国福祉事業協会),S041,S041,organization_site,AWWA / OESC / NOSCO official sites and DVIDS reports,https://okinawahai.com/american-womens-welfare-association/,archived,actor_source_ref,,not_found,nonqualifying,no,Third-party Okinawa Hai article; not an organization-owned site.,2026-07-11
X004,American Welfare & Works Association (AWWA / 米国福祉事業協会),S055,S055,organization_site,NOSCO AWWA page,https://nosco.wildapricot.org/awwa,archived,selected_related_official_organization_page,https://nosco.wildapricot.org/awwa,parent_org_page,qualifying_candidate,yes,,2026-07-11
X004,American Welfare & Works Association (AWWA / 米国福祉事業協会),S072,S072,military_news,DVIDS American Women's Welfare Association celebrates 40 years,https://www.dvidshub.net/news/87854/american-womens-welfare-association-celebrates-40-years,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-11
X004,American Welfare & Works Association (AWWA / 米国福祉事業協会),S073,S073,organization_social,AWWA official Facebook American Welfare & Works Association,https://www.facebook.com/AmericanWelfareandWorksAssociation/,archived,actor_source_ref,https://www.facebook.com/AmericanWelfareandWorksAssociation/,official_site,qualifying_candidate,no,,2026-07-11
X004,American Welfare & Works Association (AWWA / 米国福祉事業協会),S074,S074,nonprofit_record,Cause IQ American Welfare and Works Association EIN 98-0227149,https://www.causeiq.com/organizations/american-womens-welfare-association%2C980227149/,failed,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-11
X004,American Welfare & Works Association (AWWA / 米国福祉事業協会),S078,S078,local_news_english,Ryukyu Shimpo English AWWA donated 800 million yen over 40 years,https://english.ryukyushimpo.jp/2012/05/09/6954/,manual_archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-01
X005,Naval Officers' Spouses' Club of Okinawa NOSCO,S055,S055,organization_site,NOSCO AWWA page,https://nosco.wildapricot.org/awwa,archived,actor_source_ref,https://nosco.wildapricot.org/awwa,official_site,qualifying_candidate,no,,2026-07-11
X005,Naval Officers' Spouses' Club of Okinawa NOSCO,WEB-X005-20260819,,current_official_web_candidate,Current official or formally administered page candidate,https://nosco.wildapricot.org/About-Us,not_in_central_archive,targeted_current_web_check,https://nosco.wildapricot.org/About-Us,official_site,qualifying_candidate,yes,,2026-08-19
X006,Kadena Officers' Spouses' Club KOSC,S075,S075,organization_site,Kadena Officers' Spouses' Club charity page,https://www.kadenaofficersspousesclub.com/charity,archived,normalized_from_actor_source_domain,https://www.kadenaofficersspousesclub.com/,official_site,qualifying_candidate,yes,,2026-07-11
X006,Kadena Officers' Spouses' Club KOSC,S076,S076,nonprofit_record,Kadena Officers Spouses Club ProPublica Nonprofit Explorer,https://projects.propublica.org/nonprofits/organizations/980214323,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-11
X007,Okinawa Enlisted Spouses' Club (OESC),S041,S041,organization_site,AWWA / OESC / NOSCO official sites and DVIDS reports,https://okinawahai.com/american-womens-welfare-association/,archived,actor_source_ref,,not_found,nonqualifying,no,Third-party Okinawa Hai article; not an organization-owned site.,2026-07-11
X007,Okinawa Enlisted Spouses' Club (OESC),S053,S053,news,OESC donates $3250 to USO Okinawa,https://okinawa.stripes.com/community-news/okinawa-enlisted-spouses-club-uso-okinawa.html,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-11
X007,Okinawa Enlisted Spouses' Club (OESC),S054,S054,nonprofit_record,OESC ProPublica Nonprofit Explorer,https://projects.propublica.org/nonprofits/organizations/980346507,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-11
X007,Okinawa Enlisted Spouses' Club (OESC),WEB-X007-20260819,,current_official_web_candidate,Current official or formally administered page candidate,https://www.okinawaesc.com/,not_in_central_archive,targeted_current_web_check,https://www.okinawaesc.com/,official_site,qualifying_candidate,yes,,2026-08-19
X008,American Red Cross Okinawa,WEB-X008-20260819,,current_official_web_candidate,Current official or formally administered page candidate,https://okinawa.tricare.mil/About-Us/Employment-Opportunities/Volunteer-Red-Cross,not_in_central_archive,targeted_current_web_check,https://okinawa.tricare.mil/About-Us/Employment-Opportunities/Volunteer-Red-Cross,official_subunit,qualifying_candidate,yes,,2026-08-19
X008,American Red Cross Okinawa,X008,,unresolved_legacy_ref,,,not_applicable,actor_source_ref,,not_found,unresolved,no,Legacy X-code or non-central source reference; no central URL row.,
X009,Navy-Marine Corps Relief Society Okinawa,WEB-X009-20260819,,current_official_web_candidate,Current official or formally administered page candidate,https://www.nmcrs.org/locations/okinawa-japan,not_in_central_archive,targeted_current_web_check,https://www.nmcrs.org/locations/okinawa-japan,official_subunit,qualifying_candidate,yes,,2026-08-19
X009,Navy-Marine Corps Relief Society Okinawa,X009,,unresolved_legacy_ref,,,not_applicable,actor_source_ref,,not_found,unresolved,no,Legacy X-code or non-central source reference; no central URL row.,
X010,沖縄NGOセンター,WEB-X010-20260819,S095,current_official_web_candidate,Current official or formally administered page candidate,https://www.oki-ngo.org/,archived,exact_actor_source_elsewhere_in_log,https://www.oki-ngo.org/,official_site,qualifying_candidate,yes,,2026-08-19
X010,沖縄NGOセンター,X010,,unresolved_legacy_ref,,,not_applicable,actor_source_ref,,not_found,unresolved,no,Legacy X-code or non-central source reference; no central URL row.,
X011,JICA沖縄,WEB-X011-20260819,,current_official_web_candidate,Current official or formally administered page candidate,https://www.jica.go.jp/domestic/okinawa/index.html,not_in_central_archive,targeted_current_web_check,https://www.jica.go.jp/domestic/okinawa/index.html,official_subunit,qualifying_candidate,yes,,2026-08-19
X011,JICA沖縄,X011,,unresolved_legacy_ref,,,not_applicable,actor_source_ref,,not_found,unresolved,no,Legacy X-code or non-central source reference; no central URL row.,
X012,TOMODACHI Initiative,WEB-X012-20260819,,current_official_web_candidate,Current official or formally administered page candidate,https://www.usjapancouncil.org/tomodachi/,not_in_central_archive,targeted_current_web_check,https://www.usjapancouncil.org/tomodachi/,parent_org_page,qualifying_candidate,yes,,2026-08-19
X012,TOMODACHI Initiative,X012,,unresolved_legacy_ref,,,not_applicable,actor_source_ref,,not_found,unresolved,no,Legacy X-code or non-central source reference; no central URL row.,
X013,U.S. Consulate General Naha Okinawa Youth Council Program,S056,S056,grant_document,U.S. Consulate Naha Okinawa Youth Council NOFO PDF,https://jp.usembassy.gov/wp-content/uploads/sites/7/2024/05/nofo-2024-naha-pas-02-okinawa-youth-council-e.pdf,archived,exact_official_program_record,https://jp.usembassy.gov/wp-content/uploads/sites/7/2024/05/nofo-2024-naha-pas-02-okinawa-youth-council-e.pdf,official_subunit,qualifying_candidate,yes,,2026-07-11
X013,U.S. Consulate General Naha Okinawa Youth Council Program,S082,S082,grant_document,Grants.gov Okinawa Youth Council Program opportunity,https://www.grants.gov/search-results-detail/351830,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-11
X013,U.S. Consulate General Naha Okinawa Youth Council Program,S083,S083,grant_database,FederalGrants Okinawa Youth Council Program listing,https://www.federalgrants.com/Okinawa-Youth-Council-Program-98421.html,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-11
X013,U.S. Consulate General Naha Okinawa Youth Council Program,S084,S084,grant_database,GrantedAI Okinawa Youth Council Program expired listing,https://grantedai.com/grants/okinawa-youth-council-program-u-s-mission-to-japan-d2b756a3,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-11
X014,NED National Endowment for Democracy,S085,S085,grant_listing,NED FY2024 Asia Grant Listing PDF,https://www.ned.org/wp-content/uploads/2025/04/Asia-Grant-Listing-FY24.pdf,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-11
X014,NED National Endowment for Democracy,S086,S086,grant_listing,NED 2024 Grant Listings entry page,https://www.ned.org/2024-grant-listings/,archived,normalized_from_actor_source_domain,https://www.ned.org/,official_site,qualifying_candidate,yes,,2026-07-11
X015,Peace Winds Japan,S087,S087,organization_report,Peace Winds Japan USAID funding for West Japan Floods and Hokkaido Earthquake,https://global-en.peace-winds.org/news/1790,archived,targeted_current_web_check,https://en.peace-winds.org/,official_site,qualifying_candidate,yes,,2026-08-19
X015,Peace Winds Japan,S088,S088,organization_site,Peace Winds America Peace Winds in Japan disaster relief overview,https://peacewindsamerica.org/relief_recovery/disaster-relief-japan/,archived,actor_source_ref,,not_found,nonqualifying,no,Peace Winds America page is not the Peace Winds Japan organization page.,2026-07-11
X016,Marine Officers' Spouses' Club Okinawa (MOSCO / MOSC),S041,S041,organization_site,AWWA / OESC / NOSCO official sites and DVIDS reports,https://okinawahai.com/american-womens-welfare-association/,archived,actor_source_ref,,not_found,nonqualifying,no,Third-party Okinawa Hai article; not an organization-owned site.,2026-07-11
X016,Marine Officers' Spouses' Club Okinawa (MOSCO / MOSC),S055,S055,organization_site,NOSCO AWWA page,https://nosco.wildapricot.org/awwa,archived,actor_source_ref,https://nosco.wildapricot.org/awwa,official_site,qualifying_candidate,no,,2026-07-11
X016,Marine Officers' Spouses' Club Okinawa (MOSCO / MOSC),S079,S079,organization_site,MOSCO official site,https://www.moscoki.com/,archived,actor_source_ref,https://www.moscoki.com/,official_site,qualifying_candidate,yes,,2026-07-11
X016,Marine Officers' Spouses' Club Okinawa (MOSCO / MOSC),S080,S080,nonprofit_record,Marine Officers Spouses Club Okinawa ProPublica Nonprofit Explorer,https://projects.propublica.org/nonprofits/organizations/460598583,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-11
X017,Army Community Group of Okinawa (ACGO),S041,S041,organization_site,AWWA / OESC / NOSCO official sites and DVIDS reports,https://okinawahai.com/american-womens-welfare-association/,archived,actor_source_ref,,not_found,nonqualifying,no,Third-party Okinawa Hai article; not an organization-owned site.,2026-07-11
X017,Army Community Group of Okinawa (ACGO),S072,S072,military_news,DVIDS American Women's Welfare Association celebrates 40 years,https://www.dvidshub.net/news/87854/american-womens-welfare-association-celebrates-40-years,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-11
X017,Army Community Group of Okinawa (ACGO),S081,S081,community_site,Army on Okinawa Gift Shop Okinawa Hai,https://okinawahai.com/army-on-okinawa-gift-shop/,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-11
