partner_display_label_id,partner_name_display_alias_machine,official_mechanism_code,official_mechanism_label,source_row_count,raw_source_literal_variant_count,department_count,department_names,issue_field_codes,source_row_numbers,edge_semantics,identity_status,human_gate,interpretation_limit
S002PL025,一般財団法人南西地域産業活性化センター,2,提案型公募による委託,1,1,1,企画部,15,32,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL026,一般財団法人沖縄県公衆衛生協会,2,提案型公募による委託,1,1,1,企画部,15,36,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL028,公益財団法人沖縄こどもの国,2,提案型公募による委託,1,1,1,環境部,7,42,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL045,一般社団法人Cloud9,2,提案型公募による委託,1,1,1,環境部,7,59,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL051,一般社団法人Kukuru,2,提案型公募による委託,1,1,1,生活福祉部,1,78,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL053,特定非営利活動法人珊瑚舎スコーレ,2,提案型公募による委託,1,1,1,生活福祉部,13,84,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL054,特定非営利活動法人エンカレッジ,2,提案型公募による委託,1,1,1,生活福祉部,13,85,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL055,一般社団法人教育振興会,2,提案型公募による委託,1,1,1,生活福祉部,13,86,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL056,公益財団法人沖縄県労働者福祉基金協会,2,提案型公募による委託,4,1,2,商工労働部;生活福祉部,1;17,87;88;352;355,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL061,社会福祉法人トゥムヌイ福祉会,2,提案型公募による委託,1,1,1,生活福祉部,1,96,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL088,特定非営利活動法人まちなか研究所わくわく,2,提案型公募による委託,1,1,1,生活福祉部,19,138,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL091,一般社団法人Co- Link,2,提案型公募による委託,3,1,1,こども未来部,13,143;144;162,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL092,特定非営利活動法人侍学園スクオーラ・今人,2,提案型公募による委託,1,1,1,こども未来部,13,160,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL093,特定非営利活動法人サポートセンターゆめさき,2,提案型公募による委託,1,1,1,教育庁,13,500,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL095,要支援家庭寄り添い支援事業受託コンソーシアム((一社)TAKE-OFF、(一社)ぷらっと),2,提案型公募による委託,1,1,1,こども未来部,13,151,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL096,子どもゲンキプロジェクト共同体((一社)宜野湾子どもゲンキ食堂、(一社)3ピース58、(一社)くじら寺子屋),2,提案型公募による委託,1,1,1,こども未来部,13,152,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL097,一般社団法人みんなのももやま子ども食堂,2,提案型公募による委託,1,1,1,こども未来部,13,153,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL098,一般社団法人UTT,2,提案型公募による委託,2,1,1,こども未来部,13,154;158,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL099,「要支援家庭寄り添い支援業務」共同体((一社)カナカナ、(特非)沖縄上等プロジェクト),2,提案型公募による委託,1,1,1,こども未来部,13,155,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL100,一般社団法人宮古島こどもこそだてワクワク未来会議,2,提案型公募による委託,2,1,1,こども未来部,13,156;161,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL101,子育てサポート団体HUGs,2,提案型公募による委託,1,1,1,こども未来部,13,157,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL102,沖縄子供の貧困緊急対策事業受託コンソーシアム((一社)TAKE-OFFと(一社)ぷらっとの共同体),2,提案型公募による委託,1,1,1,こども未来部,13,159,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL120,NPO法人沖縄県学童・保育支援センター,2,提案型公募による委託,3,2,1,こども未来部,1;13,187;188;189,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL127,公益社団法人沖縄県母子寡婦福祉連合会,2,提案型公募による委託,1,1,1,こども未来部,1,199,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL128,公益社団法人那覇市母子寡婦福祉会,2,提案型公募による委託,1,1,1,こども未来部,1,200,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL192,一般社団法人沖縄県中小企業診断士協会,2,提案型公募による委託,2,1,2,商工労働部;土木建築部,16;17,354;449,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL199,特定非営利活動法人芸術と遊び創造協会,2,提案型公募による委託,1,1,1,農林水産部,13,340,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL206,特定非営利活動法人NDA,2,提案型公募による委託,1,1,1,商工労働部,16,351,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL214,特定非営利活動法人沖縄県工芸産業協働センター,2,提案型公募による委託,2,1,1,商工労働部,16,370;371,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL252,一般財団法人沖縄美ら島財団・株式会社国建共同企業体,2,提案型公募による委託,1,1,1,文化観光スポーツ部,6,426,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL256,令和6年度おきなわ国際協力人材育成事業共同企業体(公社)青年海外協力協会沖縄事務所、(株)JTB沖縄,2,提案型公募による委託,1,1,1,文化観光スポーツ部,11,432,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL259,公益社団法人青年海外協力協会沖縄事務所,2,提案型公募による委託,1,1,1,文化観光スポーツ部,11,435,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL260,令和6年度ウチナージュニアスタディー事業に係る共同企業体(公社)青年海外協力協会沖縄事務所、東武トップツアーズ(株)沖縄支店,2,提案型公募による委託,1,1,1,文化観光スポーツ部,11,436,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL262,令和6年度長野県への生徒派遣交流事業共同企業体(公社)青年海外協力協会沖縄事務所、東武トップツアーズ(株)沖縄支店,2,提案型公募による委託,1,1,1,文化観光スポーツ部,11,438,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL268,一般社団法人沖縄しまたて協会,2,提案型公募による委託,1,1,1,土木建築部,17,452,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL270,特定非営利活動法人沖縄県建築設計サポートセンター,2,提案型公募による委託,1,1,1,土木建築部,3,460,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL287,わくわくの会・サイオンコミュニケーションズコンソーシアム,2,提案型公募による委託,1,1,1,教育庁,13,502,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL337,女流組踊研究会めばな,2,提案型公募による委託,1,1,1,教育庁,6,573,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL009,公益財団法人沖縄県平和祈念財団,3,指定管理者制度による委任,1,1,1,土木建築部,10,496,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL047,沖縄県社会福祉協議会,3,指定管理者制度による委任,1,1,1,生活福祉部,1,73,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL113,社会福祉法人偕生会,3,指定管理者制度による委任,1,1,1,こども未来部,13,175,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL130,公益財団法人おきなわ女性財団(沖縄県男女共同参画センター管理運営団体),3,指定管理者制度による委任,1,1,1,こども未来部,12,207,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL145,一般財団法人沖縄美ら島財団,3,指定管理者制度による委任,3,1,1,土木建築部,4,491;492;493,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL218,一般財団法人沖縄観光コンベンションビューロー,3,指定管理者制度による委任,1,1,1,土木建築部,4,495,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL279,公益社団法人うるま市シルバー人材センター,3,指定管理者制度による委任,1,1,1,教育庁,2,566,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL330,専門学校那覇日経ビジネス,3,指定管理者制度による委任,1,1,1,教育庁,2,564,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL331,特定非営利活動法人八重山星の会,3,指定管理者制度による委任,1,1,1,教育庁,2,565,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL332,沖縄じんぶんの杜共同筐体(一般社団法人沖縄じんぶん考房・特定非営利活動法人1万人井戸端会議),3,指定管理者制度による委任,1,1,1,教育庁,2,567,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL333,特定非営利活動法人ばんず,3,指定管理者制度による委任,1,1,1,教育庁,2,568,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL012,宮古島商工会議所,4,補助,1,1,1,総務部,16,13,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL016,八重山地区商工会広域連携協議会,4,補助,1,1,1,総務部,16,18,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL026,一般財団法人沖縄県公衆衛生協会,4,補助,1,1,1,環境部,7,41,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL030,特定非営利法人おきにゃあわんネットワーク,4,補助,1,1,1,環境部,19,44,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL031,PIPS,4,補助,1,1,1,環境部,19,45,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL032,石垣しっぽの会,4,補助,1,1,1,環境部,19,46,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL033,一般社団法人cloud9,4,補助,1,1,1,環境部,19,47,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL034,リライフ,4,補助,1,1,1,環境部,19,48,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL035,にゃんばるわんばる,4,補助,1,1,1,環境部,19,49,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL042,一般社団法人西表財団,4,補助,1,1,1,環境部,7,56,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL043,八重瀬町字小城公民館,4,補助,1,1,1,環境部,7,57,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL046,社会福祉法人沖縄県社会福祉協議会,4,補助,9,1,1,生活福祉部,1,61;62;63;66;67;79;80;81;83,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL047,沖縄県社会福祉協議会,4,補助,2,1,1,生活福祉部,1,69;70,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL057,特定非営利活動法人沖縄県障がい者スポーツ協会,4,補助,1,1,1,生活福祉部,1,89,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL058,社会福祉法人沖縄県身体障害者福祉協会,4,補助,1,1,1,生活福祉部,1,112,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL069,特定非営利活動法人沖縄県自立生活センター・イルカ,4,補助,1,1,1,生活福祉部,1,109,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL070,全国パーキンソン病友の会沖縄県支部,4,補助,1,1,1,生活福祉部,1,110,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL071,社会福祉法人沖縄県視覚障害者福祉協会,4,補助,1,1,1,生活福祉部,1,111,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL072,NPO法人沖縄県脊髄損傷者協会,4,補助,1,1,1,生活福祉部,1,113,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL073,一般社団法人セレニティパークジャパン沖縄,4,補助,1,1,1,生活福祉部,1,114,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL074,沖縄県手話通訳問題研究会,4,補助,1,1,1,生活福祉部,1,115,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL108,社会福祉法人ひんぷん会,4,補助,1,1,1,こども未来部,1,170,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL109,社会福祉法人沖縄県社会福祉事業団,4,補助,1,1,1,こども未来部,1,171,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL110,社会福祉法人国際福祉会,4,補助,2,1,1,こども未来部,1,172;180,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL113,社会福祉法人偕生会,4,補助,1,1,1,こども未来部,1,181,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL115,一般社団法人おきなわ子ども未来ネットワーク,4,補助,1,1,1,こども未来部,1,177,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL116,一般社団法人沖縄県里親会,4,補助,2,1,1,こども未来部,1,178;184,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL117,社会福祉法人基督教児童福祉会,4,補助,1,1,1,こども未来部,1,182,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL118,社会福祉法人豊友会,4,補助,1,1,1,こども未来部,1,183,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL125,NPO法人ひだまり,4,補助,1,1,1,こども未来部,1,196,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL127,公益社団法人沖縄県母子寡婦福祉連合会,4,補助,2,1,1,こども未来部,1,202;203,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL133,一般社団法人沖縄県医師会,4,補助,2,1,1,保健医療介護部,1,220;223,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL135,NPO法人アンビシャス,4,補助,2,2,1,保健医療介護部,1,236;253,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL140,一般社団法人沖縄県薬剤師会,4,補助,3,1,1,保健医療介護部,1,226;227;228,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL141,公益財団法人沖縄県生活衛生営業指導センター,4,補助,1,1,1,保健医療介護部,19,229,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL146,NPO法人子ども医療支援わらびの会,4,補助,1,1,1,保健医療介護部,1,237,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL150,社会福祉法人沖縄いのちの電話,4,補助,1,1,1,保健医療介護部,1,241,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL151,一般社団法人那覇市医師会,4,補助,1,1,1,保健医療介護部,1,242,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL156,一般財団法人沖縄県精神保健福祉協会,4,補助,1,1,1,保健医療介護部,1,249,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
