anchor_id,work_package,case_id,metric,level,period_start,period_end,period_semantics,value,value_text,unit,currency,definition,denominator_id,source_receipt_ids,exact_locator,anchor_status,observed_local,gap_type,null_model,allowed_claim,prohibited_inference,review_status,package_scope,frontend_eligibility,central_writeback
W2B-A003,W2-B,USO,consolidated_program_services_expense,global_consolidated,2024-01-01,2024-12-31,year_ended,204912000,USD 204.912 million,currency,USD,"Gross total program-services expense across the consolidated reporting perimeter, including contributed materials, facilities and services.",W2B-A011,W2B-SR002;W2B-SR003,Audited statement PDF pp.6 and 8; Form 990 wrapper PDF p.6,official_primary_candidate,,national_to_region_allocation_missing,"USD 204.912m divided by at least 11.3m reported uses is at most about USD 18.13 per use; equal division across the 250-center lower bound is at most USD 819,648 per center. Both are internal diagnostics, not service costs or local estimates.",The USO consolidated 2024 statement reports USD 204.912 million in gross program-services expense.,"Do not interpret the diagnostic ratios as per-service cost, per-person benefit, or an Okinawa allocation.",ai_seeded,research_only,not_frontend_ready,no
W2B-A004,W2-B,USO,consolidated_operating_and_supporting_expense,global_consolidated,2024-01-01,2024-12-31,year_ended,258883000,USD 258.883 million,currency,USD,Total operating expenses in the audited consolidated statement: program services plus supporting services.,,W2B-SR002;W2B-SR003,Audited statement PDF pp.6 and 8; Form 990 wrapper PDF p.6,official_primary_candidate,,reporting_perimeter_difference,None.,The USO consolidated 2024 statement reports USD 258.883 million in total operating expenses.,Do not call this the IRS Form 990 total-expense figure or a regional budget.,ai_seeded,research_only,not_frontend_ready,no
W2B-A005,W2-B,USO,consolidated_uso_centers_program_expense,global_consolidated,2024-01-01,2024-12-31,year_ended,71027000,USD 71.027 million,currency,USD,Net program expense assigned to the USO Centers functional category after subtracting in-kind expense; it is not a sum of center-level cash budgets.,W2B-A010,W2B-SR002,"PDF p.8, USO Centers column, Functional expenses net; also p.6",official_primary_candidate,,national_to_center_allocation_missing,"Equal division across the 250-center lower bound is at most USD 284,108 per center; diagnostic only.",The audited 2024 statement assigns USD 71.027 million of net program expense to the USO Centers functional category.,Do not infer that every center received an equal amount or that this figure is cash-only.,ai_seeded,research_only,not_frontend_ready,no
W2B-A006,W2-B,USO,form990_total_revenue,legal_entity_USO_Inc,2024-01-01,2024-12-31,calendar_tax_year,168028301,"USD 168,028,301",currency,USD,"IRS Form 990 Part I line 12 current-year total revenue for United Service Organizations, Inc., EIN 13-1610451.",,W2B-SR003,"PDF p.7, IRS Form 990 Part I, line 12, Current Year",official_primary_candidate,,reporting_perimeter_difference,None; compare only after preserving reporting perimeter.,"USO, Inc.'s 2024 Form 990 reports USD 168,028,301 in total revenue.",Do not substitute this entity-level tax-return amount for the consolidated support-and-revenue total.,ai_seeded,research_only,not_frontend_ready,no
W2B-A007,W2-B,USO,form990_program_service_expense,legal_entity_USO_Inc,2024-01-01,2024-12-31,calendar_tax_year,111074246,"USD 111,074,246",currency,USD,"IRS Form 990 Part IX line 25 column B program-service expenses for United Service Organizations, Inc.",,W2B-SR003,"PDF p.18, IRS Form 990 Part IX, line 25, column B",official_primary_candidate,,reporting_perimeter_difference,None.,"USO, Inc.'s 2024 Form 990 reports USD 111,074,246 in program-service expenses.",Do not equate this entity-level tax-return measure with the USD 204.912 million consolidated program-services expense.,ai_seeded,research_only,not_frontend_ready,no
W2B-A008,W2-B,USO,form990_total_expense,legal_entity_USO_Inc,2024-01-01,2024-12-31,calendar_tax_year,163487334,"USD 163,487,334",currency,USD,"IRS Form 990 Part I line 18 and Part IX line 25 column A total expenses for United Service Organizations, Inc.",,W2B-SR003,"PDF p.7, Part I line 18; PDF p.18, Part IX line 25 column A",official_primary_candidate,,reporting_perimeter_difference,None.,"USO, Inc.'s 2024 Form 990 reports USD 163,487,334 in total expenses.",Do not equate this entity-level figure with the USD 258.883 million consolidated operating-expense figure.,ai_seeded,research_only,not_frontend_ready,no
W2B-A009,W2-B,USO,consolidated_reporting_perimeter,global_consolidated,2024-01-01,2024-12-31,year_ended,,"USO, Inc.; USO Foundation; domestic and overseas operating centers",text,,Reporting perimeter stated by USO in the official 2024 financial-report wrapper.,,W2B-SR003,"PDF p.6, note above consolidated statement",official_primary_candidate,,none,None.,"USO states that the consolidated statements reflect USO, Inc., the USO Foundation, and domestic and overseas operating centers.",Do not assume the consolidated and Form 990 reporting perimeters are identical.,ai_seeded,research_only,not_frontend_ready,no
W2B-A010,W2-B,USO,global_center_count_lower_bound,global,2024-01-01,2024-12-31,calendar_year,250,more than 250 / 250+,count_lower_bound,,Organization-reported lower bound for operating centers worldwide; the impact report also uses 'locations' for its interactive map.,,W2B-SR003;W2B-SR004,Form 990 wrapper PDF p.2; Global Impact Report PDF pp.12-14,official_primary_bounded,,center_location_terminology_overlap,Use only as a lower-bound denominator for pressure tests.,USO reported operating more than 250 centers worldwide in 2024.,Do not treat 250 as an exact count or every listed location as a homogeneous center.,ai_seeded,research_only,not_frontend_ready,no
W2B-A011,W2-B,USO,program_and_service_uses_lower_bound,global,2024-01-01,2024-12-31,calendar_year,11300000,over 11.3 million times,uses_lower_bound,,"Total times USO programs and services were accessed or used in 2024; an encounter/use count, not a unique-person count.",,W2B-SR003;W2B-SR004,Form 990 wrapper PDF p.3; Global Impact Report PDF pp.12-13,official_primary_bounded,,none,"Can be used as a global use-count denominator, subject to the lower-bound sign.",USO reported more than 11.3 million program-and-service uses in 2024.,Do not call these 11.3 million unique beneficiaries or Okinawa uses.,ai_seeded,research_only,not_frontend_ready,no
W2B-A012,W2-B,USO,center_visits_lower_bound,global,2024-01-01,2024-12-31,calendar_year,7200000,more than 7.2 million visits,visits_lower_bound,,Number of times USO centers were visited worldwide; repeat visits are included.,,W2B-SR003;W2B-SR004,Form 990 wrapper PDF p.3; Global Impact Report PDF p.13,official_primary_bounded,,none,None.,USO reported more than 7.2 million center visits worldwide in 2024.,Do not call this a unique-person count or combine it additively with total uses.,ai_seeded,research_only,not_frontend_ready,no
W2B-A013,W2-B,USO,people_reached_lower_bound,global,2024-01-01,2024-12-31,calendar_year,950000,"950,000+",people_lower_bound,,The impact report labels this as service members and spouses reached with USO programs; the financial-report wrapper uses service members and military families provided with programs and services.,,W2B-SR003;W2B-SR004,Form 990 wrapper PDF p.3; Global Impact Report PDF p.13,official_primary_bounded,,population_label_wording_difference,None.,"USO reported reaching or providing programs to more than 950,000 service members and spouses or military families in 2024.",Do not mix this reach measure with visits or service uses; do not silently choose one population label as exact.,ai_seeded,research_only,not_frontend_ready,no
W2B-A014,W2-B,USO,geographic_operating_regions,global,2024-01-01,2024-12-31,calendar_year,5,Indo-Pacific; EMEA; US-North; US-Southeast; US-West,regions,,USO's five-region global operating structure.,,W2B-SR004,"Global Impact Report PDF p.14, paragraph beginning 'USO global operations are organized'",official_primary_candidate,,none,None.,"USO reported organizing global operations into five geographic regions in 2024, including Indo-Pacific.",Do not treat a geographic operating region as a separate legal entity.,ai_seeded,research_only,not_frontend_ready,no
W2B-A015,W2-B,USO,indo_pacific_center_count,Indo_Pacific,2026-08-22,2026-08-22,web_observation_snapshot,24,24 USO Centers,centers,,"Current official regional biography states that the Indo-Pacific regional vice president leads 24 centers across Alaska, Hawaii, Guam, mainland Japan, Okinawa and Korea.",,W2B-SR010,"Official regional vice-president page, first biography paragraph",official_primary_snapshot,,time_alignment_with_2024_unknown,"Use as a current organizational-scope anchor, not a 2024 denominator unless the effective year is verified.",The current official USO Pacific page describes an Indo-Pacific portfolio of 24 centers.,Do not assume the 24-center snapshot is the exact 2024 count or use it to allocate money.,ai_seeded,research_only,not_frontend_ready,no
W2B-A016,W2-B,USO,okinawa_named_center_count,Okinawa,2025-04-24,2025-04-24,story_publication_date,6,six centers,centers,,"Official USO Indo-Pacific story explicitly names Camp Foster, Camp Hansen, Camp Kinser, Camp Schwab, Futenma and Kadena as six Okinawa centers.",,W2B-SR009,"Story section 'USO Okinawa', paragraph beginning 'The southernmost prefecture'",official_primary_candidate,,none,Six-center operational set is the preferred denominator for center-level narrative.,An official April 2025 USO story identifies six operating centers in Okinawa.,Do not count the Okinawa Area Office or Kadena AMC Terminal as two additional homogeneous centers without a changed official definition.,ai_seeded,research_only,not_frontend_ready,no
W2B-A017,W2-B,USO,okinawa_employee_count,Okinawa,2025-04-24,2025-04-24,story_publication_date,21,21 employees,people,,Organization-reported USO Okinawa team size in the official story.,,W2B-SR009,Story section 'USO Okinawa',official_primary_candidate,,none,None.,USO reported a 21-employee Okinawa team in April 2025.,Do not generalize this dated team-size observation to other years.,ai_seeded,research_only,not_frontend_ready,no
W2B-A018,W2-B,USO,okinawa_people_supported_approximation,Okinawa,2025-04-24,2025-04-24,story_publication_date,47000,"approximately 47,000 service members and their families",people_approximate,,Organization-reported approximate population supported by the Okinawa team at six centers and through outreach; not an independent resident-population denominator.,,W2B-SR009,Story section 'USO Okinawa',official_primary_bounded,,denominator_definition_missing,Treat as an organization-reported service-population scale; seek a same-year definition before any per-capita calculation.,"USO described its Okinawa team as supporting approximately 47,000 service members and their families in April 2025.","Do not treat 47,000 as a unique annual beneficiary count, a census of the stationed population, or a denominator for 2024 financial ratios.",ai_seeded,research_only,not_frontend_ready,no
W2B-A019,W2-B,USO,okinawa_volunteer_count_lower_bound,Okinawa,2025-04-24,2025-04-24,story_publication_date,780,780+ volunteers,people_lower_bound,,Organization-reported volunteer count for the Okinawa area.,,W2B-SR009,Story section 'USO Okinawa',official_primary_bounded,,none,None.,USO reported more than 780 volunteers in its Okinawa area in April 2025.,"Do not infer paid staffing, unique active volunteers over a longer period, or political orientation.",ai_seeded,research_only,not_frontend_ready,no
W2B-A020,W2-B,USO,okinawa_listed_location_count,Okinawa,2026-08-22,2026-08-22,web_observation_snapshot,8,8 listed locations/presences,locations,,The current USO Okinawa homepage lists the six named centers plus Kadena AMC Terminal and the Okinawa Area Office.,W2B-A016,W2B-SR008,Homepage 'Locations' section,official_primary_snapshot,,center_location_terminology_overlap,Use the eight-entry directory only as a presence/site directory; the six explicitly named centers remain the operating-center set.,"The current USO Okinawa directory lists eight presences: six named centers, one AMC-terminal presence and one area office.",Do not report eight homogeneous centers or use eight as a financial allocation denominator.,ai_seeded,research_only,not_frontend_ready,no
W2B-A021,W2-B,USO_DOD_AWARD,award_category_and_type,federal_award,2023-07-14,2023-07-14,award_signature_date,,category=grant; type=02; type_description=BLOCK GRANT (A); FAIN=HQ00342310002,text,,Statutory classification fields returned by the official USAspending award overview.,,W2B-SR005,"JSON $.category, $.type, $.type_description, $.fain",official_primary_candidate,,none,None.,"USAspending classifies HQ00342310002 as a grant, assistance type 02, BLOCK GRANT (A).",Do not infer the award's regional allocation or subrecipient structure from its type label.,ai_seeded,research_only,not_frontend_ready,no
W2B-A022,W2-B,USO_DOD_AWARD,award_recipient,federal_award,2023-07-14,2023-07-14,award_signature_date,,"UNITED SERVICE ORGANIZATIONS, INC.; UEI J7L9KMM97FE7; Arlington, Virginia",text,,Prime recipient identity and address in the award overview.,,W2B-SR005,JSON $.recipient,official_primary_candidate,,none,None.,"The prime recipient of HQ00342310002 is United Service Organizations, Inc., UEI J7L9KMM97FE7.","Do not rewrite the prime recipient as USO Okinawa, USO Japan or an individual center.",ai_seeded,research_only,not_frontend_ready,no
W2B-A023,W2-B,USO_DOD_AWARD,award_project_description,federal_award,2023-07-14,2023-07-14,award_signature_date,,"Provide program services designed to strengthen American military service members by keeping them connected to family, home and country, throughout their service to the nation.",text,,"Official USAspending award description, normalized to sentence case without changing wording.",,W2B-SR005,JSON $.description,official_primary_candidate,,none,None.,"The award description funds USO program services aimed at keeping service members connected to family, home and country.","Do not infer that every USO program, region or Okinawa site is covered by this description.",ai_seeded,research_only,not_frontend_ready,no
W2B-A024,W2-B,USO_DOD_AWARD,award_total_obligation,federal_award,2023-07-14,2025-07-31,cumulative_award_actions_to_last_modified,72000000,"USD 72,000,000",currency,USD,Award-level cumulative total obligation shown in the official overview; the transaction history contains three positive actions of USD 24 million each and two zero-dollar revisions.,,W2B-SR005;W2B-SR006,Award JSON $.total_obligation; transactions JSON $.results[*].federal_action_obligation,official_primary_candidate,,national_to_region_allocation_missing,No Okinawa allocation model is authorized until an official regional or site allocation field is found.,USAspending reports USD 72 million in cumulative obligations for the national USO award HQ00342310002 through the 2025-07-31 modification.,Do not say USO Okinawa received USD 72 million; do not divide the award equally across centers.,ai_seeded,research_only,not_frontend_ready,no
W2B-A025,W2-B,USO_DOD_AWARD,award_total_funding,federal_award,2023-07-14,2025-07-31,award_overview_as_last_modified,72000000,"USD 72,000,000",currency,USD,USAspending award-overview total_funding field; it equals total_obligation in this snapshot.,,W2B-SR005,JSON $.total_funding,official_primary_candidate,,national_to_region_allocation_missing,None.,The award overview reports USD 72 million in total funding for HQ00342310002.,Do not treat total_funding as a Japan or Okinawa distribution amount.,ai_seeded,research_only,not_frontend_ready,no
W2B-A026,W2-B,USO_DOD_AWARD,period_of_performance,federal_award,2023-09-30,2028-09-29,official_period_of_performance,,2023-09-30 to 2028-09-29; last modified 2025-07-31,date_range,,Award period-of-performance fields from the official award overview.,,W2B-SR005,JSON $.period_of_performance,official_primary_candidate,,none,None.,The award's stated period of performance runs from 30 September 2023 through 29 September 2028.,Do not assume obligations or services are distributed evenly across years.,ai_seeded,research_only,not_frontend_ready,no
W2B-A027,W2-B,USO_DOD_AWARD,prime_place_of_performance,federal_award,2023-09-30,2028-09-29,official_period_of_performance,,UNITED STATES; MULTI-STATE; congressional code 90,text,,Prime award place-of-performance fields in USAspending; the record does not name Japan or Okinawa.,,W2B-SR005,JSON $.place_of_performance,official_primary_candidate,,award_specific_overseas_geography_not_disclosed,None.,"The USAspending overview codes the prime award place of performance as United States, multi-state.",Do not infer either that Okinawa is funded or that overseas use is legally prohibited; the award-specific agreement may contain details not exposed here.,ai_seeded,research_only,not_frontend_ready,no
W2B-A028,W2-B,USO_DOD_AWARD,reported_subaward_count,federal_award,2023-07-14,2026-08-22,award_overview_and_bounded_search_snapshot,0,0 reported subawards; total subaward amount null; bounded FAIN search returned no rows,subawards,,The award overview reports subaward_count=0 and null total_subaward_amount; a bounded official search for FAIN HQ00342310002 returned no public subaward rows.,,W2B-SR005;W2B-SR007,Award JSON $.subaward_count and $.total_subaward_amount; search JSON $.results and $.page_metadata,official_primary_bounded,,internal_allocation_not_observable,None.,No subaward is reported for HQ00342310002 in the bounded USAspending public records inspected for this package.,"Do not infer that USO made no internal regional allocation, interoffice transfer, procurement, reimbursement or other non-subaward distribution.",ai_seeded,research_only,not_frontend_ready,no
W2B-A029,W2-B,USO_DOD_AWARD,transaction_action_sequence,federal_award,2023-07-14,2025-07-31,transaction_action_dates,72000000,2023-07-14 NEW +24m; 2024-02-13 REVISION 0; 2024-05-28 REVISION 0; 2024-07-26 CONTINUATION +24m; 2025-07-31 CONTINUATION +24m,currency,USD,Five transaction actions in the official response; three positive obligations sum to the award-level USD 72 million.,,W2B-SR006,JSON $.results[0:5],official_primary_candidate,,none,None.,The public transaction history shows three USD 24 million obligation actions and two zero-dollar revisions through July 2025.,Do not interpret action dates as dates of payment to Okinawa or dates of service delivery.,ai_seeded,research_only,not_frontend_ready,no
W2B-A030,W2-B,USO_DOD_AWARD,account_obligation_snapshot,federal_award,2023-07-14,2025-07-31,award_overview_as_last_modified,41212463.29,"USD 41,212,463.29",currency,USD,USAspending overview fields total_account_obligation and transaction_obligated_amount in the retrieved snapshot; this layer differs from the award-level cumulative total_obligation field.,,W2B-SR005,JSON $.total_account_obligation and $.transaction_obligated_amount,official_primary_definition_conflict,,federal_field_semantics_require_followup,"Retain alongside, not instead of, the USD 72 million award-level field until account-linkage semantics are resolved.","The retrieved award overview exposes an account-obligation/transaction-obligated field of USD 41,212,463.29 in addition to the USD 72 million award-level total.","Do not silently choose one field as cash paid, amount spent, or Okinawa funding.",ai_seeded,research_only,not_frontend_ready,no
W2B-A031,W2-B,USO_DOD_AWARD,assistance_listing_and_eligibility_visibility,federal_award,2023-07-14,2026-08-22,award_overview_snapshot,,Assistance Listing 12.599 Congressionally Directed Assistance; generic organizational eligibility; no award-specific Japan/Okinawa geography field,text,,"The award overview embeds generic Assistance Listing eligibility text, not an award-specific overseas allocation rule.",,W2B-SR005,JSON $.cfda_info and $.funding_opportunity,official_primary_gap,,award_specific_overseas_geography_not_disclosed,None.,"USAspending links the award to Assistance Listing 12.599 and exposes generic eligibility language, but the public overview does not disclose a Japan- or Okinawa-specific allocation rule.",Do not infer either overseas eligibility or ineligibility from the generic listing alone.,ai_seeded,research_only,not_frontend_ready,no
W2B-A032,W2-B,USO_DOD_AWARD,japan_okinawa_allocation_visibility,national_to_region,2023-07-14,2026-08-22,bounded_public_record_audit,,"No Japan, Okinawa, Indo-Pacific, regional or center allocation amount located in award overview, transaction history or reported subawards",text,,Observed interruption between the national prime award and USO's regional/site hierarchy in the inspected official public fields.,,W2B-SR005;W2B-SR006;W2B-SR007;W2B-SR008;W2B-SR010,Cross-record inspection: award recipient/place/performance/transactions/subawards versus official hierarchy pages,official_primary_gap,"Okinawa service presence is separately confirmed, but no monetary allocation bridge is disclosed.",national_to_region_allocation_missing,"Do not estimate; show national amount, official regional/site hierarchy, and the missing allocation layer separately.","Official records confirm a national USO award and an Okinawa operating presence, while the inspected public fields do not close the financial allocation between them.",Do not create a DoD-to-USO Okinawa money edge or infer a local budget from national totals.,ai_seeded,research_only,not_frontend_ready,no
W2C-A001,W2-C,population,members_civilian_component_dependents_total,Okinawa,2011-06-30,2011-06-30,official June-end historical snapshot,47300,"47,300",persons,,Members of the force plus civilian component plus dependents as reported by U.S. Forces Okinawa to Okinawa Prefecture,PD001,W2C-SR001;W2C-SR002;W2C-SR003,SR001 sheet 28_01 row 40 and note row 58; SR002 p.3 Heisei 23 row,historical_reference_confirmed,yes,current_series_break_after_2011,none,"The last disclosed prefectural combined total was 47,300 at end-June 2011.",Do not use as a current 2023-2025 population or mix with current organization finances for per-capita estimates.,ai_seeded,research_only,not_frontend_ready,no
W2C-A002,W2-C,population,broad_us_population_statement,Okinawa,,,undated current-page approximation,80000,"approaches 80,000",persons,,Broad U.S. population in Okinawa; page does not define every included category,PD003,W2C-SR004,"SR004 About Okinawa paragraph, web extraction line 128",official_undated_approximation_unclosed,partial,missing_observation_date_and_unclosed_categories,none,"An official Marine Corps page describes the U.S. population in Okinawa as approaching 80,000.","Do not use 80,000 as a closed SOFA denominator or as a same-definition counterpart to 47,300.",ai_seeded,research_only,not_frontend_ready,no
W2C-A003,W2-C,population,active_duty_named_component,Okinawa,,,undated current-page approximation,30000,"nearly 30,000",persons,,"Active-duty military from all four armed-service branches named within the broad 80,000 statement",PD004,W2C-SR004,"SR004 About Okinawa paragraph, web extraction line 128",official_undated_component_approximation,partial,missing_observation_date,none,"The same page names nearly 30,000 active-duty personnel.",Do not treat the rounded figure as an exact current branch-resolved count.,ai_seeded,research_only,not_frontend_ready,no
W2C-A004,W2-C,population,dod_civilian_named_component,Okinawa,,,undated current-page approximation,1400,"1,400",persons,,"Department of Defense civilians named within the broad 80,000 statement",PD004,W2C-SR004,"SR004 About Okinawa paragraph, web extraction line 128",official_undated_component_approximation,partial,missing_observation_date_and_category_definition,none,"The same page names about 1,400 DoD civilians.",Do not assume equivalence with the SOFA civilian-component definition.,ai_seeded,research_only,not_frontend_ready,no
W2C-A005,W2-C,population,dodea_staff_named_component,Okinawa,,,undated current-page approximation,700,700,persons,,"DoD Dependents Schools teachers and staff named within the broad 80,000 statement",PD004,W2C-SR004,"SR004 About Okinawa paragraph, web extraction line 128",official_undated_component_approximation,partial,missing_observation_date_and_overlap_rule,none,The same page separately names about 700 DoD school teachers and staff.,Do not assume this category is disjoint from all civilian definitions without a source-specific rule.,ai_seeded,research_only,not_frontend_ready,no
W2C-A006,W2-C,population,family_member_named_component,Okinawa,,,undated current-page approximation,25000,"almost 25,000",persons,,"U.S. family members named within the broad 80,000 statement",PD004,W2C-SR004,"SR004 About Okinawa paragraph, web extraction line 128",official_undated_component_approximation,partial,missing_observation_date_and_dependent_definition,none,"The same page names almost 25,000 U.S. family members.",Do not assume equivalence with the treaty definition of dependents or use as an exact count.,ai_seeded,research_only,not_frontend_ready,no
W2C-A007,W2-C,population,named_component_arithmetic_subtotal,Okinawa,,,derived from four undated rounded components,57100,"about 57,100",persons,,"Arithmetic sum of nearly 30,000 active duty, 1,400 DoD civilians, 700 DoD school staff and almost 25,000 family members",PD004,W2C-SR004,Derived from the four named components in SR004 line 128,derived_subtotal_unclosed,partial,approximately_22900_of_broad_80000_unexplained,none,"The components explicitly named on the page sum mechanically to about 57,100.","Do not interpret the residual to 80,000 as a known category, or treat 57,100 as a complete population denominator.",ai_seeded,research_only,not_frontend_ready,no
W2C-A008,W2-C,population,health_service_beneficiary_population,Okinawa,,,undated service-catchment approximation,47000,"47,000",beneficiaries,,"U.S. Naval Hospital Okinawa beneficiary population: active duty, family members, civilian employees, contract personnel and retirees",PD005,W2C-SR008,"SR008 About Us paragraph, web extraction lines 157-160",official_scope_specific_undated,yes,missing_observation_date_and_not_resident_census,none,"USNH Okinawa states that it serves a beneficiary population of 47,000 on Okinawa.",Do not use a health-service beneficiary catchment as a SOFA or resident-population denominator.,ai_seeded,research_only,not_frontend_ready,no
W2C-A009,W2-C,population,camp_butler_active_duty_served,Camp S. D. Butler system,,,undated installation service-population approximation,17117,"17,117",persons,,Active-duty Navy and Marine population served,PD006,W2C-SR005,"SR005 Population section, Approximate Population Served list",official_scope_specific_undated,yes,missing_observation_date,none,"The Camp Butler directory lists 17,117 active-duty Navy/Marine personnel served.",Do not generalize to all active-duty personnel on Okinawa.,ai_seeded,research_only,not_frontend_ready,no
W2C-A010,W2-C,population,camp_butler_families_served,Camp S. D. Butler system,,,undated installation service-population approximation,9741,"9,741",persons,,Families in the Camp Butler approximate population served,PD006,W2C-SR005,"SR005 Population section, Approximate Population Served list",official_scope_specific_undated,yes,missing_observation_date_and_family_definition,none,"The Camp Butler directory lists 9,741 family members served.",Do not generalize to all U.S. family members on Okinawa.,ai_seeded,research_only,not_frontend_ready,no
W2C-A011,W2-C,population,camp_butler_civilians_served,Camp S. D. Butler system,,,undated installation service-population approximation,4415,"4,415",persons,,Civilians in the Camp Butler approximate population served,PD006,W2C-SR005,"SR005 Population section, Approximate Population Served list",official_scope_specific_undated,yes,missing_observation_date_and_civilian_definition,none,"The Camp Butler directory lists 4,415 civilians served.",Do not assume equivalence with the SOFA civilian component or disjointness from other installation lists.,ai_seeded,research_only,not_frontend_ready,no
W2C-A012,W2-C,population,camp_butler_retirees_served,Camp S. D. Butler system,,,undated installation service-population approximation,1000,"1,000",persons,,Retirees in the Camp Butler approximate population served,PD006,W2C-SR005,"SR005 Population section, Approximate Population Served list",official_scope_specific_undated,yes,missing_observation_date,none,"The Camp Butler directory lists 1,000 retirees served.",Do not include retirees in a SOFA-status denominator without a separate rule.,ai_seeded,research_only,not_frontend_ready,no
W2C-A013,W2-C,population,camp_butler_listed_component_subtotal,Camp S. D. Butler system,,,derived from undated installation list,32273,"32,273",persons,,Arithmetic sum of the four Camp Butler population-served categories,PD006,W2C-SR005,Derived from SR005 Population section list,derived_scope_specific_subtotal,yes,overlap_with_other_installation_footprints,none,"The four Camp Butler listed categories sum to 32,273 people served.",Do not add this subtotal to Kadena or Torii counts; service footprints can overlap.,ai_seeded,research_only,not_frontend_ready,no
W2C-A014,W2-C,population,kadena_american_population,Kadena Air Base,,,undated base-population approximation,18000,"nearly 18,000",persons,,Americans described as part of Team Kadena,PD007,W2C-SR006,SR006 Population section,official_scope_specific_undated,yes,missing_observation_date_and_internal_categories,none,"The Kadena directory describes nearly 18,000 Americans in Team Kadena.",Do not treat this as an islandwide or SOFA-only population.,ai_seeded,research_only,not_frontend_ready,no
W2C-A015,W2-C,population,kadena_japanese_employee_contractor_population,Kadena Air Base,,,undated lower-bound base-population approximation,4000,"more than 4,000",persons_lower_bound,,Japanese employees and contractors described as part of Team Kadena,PD007,W2C-SR006,SR006 Population section,official_scope_specific_undated_lower_bound,yes,missing_observation_date_and_exact_value,none,"The Kadena directory states that Team Kadena includes more than 4,000 Japanese employees and contractors.",Do not fold Japanese employees and contractors into a U.S. or SOFA population denominator.,ai_seeded,research_only,not_frontend_ready,no
W2C-A016,W2-C,population,usag_okinawa_mixed_population,USAG Okinawa,,,undated dispersed service-population approximation,5000,"approximately 5,000",persons,,"Soldiers, family members, civilians and contractors dispersed across Torii, Kadena, Naha Port and other bases",PD008,W2C-SR007,SR007 Population section,official_scope_specific_undated,yes,dispersed_and_overlapping_footprint,none,"USAG Okinawa describes an approximate mixed population of 5,000.",Do not add this figure to other installation counts or treat it as Torii-resident population.,ai_seeded,research_only,not_frontend_ready,no
W2C-A017,W2-C,population,current_same_year_same_definition_total,Okinawa,2023-01-01,2025-12-31,target current audit window,,no closed current value,persons,,All-Okinawa population under one explicit definition and one observation date,PD009,W2C-SR001;W2C-SR002;W2C-SR003;W2C-SR004;W2C-SR005;W2C-SR006;W2C-SR007;W2C-SR008,Cross-source closure test,not_observed_after_bounded_official_search,no,source_series_break_and_incompatible_service_footprints,no_current_per_capita_model,"No current same-year, same-definition all-Okinawa denominator was closed in W2-00.","Do not publish current per-capita organization income, grants, services or flows.",ai_seeded,research_only,not_frontend_ready,no
W2C-A020,W2-C,accountability_dugong,court_awarded_attorney_fees_costs_reported,case/organization filing,2020-07-01,2021-06-30,Earthjustice FY2021 tax period; not payment date,276345.50,"USD 276,345.50",currency,USD,Earthjustice Form 990 case-level line for Okinawa Dugong in its schedule of top ten court-awarded attorney fees and costs,,W2C-SR009,"SR009 PDF p.55, Schedule O, Part III, line 1272 OKINAWA DUGONG",official_filing_reported,yes,payment_timing_and_accounting_basis_not_stated,none,"Earthjustice reported USD 276,345.50 for the Okinawa Dugong case in this filing schedule.","Do not equate the filing amount with a payment date, net cash received, or a direct organizational funding edge.",ai_seeded,research_only,not_frontend_ready,no
W2C-A021,W2-C,accountability_dugong,judgment_fund_confirmed_attorney_fee_payment,federal payment/case,2021-03-05,2021-03-05,payment sent date,280000.00,"USD 280,000.00",currency,USD,"Judgment Fund confirmed payment and attorney-fee amount under control 202102348, counsel Earthjustice, defendant agency Office of the Secretary of Defense - Agencies",,W2C-SR010;W2C-SR011,SR010 data[0]; SR011 Mar worksheet rows 403-409 with amount at row 409,official_payment_record_confirmed,yes,multi_plaintiff_row_structure,none,"Treasury records a USD 280,000 attorney-fee payment sent on 2021-03-05 for the case cluster.",Do not collapse the multi-plaintiff payment record into a simple OSD-to-Earthjustice funding edge or infer its allocation among plaintiffs.,ai_seeded,research_only,not_frontend_ready,no
W2C-A022,W2-C,accountability_dugong,unreconciled_cross_record_difference,cross-record comparison,2020-07-01,2021-06-30,arithmetic difference between W2C-A021 and W2C-A020,3654.50,"USD 3,654.50",currency,USD,"Treasury USD 280,000 minus Earthjustice filing USD 276,345.50",,W2C-SR009;W2C-SR010;W2C-SR011,Arithmetic comparison of the two official amounts,derived_unreconciled_difference,yes,accounting_basis_unreconciled,none,"The two official records differ by USD 3,654.50 and must remain separate until reconciled.","Do not attribute the difference to costs, interest, timing, allocation, error or any other mechanism without a source.",ai_seeded,research_only,not_frontend_ready,no
W2C-A030,W2-C,frf_system_scale,rough_total_project_cost_estimate,Futenma Replacement Facility project,2019-12,2019-12,rough estimate announced in December 2019,930000000000,"about JPY 930bn (9,300亿)",currency,JPY,Rough total cost estimate after the construction-plan revision associated with added ground improvement,,W2C-SR012;W2C-SR013;W2C-SR014,SR012 Q5 cost paragraph/table; SR013 PDF p.4; SR014 minister answer in first Q&A,official_rough_estimate,yes,estimate_may_change,none,The Ministry/Okinawa Defense Bureau published a December 2019 rough total estimate of about JPY 930bn.,"Do not call this an appropriation, cumulative expenditure, final outturn or NGO resource amount.",ai_seeded,research_only,not_frontend_ready,no
