claim_id,report_locator,module,claim_type,claim_text,report_excerpt,report_cited_source_ids,audit_support_source_ids,audit_support_formal_tables,evidence_level_or_layer,review_layer,source_id_check,formal_table_check,numeric_check_status,reported_value,verified_value,publish_status,limitations,audit_note,hr031_group
RCA050,L140;P062,R10,quantitative,"The complete S002 FY2024 source universe contains 616 rows across 86 pages, 15 departments, 19 official issue fields and 10 official mechanisms. C1–C4 account for 469 rows (76.1%), the top five departments for 443 (71.9%), and fields 10+11 for 19 rows (3.1%). The table has 390 literal partner strings and 365 machine display aliases, neither of which is an actor count.",R10 现在先建立一个与 actor／relation 层分开的官方来源总体：S002 的 86 页、616 条 FY2024《NPO 等との協働実績調査》记录已全部保留来源行号与 PDF 页码，并按 15 个部门、19 个官方事业分野和 10 种协作机制机械汇总。C1 委托、C2 提案型委托、C3 指定管理和 C4 补助等合计 469/616（76.1%）；C4 同时涵盖补助金、助成金与物的支援，不能把 93 条 C4 记录等同为 93 笔现金 grant。记录最多的五个部门合计 443/616（71.9%），主要是保健医疗介护、教育、生活福祉、儿童未来和文化观光体育。与一期问题相邻的人权／和平和国际合作／交流两个分野只有 19/616（3.1%）。这说明该官方表首先呈现广义公共服务协作生态，不能把它整体解释为基地争议组织或运动资源名录。,S002,S002,outputs/R10_official_collaboration_universe_v1/official_collaboration_source_universe_v1.csv;outputs/R10_official_collaboration_universe_v1/descriptive_statistics_v1.csv;outputs/R10_official_collaboration_universe_v1/official_resource_type_summary_v1.csv;outputs/R10_official_collaboration_universe_v1/department_resource_summary_v1.csv,E4 official source universe,mechanical full-source extraction,pass,pass,match,"{""departments"":15,""issue_fields"":19,""machine_display_aliases"":365,""mechanism_c1_c4_rows"":469,""mechanism_c1_c4_share_tenths"":761,""mechanisms"":10,""partner_literals"":390,""pdf_pages"":86,""phase1_adjacent_fields_10_11_rows"":19,""phase1_adjacent_fields_10_11_share_tenths"":31,""source_rows"":616,""top_five_department_rows"":443,""top_five_department_share_tenths"":719}","{""departments"":15,""issue_fields"":19,""machine_display_aliases"":365,""mechanism_c1_c4_rows"":469,""mechanism_c1_c4_share_tenths"":761,""mechanisms"":10,""partner_literals"":390,""pdf_pages"":86,""phase1_adjacent_fields_10_11_rows"":19,""phase1_adjacent_fields_10_11_share_tenths"":31,""source_rows"":616,""top_five_department_rows"":443,""top_five_department_share_tenths"":719}",safe,"Source rows, literal strings and machine display aliases are not organizations, contracts, awards or payments.",,
RCA051,L142;P063,R10,identity_and_relation_boundary,"The two S002 source-universe figures are publishable as source-row/source-label aggregations. HR-032 gates only future canonical identity, JV split and registry crosswalk; HR-018 still controls new relation and amount claims.",来源总体图 `fig_r10_s002_issue_mechanism_matrix_v1.png` 可直接回答“哪些公共议题通过哪些制度机制进入协作表”；部门—机制与 partner source-label 图则显示制度分布和高频名称单元。两图都无需等待 HR-018 或 HR-032：它们只计算来源行和机器排版标签，不创建 actor、关系或支付事实。原表有 390 个 literal partner 字符串，排版清理后有 365 个 machine display labels；这些数字不是组织数，同名重复不表示法人已合并，共同企业体也未拆成成员。若未来要把标签改写为 canonical actor、拆分 JV、连接 registry 或计算 actor-level 中心性，须先完成人工 HR-032 的 8 项高价值身份／复合体判断；任何新增关系与金额解释仍由 HR-018 或后继任务控制。“事业费”字段是项目口径，不能自动解释为向合作方支付的合同额或补助额。,,S002,outputs/R10_official_collaboration_universe_v1/figure_registry_v1.csv;outputs/R10_official_collaboration_universe_v1/HR032_partner_alias_crosswalk_review_v1.csv;outputs/R10_administrative_collaboration_v0/HR018_relation_review_v0.csv,official source aggregation,mechanical source layer + blank HR-032/HR-018 gates,pass,pass,not_applicable,,,safe,"Do not transform machine display labels into actors, source rows into relation edges, or project cost into actor payment.",,
RCA052,L144;P064,R10,quantitative,"R10's purposive cross-source sample has 35 relations, 26 amount observations and 43 function observations; 16 administrative／19 lower-layer mechanisms; 14 project-cost observations; 9 inherited human relations and 26+8 pending HR-018 items. These are package-internal counts, not a complete FY2024, department or mechanism census.",R10 将此前混在一起的目的性跨来源样本拆成关系、金额和功能三张规范表，样本内分别为 35／26／43 条观察。机制生态图把样本内 16 条行政机制与 19 条服务、慈善及非资金边界并置；金额边界图只允许 actual contract 和具名委托流使用强金额语法，14 条 project cost 全部标为 `not_actor_payment`，aggregate、NOFO、sponsor tier、membership 和 service presence 不进入金额线宽。这三个数字只表示当前 R10 包内部计数完备，不是 FY2024 行政协作、任何部门名录或某一机制的全量：例如 S002 有 86 页、616 行，当前包只抽取其中 10 行。当前只有 9 条关系沿用既有人审，另 26 条关系和 8 个来源前置进入 HR-018；因此本节可使用既有人审事实和机制分类，但不把新整理的合同候选自动写成最终关系，也不以样本占比估计制度总体分布。,S002,,outputs/R10_administrative_collaboration_v0/figure_metrics_v1.csv;outputs/R10_administrative_collaboration_v0/HR018_relation_review_v0.csv;outputs/R10_administrative_collaboration_v0/HR018_source_prerequisites_v0.csv;outputs/R10_completeness_audit_v1/source_universe_coverage_v1.csv;outputs/R10_completeness_audit_v1/s002_universe_index_v1.csv;outputs/R10_completeness_audit_v1/s099_program_cost_crosswalk_v1.csv,mixed formal/candidate,R10 mechanical normalization + HR-018 gate,pass,pass,match,"{""amount_observations"":26,""function_observations"":43,""human_checked_or_revised_relations"":9,""mechanism_figure_admin_layer"":16,""mechanism_figure_lower_layer"":19,""project_cost_observations"":14,""relation_observations"":35,""s002_pdf_pages"":86,""s002_selected_rows"":10,""s002_universe_rows"":616,""s099_explicit_public_commission_rows"":3,""s099_represented_public_commission_rows"":3}","{""amount_observations"":26,""function_observations"":43,""human_checked_or_revised_relations"":9,""mechanism_figure_admin_layer"":16,""mechanism_figure_lower_layer"":19,""project_cost_observations"":14,""relation_observations"":35,""s002_pdf_pages"":86,""s002_selected_rows"":10,""s002_universe_rows"":616,""s099_explicit_public_commission_rows"":3,""s099_represented_public_commission_rows"":3}",safe,New contract/commission candidates are not automatically accepted relations; sample shares cannot estimate the institutional universe.,,
RCA053,L148;P066,R10,organization_function,"ONC is an Okinawa NPO active in international cooperation, multicultural coexistence, development education and Japanese-language learning.",沖縄NGOセンター（ONC，X010）是冲绳县内国际合作、国际交流与多文化共生领域的 NPO，其官网资料可支持开发教育、移民史、多文化共生、日本语学习和发展中国家研修等一般活动范围（S095）。外务省 NGO 相談員名单、ONC 2024 年度法定报告与 JICA 教师海外研修报告又形成若干行政角色和受托关系候选（S096、S099—S101），但这些关系仍在 HR-018 中等待人工事实复核，现阶段不得作为已接受关系写入报告结论。S099 中明确标作公共行政委托的三条项目行均已映射，但这不等于年报全部项目或金额的全量抽取；所列 289.4 万、1604 万和 553 万日元是组织报告中的项目事业费，不等于政府支付额、合同金额或期末应收款。JICA 材料也不能在 HR-018 前被扩写为已确认资金转移。,S095;S096;S099;S100;S101,S095,data/interim/05_source_log_initial_v0.csv,E4 organization identity/function,organization-site claim,pass,pass,not_applicable,,,safe,,,
RCA054,L148;P066,R10,sensitive_admin_relation,"MOFA lists provide an official-source candidate for ONC's designated NGO-consultant role, still pending HR-018.",沖縄NGOセンター（ONC，X010）是冲绳县内国际合作、国际交流与多文化共生领域的 NPO，其官网资料可支持开发教育、移民史、多文化共生、日本语学习和发展中国家研修等一般活动范围（S095）。外务省 NGO 相談員名单、ONC 2024 年度法定报告与 JICA 教师海外研修报告又形成若干行政角色和受托关系候选（S096、S099—S101），但这些关系仍在 HR-018 中等待人工事实复核，现阶段不得作为已接受关系写入报告结论。S099 中明确标作公共行政委托的三条项目行均已映射，但这不等于年报全部项目或金额的全量抽取；所列 289.4 万、1604 万和 553 万日元是组织报告中的项目事业费，不等于政府支付额、合同金额或期末应收款。JICA 材料也不能在 HR-018 前被扩写为已确认资金转移。,S095;S096;S099;S100;S101,S096;S101,data/interim/15_funding_or_support_edges_sample_v0.csv;outputs/R10_administrative_collaboration_v0/HR018_relation_review_v0.csv,E4 source,HR-018-06/07 pending,pass,pass,not_applicable,,,safe,The text explicitly withholds relation acceptance pending HR-018.,,
RCA055,L148;P066,R10,sensitive_amount,"ONC FY2024 project costs are JPY 2.894m, 16.04m and 5.53m; the report explicitly says they are not government payments or contract amounts.",沖縄NGOセンター（ONC，X010）是冲绳县内国际合作、国际交流与多文化共生领域的 NPO，其官网资料可支持开发教育、移民史、多文化共生、日本语学习和发展中国家研修等一般活动范围（S095）。外务省 NGO 相談員名单、ONC 2024 年度法定报告与 JICA 教师海外研修报告又形成若干行政角色和受托关系候选（S096、S099—S101），但这些关系仍在 HR-018 中等待人工事实复核，现阶段不得作为已接受关系写入报告结论。S099 中明确标作公共行政委托的三条项目行均已映射，但这不等于年报全部项目或金额的全量抽取；所列 289.4 万、1604 万和 553 万日元是组织报告中的项目事业费，不等于政府支付额、合同金额或期末应收款。JICA 材料也不能在 HR-018 前被扩写为已确认资金转移。,S095;S096;S099;S100;S101,S099,data/interim/15_funding_or_support_edges_sample_v0.csv;outputs/R10_administrative_collaboration_v0/HR018_relation_review_v0.csv,E4 source,HR-018-04/05/06 pending,pass,pass,not_applicable,,,safe,Project-cost semantics are published only as a boundary; the underlying relations remain pending.,,
RCA056,L148;P066,R10,sensitive_admin_relation,The report treats the JICA contractor mapping as HR-018-pending and prohibits a funding-transfer inference.,沖縄NGOセンター（ONC，X010）是冲绳县内国际合作、国际交流与多文化共生领域的 NPO，其官网资料可支持开发教育、移民史、多文化共生、日本语学习和发展中国家研修等一般活动范围（S095）。外务省 NGO 相談員名单、ONC 2024 年度法定报告与 JICA 教师海外研修报告又形成若干行政角色和受托关系候选（S096、S099—S101），但这些关系仍在 HR-018 中等待人工事实复核，现阶段不得作为已接受关系写入报告结论。S099 中明确标作公共行政委托的三条项目行均已映射，但这不等于年报全部项目或金额的全量抽取；所列 289.4 万、1604 万和 553 万日元是组织报告中的项目事业费，不等于政府支付额、合同金额或期末应收款。JICA 材料也不能在 HR-018 前被扩写为已确认资金转移。,S095;S096;S099;S100;S101,S100,outputs/R10_administrative_collaboration_v0/annual_relations_v0.csv;outputs/R10_administrative_collaboration_v0/HR018_relation_review_v0.csv,E4 source,HR-018-01 pending,pass,pass,not_applicable,,,safe,No accepted contractor or payment relation is asserted before HR-018.,,
RCA057,L150;P067,R10,evidence_layer,Official source strength is separated from human acceptance of the administrative relation.,这些材料的来源等级可达 E4，但“来源权威”与“关系解释已人审”是两个维度。HR-018 可分别接受、收窄或拒绝 NGO 相談員指定、县市业务、JICA 受托者等关系；在此之前，只能说 ONC 具有国际合作／多文化共生的组织定位，并有待审的行政协作材料。原先把 ONC 与县知事公室基地对策课相连的 F019 缺乏支持，已降为 `not_supported`。无论 HR-018 结果如何，都不能把 ONC 写成边野古抗争网络的一环，也不能把行政委托概括为“资助冲绳 NGO 网络”。,,,data/interim/15_funding_or_support_edges_sample_v0.csv;outputs/R10_administrative_collaboration_v0/HR018_relation_review_v0.csv,central rows are E4 sources / ai_seeded relations,HR-018-04/05 pending,pass,pass,not_applicable,,,safe,"The report now states: E4 source evidence, relation still pending human review; project cost is not payment.",,
RCA058,L150;P067,R10,rejected_relation,F019 ONC–base-affairs relation is unsupported and must not be used.,这些材料的来源等级可达 E4，但“来源权威”与“关系解释已人审”是两个维度。HR-018 可分别接受、收窄或拒绝 NGO 相談員指定、县市业务、JICA 受托者等关系；在此之前，只能说 ONC 具有国际合作／多文化共生的组织定位，并有待审的行政协作材料。原先把 ONC 与县知事公室基地对策课相连的 F019 缺乏支持，已降为 `not_supported`。无论 HR-018 结果如何，都不能把 ONC 写成边野古抗争网络的一环，也不能把行政委托概括为“资助冲绳 NGO 网络”。,,,data/interim/15_funding_or_support_edges_sample_v0.csv,E2 rejected/not_supported,source-boundary decision,pass,pass,not_applicable,,,safe,No ONC-to-anti-base-network inference.,,
RCA059,L154;P069,R10,service_function,USO's beneficiaries and Okinawa service sites are source-backed.,"USO Okinawa（X001）的公开页面显示，其服务对象为现役军人、预备役／国民警卫队、配偶与家属，并在 Camp Kinser、Camp Hansen、Kadena、Camp Foster、Kadena AMC Terminal、Futenma、Camp Schwab 等场域设点（S097）。赞助页面确认 American Engineering Corporation（X003）等企业赞助关系；公开报道进一步确认 AEC 的 16,000 美元捐赠和中心改造（S097、S098）。这些证据可以描述服务对象、场域和赞助事实，不能据此推断 USO 或赞助企业对冲绳基地政策的政治立场。",S097;S098,S097,data/interim/15_funding_or_support_edges_sample_v0.csv,E4,function observation,pass,pass,not_applicable,,,safe,Service presence does not establish political stance.,,
RCA060,L154;P069,R10,sponsorship,"AEC sponsorship and a USD 16,000 donation/center improvement are human-checked.","USO Okinawa（X001）的公开页面显示，其服务对象为现役军人、预备役／国民警卫队、配偶与家属，并在 Camp Kinser、Camp Hansen、Kadena、Camp Foster、Kadena AMC Terminal、Futenma、Camp Schwab 等场域设点（S097）。赞助页面确认 American Engineering Corporation（X003）等企业赞助关系；公开报道进一步确认 AEC 的 16,000 美元捐赠和中心改造（S097、S098）。这些证据可以描述服务对象、场域和赞助事实，不能据此推断 USO 或赞助企业对冲绳基地政策的政治立场。",S097;S098,S097;S098,data/interim/15_funding_or_support_edges_sample_v0.csv,E4,F002 human_checked,pass,pass,not_applicable,,,safe,No political-stance inference.,,
RCA061,L158;P071,R10,sensitive_recipient_relation,"AWWA reporting produces three ai-seeded recipient candidates (Yomitan, Uruma and Boy Scouts), explicitly withheld from factual publication pending HR-018.",American Welfare & Works Association（AWWA，X004）及其军属配偶俱乐部网络属于慈善／福利观察层。公开军方社区报道产生三条 `ai_seeded` recipient 候选：2015 年向读谷残障成人设施 Yomitan Quegoen 捐赠 200 万日元无障碍车辆（S094）；2012 年向 Uruma City Social Welfare Meeting 捐赠无障碍车辆，并向 Boy Scouts of America Far East Council 捐赠皮划艇（S072）。它们在 HR-018 接受前只用于定位核查对象，不能写成已冻结 recipient 关系。报道中的“40 年约 8 亿日元”或“约 800 万美元”也只能作为网络累计口径，不能分配给具体 recipient（S072、S078）。,S072;S078;S094,S072;S094,data/interim/15_funding_or_support_edges_sample_v0.csv;outputs/R10_administrative_collaboration_v0/HR018_relation_review_v0.csv,E3 military-community reporting,HR-018-23/24/25 pending,pass,pass,not_applicable,,,safe,The report no longer publishes these candidates as accepted facts.,,
RCA062,L158;P071,R10,aggregate_amount_boundary,AWWA's aggregate historical amount cannot be allocated to named recipients or years.,American Welfare & Works Association（AWWA，X004）及其军属配偶俱乐部网络属于慈善／福利观察层。公开军方社区报道产生三条 `ai_seeded` recipient 候选：2015 年向读谷残障成人设施 Yomitan Quegoen 捐赠 200 万日元无障碍车辆（S094）；2012 年向 Uruma City Social Welfare Meeting 捐赠无障碍车辆，并向 Boy Scouts of America Far East Council 捐赠皮划艇（S072）。它们在 HR-018 接受前只用于定位核查对象，不能写成已冻结 recipient 关系。报道中的“40 年约 8 亿日元”或“约 800 万美元”也只能作为网络累计口径，不能分配给具体 recipient（S072、S078）。,S072;S078;S094,S072;S078,outputs/R10_administrative_collaboration_v0/figure_metrics_v1.csv,E3,financial-semantics boundary,pass,pass,not_applicable,,,safe,,,
RCA063,L162;P073,R10,sensitive_relation_visual,"The current F008 strict support/commission/service figure was regenerated after HR-018. Its 16 displayed records comprise 7 dyadic relations, 6 administrative records, 1 event record and 2 panel-only observations; the draft report paragraph still describes regeneration as pending.",关系图 `outputs/phase1_visuals_v1/fig3_support_service_layers_strict.png` 是按 E3／E4 与关系类型阈值生成的候选证据图，不是已经逐边人审的“严格事实网络”。它从当前 43 条样本边中排除 `probable_funding`、NOFO／grant opportunity、`no_public_evidence` 和 E2 线索，并区分 grant/donation、sponsorship、commission/designated role、service/site presence 与 non-funding relation；金额和年份不完整时不以线宽作比较。HR-018 完成后必须按接受／修订／拒绝结果重生，才能作为定稿图。F036 只记录 NOSCO 参与共同实物捐赠；F037–F043 包含成员、法律代理、组织隶属和事件/伙伴行动，均不构成资金边或稳定联盟。,,,data/interim/15_funding_or_support_edges_sample_v0.csv;data/interim/21_admin_collaboration_relations_v0.csv;data/interim/22_admin_amount_observations_v0.csv;data/interim/23_admin_function_observations_v0.csv,post-HR018 reviewed/revised/local typed layers,post_HR018_current_render,pass,pass,not_applicable,,,revise,"The 16 displayed records are not 16 organization edges: only 7 are dyadic. NOFO, project cost and aggregate observations are not payments, and the figure is not a funding network. Update the old report paragraph before final publication.",2026-07-20 targeted reconciliation after scripts/render_r10_current.py; release condition met.,
RCA064,L164;P074,R10,financial_boundary,Neither R10 mechanism figures nor the strict graph may be called an Okinawa NGO funding network.,R10 的两张目的性样本边界图与该候选证据图分工不同：前者展示“公开材料允许使用何种机制／金额语言”，后者展示现有主关系样本中达到证据阈值、但仍受 HR-018 事实决定约束的边；它们又都与 616 行官方来源总体图分层。任何一层都不能被命名为“冲绳 NGO 资金网络”。,,,outputs/R10_administrative_collaboration_v0/mechanism_dictionary_v1.csv,methodological,red-line boundary,pass,pass,not_applicable,,,safe,,,
RCA065,L166;P075,R11,quantitative,"R11 has 44 entries: advocacy 30, legal 5, administrative 1, service 5, charity 2 and public diplomacy 1.",R11 从同一正式底盘派生 44 条外来 actor 进入观察：倡议 30、法律 5、行政 1、服务 5、慈善 2、公共外交 1。这个分布说明当前公开材料最容易看见共同声明、请求和诉讼角色，而行政与公共外交实际 partner／recipient 证据很薄。倡议和法律角色只能在特定事件／案件中成立；服务、慈善、赞助与成员关系只按功能编码；NOFO 只证明机会存在。HR-021 的前 7 项须依赖 HR-018 先完成关系事实复核，再决定能否进入 R6/R11，避免对同一关系重复人审。,,,outputs/R06_R07_R11_pathways_v1/r11_external_entry_matrix_v0.csv,formal role/relation layer,mechanical derivation,pass,pass,match,"{""administrative"":1,""advocacy"":30,""charity"":2,""legal"":5,""public_diplomacy"":1,""rows"":44,""service"":5}","{""administrative"":1,""advocacy"":30,""charity"":2,""legal"":5,""public_diplomacy"":1,""rows"":44,""service"":5}",safe,Event/case roles are bounded; NOFO is opportunity only.,,
RCA066,L170;P077,coverage,quantitative,"Source composition is 295 total; organization sites 45, local news 39, local official 16, court 12, legislature 15 and prefectural official 11.",当前数据的首要偏差是公开可见度偏差。295 条来源中，组织官网（45）和地方新闻（39）最多，另有地方政府材料（16）、议会记录（15）、法院记录（12）、县级官方材料（11）、党派媒体（9）和其他官方数据（9）等。能够持续维护网站、发布英文或日文声明、进入法律数据库或被国际 NGO 引用的 actor 更容易进入样本；仅依赖地方报刊、纸质传单、内部会报或失效网站的小型离岛组织更容易缺席。来源数量增加也不等于证据层自动平衡：R4 的组织／制度节点矩阵仍显示政府记录明显占优，新加入的选举与候选组织来源也会提高 2014 年以后材料的比重。,,,data/interim/05_source_log_initial_v0.csv,source metadata,mechanical count,pass,pass,match,"{""court_record"":12,""local_news"":39,""local_official"":16,""official_legislative_record"":15,""organization_site"":45,""prefectural_official"":11,""sources"":295}","{""court_record"":12,""local_news"":39,""local_official"":16,""official_legislative_record"":15,""organization_site"":45,""prefectural_official"":11,""sources"":295}",safe,"Counts describe current source visibility, not balanced coverage.",,
RCA067,L172;P078,coverage/R03,quantitative,"Actor–place counts are 129 total, Henoko 45, Okinawa-wide 42, Oura 6 and Yonaguni 6.",第二是地点偏差。129 条组织—地点候选／人审关系中，边野古有 45 条，Okinawa Prefecture 广义节点 42 条，远高于大浦湾和与那国（各 6 条）以及石垣、宫古等地。这不表示边野古的“真实组织数量”必然高出相同比例，而是边野古的声明、法律与国际倡议资料更集中、更易取得。,,,data/interim/08_actor_place_edges_initial_v0.csv,mixed candidate/human,mechanical count,pass,pass,match,"{""P001_Okinawa"":42,""P002_Henoko"":45,""P003_Oura"":6,""P011_Yonaguni"":6,""relations"":129}","{""P001_Okinawa"":42,""P002_Henoko"":45,""P003_Oura"":6,""P011_Yonaguni"":6,""relations"":129}",safe,"Counts indicate visibility/coding density, not real organization prevalence.",,
RCA068,L174;P079,coverage,quantitative,Sources since 2020 are 185/295 (62.7%); 1972–1997 has four sources.,第三是事件和年代偏差。六维审计显示，2020 年以来来源为 185/295（62.7%），1972–1997 只有 4 条；当前事件表也以 2003 年以后为主，无法支撑复归以来联盟演变或组织谱系判断。共同声明名单容易形成大批一次性名称，而持续但不发布联合文本的地方组织可能被低估；HR-015 撤出九个一次署名名称正是为避免这种膨胀。第四是证据与复核状态不均。118 个 actor 中仍有 74 个 `ai_seeded`、14 个 `needs_second_source`、2 个 `needs_local_retrieval`；严格口径下有 26/118 个 actor 为 `human_checked` 或 `human_revised`，actor–issue edge 则有 59/222 条达到同一人审口径。E4 与 human-reviewed 是两个维度：一手来源等级较高，不代表身份、关系边界或解释已经人工接受。4 个 E2 actor 及九个事件级 E2 名称不应成为确定性结论的主要支点，A087–A093、A095–A101 也不能在相应人工复核完成前用于确定性分类或关系解释。,,,data/interim/05_source_log_initial_v0.csv,source metadata,mechanical count,pass,pass,match,"{""1972_1997"":4,""since_2020"":185,""sources"":295}","{""1972_1997"":4,""since_2020"":185,""sources"":295}",safe,Time distribution reflects source visibility rather than historical activity.,,
RCA069,L174;P079,coverage,quantitative,Human-reviewed status covers 26/118 actors and 59/222 actor–issue edges.,第三是事件和年代偏差。六维审计显示，2020 年以来来源为 185/295（62.7%），1972–1997 只有 4 条；当前事件表也以 2003 年以后为主，无法支撑复归以来联盟演变或组织谱系判断。共同声明名单容易形成大批一次性名称，而持续但不发布联合文本的地方组织可能被低估；HR-015 撤出九个一次署名名称正是为避免这种膨胀。第四是证据与复核状态不均。118 个 actor 中仍有 74 个 `ai_seeded`、14 个 `needs_second_source`、2 个 `needs_local_retrieval`；严格口径下有 26/118 个 actor 为 `human_checked` 或 `human_revised`，actor–issue edge 则有 59/222 条达到同一人审口径。E4 与 human-reviewed 是两个维度：一手来源等级较高，不代表身份、关系边界或解释已经人工接受。4 个 E2 actor 及九个事件级 E2 名称不应成为确定性结论的主要支点，A087–A093、A095–A101 也不能在相应人工复核完成前用于确定性分类或关系解释。,,,data/interim/01_actor_registry_initial_v0.csv;data/interim/07_actor_issue_edges_initial_v0.csv,review metadata,mechanical count,pass,pass,match,"{""actor_human"":26,""actors"":118,""edge_human"":59,""edges"":222}","{""actor_human"":26,""actors"":118,""edge_human"":59,""edges"":222}",safe,E4 is not equivalent to human review.,,
RCA070,L176;P080,coverage/R10,financial_boundary,A public NOFO or opportunity does not prove an award or recipient; funding claims require stricter evidence.,第五是制度材料偏差。行政委托、慈善 recipient 和赞助关系往往只有项目页面、军方社区报道或累计数字，缺少合同金额、年度财报和完整 recipient 表。反过来，公开 NOFO 或项目机会容易被搜索到，却不能证明实际 award 或 recipient。所有资金／委托结论必须接受比普通事件参与更严格的来源门槛。,,,data/metadata/coding_schema_v0.md;outputs/R10_administrative_collaboration_v0/mechanism_dictionary_v1.csv,methodological,red-line boundary,pass,pass,not_applicable,,,safe,,,
RCA071,L178;P081,coverage,quantitative,"Archive status is 267/295 preserved, 26 failed and 2 non-URL references.",覆盖偏差图 v1 已按时间、地点、actor 功能／来源、议题、source/archive 与 review/evidence 六个维度回填 `TODO-VIS-06`。当前 267/295 个来源已归档或人工归档，26 个抓取失败，另有 2 条非 URL 参考；失败表示技术／可得性状态，不等于证据不存在，成功归档也不等于某项编码充分。图中 118 actors、295 sources 和各类计数只描述当前公开资料驱动样本，不能估计冲绳民间组织总体分布、活跃度或支持度。该审计只做可复现机械聚合，不新增分类或关系判断，因此不创建 HR-023；S248–S294 的 22 个元数据／归档问题另由 HR-030 处理，S295 只是一条已归档的 HR-011 定位补充。,S248;S249;S250;S251;S252;S253;S254;S255;S256;S257;S258;S259;S260;S261;S262;S263;S264;S265;S266;S267;S268;S269;S270;S271;S272;S273;S274;S275;S276;S277;S278;S279;S280;S281;S282;S283;S284;S285;S286;S287;S288;S289;S290;S291;S292;S293;S294;S295,,source_docs/source_archive/source_archive_manifest.csv;data/interim/05_source_log_initial_v0.csv,archive metadata,mechanical count,pass,pass,match,"{""archived_or_manual"":267,""failed"":26,""not_in_manifest"":0,""skipped"":2,""sources"":295}","{""archived_or_manual"":267,""failed"":26,""not_in_manifest"":0,""skipped"":2,""sources"":295}",safe,"Archive failure is a technical/access state, not evidence rejection; HR-030 controls metadata/archive issues.",,
RCA072,L182;P083,conclusion,interpretive_synthesis,"The strongest finding is differentiated translation of base/military disputes, not a single Okinawa NGO alliance.",第一，一期最稳健的发现不是“存在一个统一的冲绳 NGO 联盟”，而是不同 actor 通过不同组织功能和行动方式，把基地／军事设施问题转译到多个公共问题领域。生态和生物多样性为边野古／大浦湾打开国内外环保与法律渠道；生活安全和噪音支撑嘉手纳／普天间的日常负担与诉讼框架；地方自治、住民投票、地下水、避难和前线化风险构成先岛的更重要语言。,,,outputs/R01_R02_actor_issue_v1/;outputs/R04_sakishima_frame_corpus_v0/;outputs/R08_legal_procedure_v1/,mixed candidate/human,interpretive synthesis,pass,pass,not_applicable,,,revise,Retain the no-alliance boundary but decide whether the positive translation claim is stated as finding or sample-bounded interpretation.,,translation
RCA073,L184;P084,conclusion,interpretive_synthesis,"Translation is place-dependent; Henoko cannot be directly generalized to Yonaguni, Ishigaki or Miyako.",第二，这一转译具有地点依赖性。边野古模式不能直接复制到与那国：前者的公开材料形成生态—法律—国际倡议的高密度路径，后者现阶段主要是部署、自治、公投和安全环境争议，且组织级材料明显不足。石垣和宫古也应分别补证，不能被合并成一个同质“先岛环保网络”。,,,outputs/R03_spatial_dossier_v1/;outputs/R04_sakishima_frame_corpus_v0/,mixed candidate/human,interpretive synthesis,pass,pass,not_applicable,,,revise,Decide final-report strength in light of candidate place semantics and institution-heavy R4 evidence.,,spatial
RCA074,L186;P085,conclusion,methodological_finding,Event roles preserve participation intensity and institutional position better than undifferentiated relation edges.,第三，事件角色比无差别关系边更有解释力。共同署名、共同要请、具名原告、法律代理、公投发起者和意见广告委员会代表不同参与强度与制度位置。事件化数据使同一 actor 的多重角色可被识别，也防止把一次性共同出现夸大为稳定联盟。,,,data/interim/09_actor_event_venue_edges_v0.csv;outputs/R05_R07_heterogeneous_repertoire_v1/,formal + analytical,methodological comparison,pass,pass,not_applicable,,,safe,Do not interpret as causal explanatory superiority.,,
RCA075,L188;P086,conclusion,function_boundary,"The observed ecology includes administrative, international-cooperation, service and charity layers outside protest actors.",第四，冲绳基地社会的民间组织生态包含抗争之外的行政协作、国际合作、基地社区服务和慈善层。将这些层纳入观察有助于避免把“民间组织”缩减为反基地团体；但这些 actor 应按可观察功能编码，不能用服务对象、赞助或委托关系代替政治立场证据。,,,outputs/phase1_visuals_v1/functional_ecology_matrix.csv;outputs/R10_administrative_collaboration_v0/,mixed,bounded function observation,pass,pass,not_applicable,,,safe,Observed function is not political stance.,,
RCA076,L190;P087,conclusion,scope_boundary,"Results are an online-source Phase-1 product suitable for mechanisms, visuals and local-task prioritization, not population, funding-flow or alliance-history inference.",第五，当前结论仍是线上公开资料条件下的一期结果。它适合确定研究机制、可视化结构和当地补查优先级，不适合推论所有冲绳 NGO 的数量、总体结构、资金流向或长期联盟史。,,,docs/phase1_scheme_acceptance_audit_v1.md;docs/local_retrieval_tasks_v1.md,methodological,acceptance boundary,pass,pass,not_applicable,,,safe,,,
RCA077,L212;P095,report_status,quantitative,"The heterogeneous package has 148 input observations, 39 units, 15 action types and 9 venues.",- `TODO-VIS-04`：三次共同发声名单的 169 条事件二部图与重复桥梁图已回填；R5/R7 异质行动包又以 148 条正式观察形成 39 个去重单元、15 类行动和 9 类场域，并补入噪音诉讼、公投、服务／慈善与行政关系比较。,,,outputs/R05_R07_heterogeneous_repertoire_v1/input_layer_audit_v1.csv;outputs/R05_R07_heterogeneous_repertoire_v1/repertoire_event_action_venue_units_v1.csv,formal reused rows,mechanical count,pass,pass,match,"{""actions"":15,""input_rows"":148,""units"":39,""venues"":9}","{""actions"":15,""input_rows"":148,""units"":39,""venues"":9}",safe,,,
