candidate_id,domain,object_id,object_name,field_name,current_value,proposed_value,candidate_disposition,affected_row_count,source_tables,reason,risk_if_wrong,requires_human_review,hr_item_id,machine_status,interpretation_limit
SF0254,actor_field,A095,止めよう「自衛隊配備」宮古郡民の会,legal_status_guess,informal_association,informal_association,freeze_as_is,1,01_actor_registry_initial_v0.csv,Move legal-form surface strings into controlled codes; unresolved codes do not assert法人格.,A wrong normalization could turn a guess into a false legal-status claim.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0255,actor_field,A095,止めよう「自衛隊配備」宮古郡民の会,origin_type,okinawa_local,okinawa_local,freeze_as_is,1,01_actor_registry_initial_v0.csv,All seven observed origin codes already form a closed controlled set.,A wrong origin changes local/mainland/international layer comparisons.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0256,actor_field,A096,宮古平和運動連絡協議会,actor_class,citizen_network,citizen_network,human_assignment_review,1,01_actor_registry_initial_v0.csv,Freeze the analytical actor-class vocabulary while preserving actor-specific classification review.,A wrong class changes ecology counts and figure composition.,yes,HR029-009,needs_human_review,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0257,actor_field,A096,宮古平和運動連絡協議会,legal_status_guess,informal_network,informal_network,freeze_as_is,1,01_actor_registry_initial_v0.csv,Move legal-form surface strings into controlled codes; unresolved codes do not assert法人格.,A wrong normalization could turn a guess into a false legal-status claim.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0258,actor_field,A096,宮古平和運動連絡協議会,origin_type,okinawa_local,okinawa_local,freeze_as_is,1,01_actor_registry_initial_v0.csv,All seven observed origin codes already form a closed controlled set.,A wrong origin changes local/mainland/international layer comparisons.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0259,actor_field,A097,宮古島環境クラブ,actor_class,local_civic_actor,local_civic_actor,human_assignment_review,1,01_actor_registry_initial_v0.csv,Freeze the analytical actor-class vocabulary while preserving actor-specific classification review.,A wrong class changes ecology counts and figure composition.,yes,HR029-010,needs_human_review,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0260,actor_field,A097,宮古島環境クラブ,legal_status_guess,informal_association,informal_association,freeze_as_is,1,01_actor_registry_initial_v0.csv,Move legal-form surface strings into controlled codes; unresolved codes do not assert法人格.,A wrong normalization could turn a guess into a false legal-status claim.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0261,actor_field,A097,宮古島環境クラブ,origin_type,okinawa_local,okinawa_local,freeze_as_is,1,01_actor_registry_initial_v0.csv,All seven observed origin codes already form a closed controlled set.,A wrong origin changes local/mainland/international layer comparisons.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0262,actor_field,A098,特定非営利活動法人宮古島海の環境ネットワーク,actor_class,local_npo,local_npo,human_assignment_review,1,01_actor_registry_initial_v0.csv,Freeze the analytical actor-class vocabulary while preserving actor-specific classification review.,A wrong class changes ecology counts and figure composition.,yes,HR029-011,needs_human_review,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0263,actor_field,A098,特定非営利活動法人宮古島海の環境ネットワーク,legal_status_guess,NPO法人,specified_nonprofit_corporation,mechanical_normalize,1,01_actor_registry_initial_v0.csv,Move legal-form surface strings into controlled codes; unresolved codes do not assert法人格.,A wrong normalization could turn a guess into a false legal-status claim.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0264,actor_field,A098,特定非営利活動法人宮古島海の環境ネットワーク,origin_type,okinawa_local,okinawa_local,freeze_as_is,1,01_actor_registry_initial_v0.csv,All seven observed origin codes already form a closed controlled set.,A wrong origin changes local/mainland/international layer comparisons.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0265,actor_field,A099,有機フッ素化合物（PFAS）汚染から市民の生命を守る連絡会,actor_class,citizen_network,citizen_network,human_assignment_review,1,01_actor_registry_initial_v0.csv,Freeze the analytical actor-class vocabulary while preserving actor-specific classification review.,A wrong class changes ecology counts and figure composition.,yes,HR029-012,needs_human_review,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0266,actor_field,A099,有機フッ素化合物（PFAS）汚染から市民の生命を守る連絡会,legal_status_guess,informal_network,informal_network,freeze_as_is,1,01_actor_registry_initial_v0.csv,Move legal-form surface strings into controlled codes; unresolved codes do not assert法人格.,A wrong normalization could turn a guess into a false legal-status claim.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0267,actor_field,A099,有機フッ素化合物（PFAS）汚染から市民の生命を守る連絡会,origin_type,okinawa_local,okinawa_local,freeze_as_is,1,01_actor_registry_initial_v0.csv,All seven observed origin codes already form a closed controlled set.,A wrong origin changes local/mainland/international layer comparisons.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0268,actor_field,A100,ミサイル配備から命を守るうるま市民の会,actor_class,citizen_group,citizen_group,human_assignment_review,1,01_actor_registry_initial_v0.csv,Freeze the analytical actor-class vocabulary while preserving actor-specific classification review.,A wrong class changes ecology counts and figure composition.,yes,HR029-013,needs_human_review,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0269,actor_field,A100,ミサイル配備から命を守るうるま市民の会,legal_status_guess,informal_association,informal_association,freeze_as_is,1,01_actor_registry_initial_v0.csv,Move legal-form surface strings into controlled codes; unresolved codes do not assert法人格.,A wrong normalization could turn a guess into a false legal-status claim.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0270,actor_field,A100,ミサイル配備から命を守るうるま市民の会,origin_type,okinawa_local,okinawa_local,freeze_as_is,1,01_actor_registry_initial_v0.csv,All seven observed origin codes already form a closed controlled set.,A wrong origin changes local/mainland/international layer comparisons.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0271,actor_field,A101,沖縄・琉球弧の声を届ける会,actor_class,citizen_network,citizen_network,human_assignment_review,1,01_actor_registry_initial_v0.csv,Freeze the analytical actor-class vocabulary while preserving actor-specific classification review.,A wrong class changes ecology counts and figure composition.,yes,HR029-014,needs_human_review,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0272,actor_field,A101,沖縄・琉球弧の声を届ける会,legal_status_guess,informal_network,informal_network,freeze_as_is,1,01_actor_registry_initial_v0.csv,Move legal-form surface strings into controlled codes; unresolved codes do not assert法人格.,A wrong normalization could turn a guess into a false legal-status claim.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0273,actor_field,A101,沖縄・琉球弧の声を届ける会,origin_type,okinawa_local,okinawa_local,freeze_as_is,1,01_actor_registry_initial_v0.csv,All seven observed origin codes already form a closed controlled set.,A wrong origin changes local/mainland/international layer comparisons.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0274,actor_field,A102,全国公害弁護団連絡会議,actor_class,lawyers_network,lawyers_network,freeze_as_is,1,01_actor_registry_initial_v0.csv,Freeze the analytical actor-class vocabulary while preserving actor-specific classification review.,A wrong class changes ecology counts and figure composition.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0275,actor_field,A102,全国公害弁護団連絡会議,legal_status_guess,lawyers_network,legal_form_unresolved_professional_network,freeze_as_unresolved,1,01_actor_registry_initial_v0.csv,Move legal-form surface strings into controlled codes; unresolved codes do not assert法人格.,A wrong normalization could turn a guess into a false legal-status claim.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0276,actor_field,A102,全国公害弁護団連絡会議,origin_type,japan_domestic,japan_domestic,freeze_as_is,1,01_actor_registry_initial_v0.csv,All seven observed origin codes already form a closed controlled set.,A wrong origin changes local/mainland/international layer comparisons.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0277,actor_field,A103,全国基地爆音訴訟原告団連絡会議,actor_class,citizen_network,citizen_network,freeze_as_is,1,01_actor_registry_initial_v0.csv,Freeze the analytical actor-class vocabulary while preserving actor-specific classification review.,A wrong class changes ecology counts and figure composition.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0278,actor_field,A103,全国基地爆音訴訟原告団連絡会議,legal_status_guess,informal_network,informal_network,freeze_as_is,1,01_actor_registry_initial_v0.csv,Move legal-form surface strings into controlled codes; unresolved codes do not assert法人格.,A wrong normalization could turn a guess into a false legal-status claim.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0279,actor_field,A103,全国基地爆音訴訟原告団連絡会議,origin_type,japan_domestic,japan_domestic,freeze_as_is,1,01_actor_registry_initial_v0.csv,All seven observed origin codes already form a closed controlled set.,A wrong origin changes local/mainland/international layer comparisons.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0280,actor_field,A104,普天間基地爆音訴訟弁護団,actor_class,lawyers_network,lawyers_network,freeze_as_is,1,01_actor_registry_initial_v0.csv,Freeze the analytical actor-class vocabulary while preserving actor-specific classification review.,A wrong class changes ecology counts and figure composition.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0281,actor_field,A104,普天間基地爆音訴訟弁護団,legal_status_guess,litigation_team,litigation_team,freeze_as_is,1,01_actor_registry_initial_v0.csv,Move legal-form surface strings into controlled codes; unresolved codes do not assert法人格.,A wrong normalization could turn a guess into a false legal-status claim.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0282,actor_field,A104,普天間基地爆音訴訟弁護団,origin_type,okinawa_local,okinawa_local,freeze_as_is,1,01_actor_registry_initial_v0.csv,All seven observed origin codes already form a closed controlled set.,A wrong origin changes local/mainland/international layer comparisons.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0283,actor_field,A105,日本YWCA,actor_class,womens_or_human_rights_ngo,womens_human_rights_ngo,mechanical_normalize,1,01_actor_registry_initial_v0.csv,Freeze the analytical actor-class vocabulary while preserving actor-specific classification review.,A wrong class changes ecology counts and figure composition.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0284,actor_field,A105,日本YWCA,legal_status_guess,public_interest_foundation,public_interest_incorporated_foundation,mechanical_normalize,1,01_actor_registry_initial_v0.csv,Move legal-form surface strings into controlled codes; unresolved codes do not assert法人格.,A wrong normalization could turn a guess into a false legal-status claim.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0285,actor_field,A105,日本YWCA,origin_type,japan_domestic,japan_domestic,freeze_as_is,1,01_actor_registry_initial_v0.csv,All seven observed origin codes already form a closed controlled set.,A wrong origin changes local/mainland/international layer comparisons.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0286,actor_field,A106,辺野古の海を土砂で埋めるな！首都圏連絡会,actor_class,citizen_network,citizen_network,freeze_as_is,1,01_actor_registry_initial_v0.csv,Freeze the analytical actor-class vocabulary while preserving actor-specific classification review.,A wrong class changes ecology counts and figure composition.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0287,actor_field,A106,辺野古の海を土砂で埋めるな！首都圏連絡会,legal_status_guess,informal_network,informal_network,freeze_as_is,1,01_actor_registry_initial_v0.csv,Move legal-form surface strings into controlled codes; unresolved codes do not assert法人格.,A wrong normalization could turn a guess into a false legal-status claim.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0288,actor_field,A106,辺野古の海を土砂で埋めるな！首都圏連絡会,origin_type,japan_domestic,japan_domestic,freeze_as_is,1,01_actor_registry_initial_v0.csv,All seven observed origin codes already form a closed controlled set.,A wrong origin changes local/mainland/international layer comparisons.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0289,actor_field,A107,沖縄YWCA,actor_class,womens_or_human_rights_ngo,womens_human_rights_ngo,mechanical_normalize,1,01_actor_registry_initial_v0.csv,Freeze the analytical actor-class vocabulary while preserving actor-specific classification review.,A wrong class changes ecology counts and figure composition.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0290,actor_field,A107,沖縄YWCA,legal_status_guess,association_or_regional_ywca,regional_association_or_chapter,freeze_as_unresolved,1,01_actor_registry_initial_v0.csv,Move legal-form surface strings into controlled codes; unresolved codes do not assert法人格.,A wrong normalization could turn a guess into a false legal-status claim.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0291,actor_field,A107,沖縄YWCA,origin_type,okinawa_local,okinawa_local,freeze_as_is,1,01_actor_registry_initial_v0.csv,All seven observed origin codes already form a closed controlled set.,A wrong origin changes local/mainland/international layer comparisons.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0292,actor_field,A108,沖縄を再び戦場にさせない県民の会,actor_class,citizen_network,citizen_network,freeze_as_is,1,01_actor_registry_initial_v0.csv,Freeze the analytical actor-class vocabulary while preserving actor-specific classification review.,A wrong class changes ecology counts and figure composition.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0293,actor_field,A108,沖縄を再び戦場にさせない県民の会,legal_status_guess,informal_network,informal_network,freeze_as_is,1,01_actor_registry_initial_v0.csv,Move legal-form surface strings into controlled codes; unresolved codes do not assert法人格.,A wrong normalization could turn a guess into a false legal-status claim.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0294,actor_field,A108,沖縄を再び戦場にさせない県民の会,origin_type,okinawa_local,okinawa_local,freeze_as_is,1,01_actor_registry_initial_v0.csv,All seven observed origin codes already form a closed controlled set.,A wrong origin changes local/mainland/international layer comparisons.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0295,actor_field,A109,第4次嘉手納基地爆音差止訴訟弁護団,actor_class,lawyers_network,lawyers_network,freeze_as_is,1,01_actor_registry_initial_v0.csv,Freeze the analytical actor-class vocabulary while preserving actor-specific classification review.,A wrong class changes ecology counts and figure composition.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0296,actor_field,A109,第4次嘉手納基地爆音差止訴訟弁護団,legal_status_guess,litigation_team,litigation_team,freeze_as_is,1,01_actor_registry_initial_v0.csv,Move legal-form surface strings into controlled codes; unresolved codes do not assert法人格.,A wrong normalization could turn a guess into a false legal-status claim.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0297,actor_field,A109,第4次嘉手納基地爆音差止訴訟弁護団,origin_type,okinawa_local,okinawa_local,freeze_as_is,1,01_actor_registry_initial_v0.csv,All seven observed origin codes already form a closed controlled set.,A wrong origin changes local/mainland/international layer comparisons.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0298,actor_field,A110,辺野古に基地を絶対つくらせない大阪行動,actor_class,citizen_group,citizen_group,freeze_as_is,1,01_actor_registry_initial_v0.csv,Freeze the analytical actor-class vocabulary while preserving actor-specific classification review.,A wrong class changes ecology counts and figure composition.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0299,actor_field,A110,辺野古に基地を絶対つくらせない大阪行動,legal_status_guess,informal_association,informal_association,freeze_as_is,1,01_actor_registry_initial_v0.csv,Move legal-form surface strings into controlled codes; unresolved codes do not assert法人格.,A wrong normalization could turn a guess into a false legal-status claim.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0300,actor_field,A110,辺野古に基地を絶対つくらせない大阪行動,origin_type,japan_domestic,japan_domestic,freeze_as_is,1,01_actor_registry_initial_v0.csv,All seven observed origin codes already form a closed controlled set.,A wrong origin changes local/mainland/international layer comparisons.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0301,actor_field,A111,沖縄県女性団体連絡協議会,actor_class,womens_or_community_organization,womens_network,human_assignment_review,1,01_actor_registry_initial_v0.csv,Freeze the analytical actor-class vocabulary while preserving actor-specific classification review.,A wrong class changes ecology counts and figure composition.,yes,HR029-015,needs_human_review,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0302,actor_field,A111,沖縄県女性団体連絡協議会,legal_status_guess,informal_network,informal_network,freeze_as_is,1,01_actor_registry_initial_v0.csv,Move legal-form surface strings into controlled codes; unresolved codes do not assert法人格.,A wrong normalization could turn a guess into a false legal-status claim.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0303,actor_field,A111,沖縄県女性団体連絡協議会,origin_type,okinawa_local,okinawa_local,freeze_as_is,1,01_actor_registry_initial_v0.csv,All seven observed origin codes already form a closed controlled set.,A wrong origin changes local/mainland/international layer comparisons.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0304,actor_field,X001,USO Okinawa,actor_class,base_community_service_actor,base_community_service_actor,freeze_as_is,1,01_actor_registry_initial_v0.csv,Freeze the analytical actor-class vocabulary while preserving actor-specific classification review.,A wrong class changes ecology counts and figure composition.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0305,actor_field,X001,USO Okinawa,legal_status_guess,not_for_profit,not_for_profit_organization,mechanical_normalize,1,01_actor_registry_initial_v0.csv,Move legal-form surface strings into controlled codes; unresolved codes do not assert法人格.,A wrong normalization could turn a guess into a false legal-status claim.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0306,actor_field,X001,USO Okinawa,origin_type,us_origin,us_origin,freeze_as_is,1,01_actor_registry_initial_v0.csv,All seven observed origin codes already form a closed controlled set.,A wrong origin changes local/mainland/international layer comparisons.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0307,actor_field,X002,Phoenix Corporation / Phoenix Park Hotel,actor_class,local_business_sponsor,local_business_sponsor,freeze_as_is,1,01_actor_registry_initial_v0.csv,Freeze the analytical actor-class vocabulary while preserving actor-specific classification review.,A wrong class changes ecology counts and figure composition.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0308,actor_field,X002,Phoenix Corporation / Phoenix Park Hotel,legal_status_guess,company,for_profit_company,mechanical_normalize,1,01_actor_registry_initial_v0.csv,Move legal-form surface strings into controlled codes; unresolved codes do not assert法人格.,A wrong normalization could turn a guess into a false legal-status claim.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0309,actor_field,X002,Phoenix Corporation / Phoenix Park Hotel,origin_type,corporate,corporate,freeze_as_is,1,01_actor_registry_initial_v0.csv,All seven observed origin codes already form a closed controlled set.,A wrong origin changes local/mainland/international layer comparisons.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0310,actor_field,X003,American Engineering Corporation AEC,actor_class,corporate_sponsor,corporate_sponsor,freeze_as_is,1,01_actor_registry_initial_v0.csv,Freeze the analytical actor-class vocabulary while preserving actor-specific classification review.,A wrong class changes ecology counts and figure composition.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0311,actor_field,X003,American Engineering Corporation AEC,legal_status_guess,company,for_profit_company,mechanical_normalize,1,01_actor_registry_initial_v0.csv,Move legal-form surface strings into controlled codes; unresolved codes do not assert法人格.,A wrong normalization could turn a guess into a false legal-status claim.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0312,actor_field,X003,American Engineering Corporation AEC,origin_type,corporate,corporate,freeze_as_is,1,01_actor_registry_initial_v0.csv,All seven observed origin codes already form a closed controlled set.,A wrong origin changes local/mainland/international layer comparisons.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0313,actor_field,X004,American Welfare & Works Association (AWWA / 米国福祉事業協会),actor_class,base_spouse_charity_network,base_spouse_charity_network,freeze_as_is,1,01_actor_registry_initial_v0.csv,Freeze the analytical actor-class vocabulary while preserving actor-specific classification review.,A wrong class changes ecology counts and figure composition.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0314,actor_field,X004,American Welfare & Works Association (AWWA / 米国福祉事業協会),legal_status_guess,registered_nonprofit（EIN 98-0227149 pending Form 990 check）,registered_nonprofit_pending_document_check,freeze_as_unresolved,1,01_actor_registry_initial_v0.csv,Move legal-form surface strings into controlled codes; unresolved codes do not assert法人格.,A wrong normalization could turn a guess into a false legal-status claim.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0315,actor_field,X004,American Welfare & Works Association (AWWA / 米国福祉事業協会),origin_type,us_origin,us_origin,freeze_as_is,1,01_actor_registry_initial_v0.csv,All seven observed origin codes already form a closed controlled set.,A wrong origin changes local/mainland/international layer comparisons.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0316,actor_field,X005,Naval Officers' Spouses' Club of Okinawa NOSCO,actor_class,base_spouse_club,base_spouse_club,freeze_as_is,1,01_actor_registry_initial_v0.csv,Freeze the analytical actor-class vocabulary while preserving actor-specific classification review.,A wrong class changes ecology counts and figure composition.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0317,actor_field,X005,Naval Officers' Spouses' Club of Okinawa NOSCO,legal_status_guess,club/private_org,private_membership_organization_status_unresolved,freeze_as_unresolved,1,01_actor_registry_initial_v0.csv,Move legal-form surface strings into controlled codes; unresolved codes do not assert法人格.,A wrong normalization could turn a guess into a false legal-status claim.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0318,actor_field,X005,Naval Officers' Spouses' Club of Okinawa NOSCO,origin_type,us_origin,us_origin,freeze_as_is,1,01_actor_registry_initial_v0.csv,All seven observed origin codes already form a closed controlled set.,A wrong origin changes local/mainland/international layer comparisons.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0319,actor_field,X006,Kadena Officers' Spouses' Club KOSC,actor_class,base_spouse_club,base_spouse_club,freeze_as_is,1,01_actor_registry_initial_v0.csv,Freeze the analytical actor-class vocabulary while preserving actor-specific classification review.,A wrong class changes ecology counts and figure composition.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0320,actor_field,X006,Kadena Officers' Spouses' Club KOSC,legal_status_guess,registered_nonprofit（EIN 98-0214323）,registered_nonprofit,mechanical_normalize,1,01_actor_registry_initial_v0.csv,Move legal-form surface strings into controlled codes; unresolved codes do not assert法人格.,A wrong normalization could turn a guess into a false legal-status claim.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0321,actor_field,X006,Kadena Officers' Spouses' Club KOSC,origin_type,us_origin,us_origin,freeze_as_is,1,01_actor_registry_initial_v0.csv,All seven observed origin codes already form a closed controlled set.,A wrong origin changes local/mainland/international layer comparisons.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0322,actor_field,X007,Okinawa Enlisted Spouses' Club (OESC),actor_class,base_spouse_club,base_spouse_club,freeze_as_is,1,01_actor_registry_initial_v0.csv,Freeze the analytical actor-class vocabulary while preserving actor-specific classification review.,A wrong class changes ecology counts and figure composition.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0323,actor_field,X007,Okinawa Enlisted Spouses' Club (OESC),legal_status_guess,501c3（EIN 98-0346507）,us_501c3_nonprofit,mechanical_normalize,1,01_actor_registry_initial_v0.csv,Move legal-form surface strings into controlled codes; unresolved codes do not assert法人格.,A wrong normalization could turn a guess into a false legal-status claim.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0324,actor_field,X007,Okinawa Enlisted Spouses' Club (OESC),origin_type,us_origin,us_origin,freeze_as_is,1,01_actor_registry_initial_v0.csv,All seven observed origin codes already form a closed controlled set.,A wrong origin changes local/mainland/international layer comparisons.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0325,actor_field,X008,American Red Cross Okinawa,actor_class,base_community_service_actor,base_community_service_actor,freeze_as_is,1,01_actor_registry_initial_v0.csv,Freeze the analytical actor-class vocabulary while preserving actor-specific classification review.,A wrong class changes ecology counts and figure composition.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0326,actor_field,X008,American Red Cross Okinawa,legal_status_guess,nonprofit_or_base_office,nonprofit_or_branch_office_unresolved,freeze_as_unresolved,1,01_actor_registry_initial_v0.csv,Move legal-form surface strings into controlled codes; unresolved codes do not assert法人格.,A wrong normalization could turn a guess into a false legal-status claim.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0327,actor_field,X008,American Red Cross Okinawa,origin_type,us_origin,us_origin,freeze_as_is,1,01_actor_registry_initial_v0.csv,All seven observed origin codes already form a closed controlled set.,A wrong origin changes local/mainland/international layer comparisons.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0328,actor_field,X009,Navy-Marine Corps Relief Society Okinawa,actor_class,base_community_service_actor,base_community_service_actor,freeze_as_is,1,01_actor_registry_initial_v0.csv,Freeze the analytical actor-class vocabulary while preserving actor-specific classification review.,A wrong class changes ecology counts and figure composition.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0329,actor_field,X009,Navy-Marine Corps Relief Society Okinawa,legal_status_guess,nonprofit_or_base_office,nonprofit_or_branch_office_unresolved,freeze_as_unresolved,1,01_actor_registry_initial_v0.csv,Move legal-form surface strings into controlled codes; unresolved codes do not assert法人格.,A wrong normalization could turn a guess into a false legal-status claim.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0330,actor_field,X009,Navy-Marine Corps Relief Society Okinawa,origin_type,us_origin,us_origin,freeze_as_is,1,01_actor_registry_initial_v0.csv,All seven observed origin codes already form a closed controlled set.,A wrong origin changes local/mainland/international layer comparisons.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
SF0331,actor_field,X010,沖縄NGOセンター,actor_class,local_international_cooperation_ngo,local_international_cooperation_ngo,freeze_as_is,1,01_actor_registry_initial_v0.csv,Freeze the analytical actor-class vocabulary while preserving actor-specific classification review.,A wrong class changes ecology counts and figure composition.,no,,freeze_candidate,"This is a schema/assignment candidate only; it does not approve actor scope, edges or substantive interpretation."
