source_id,source_type,title,year,url,what_it_supports,evidence_level,bias_note,review_status,notes,locator,support_scope,human_decision,review_task_id,human_reviewer,review_date,reviewed_fields,archive_resolution,decision_source_report,relation_or_claim_approved
S177,court_record,福岡高等裁判所 特別保存に付した事件（令和7年）,2025,https://www.courts.go.jp/fukuoka-h/vc-files/fukuoka-h/reiwa7.pdf,法院支部、案号、事件名、通称和特别保存身份；不能替代判决主文。,E4,保存表确认案号，不能替代判决主文。,human_revised,"Phase-1 module source integration SMC026; module refs=R9:R9S026. Source metadata remains AI-seeded; source inclusion does not approve the supported relation or interpretation. Review prerequisite: approve_new_source_metadata_and_scope. HR source-metadata review: 精确定位两个那霸支部案号。 Source inclusion does not approve actors, edges, alliances, funding, amounts, causality or policy effects.",PDF p.22那覇支部第1项令和5年（行コ）第6号；p.23第32项令和2年（行コ）第3号,法院支部、案号、事件名、通称和特别保存身份；不能替代判决主文。,revise,HR-022,project_principal_user,2026-07-20,title;source_type;year_or_period;locator;support_scope;evidence_level;archive_resolution,archived_verified,docs/human_review_return_HR022_metadata_batch31_v1.md,no
S178,court_record,那覇地方裁判所 特別保存に付した事件（令和３年度完結分）,FY2021 completed-case list；file created 2025-03-26,https://www.courts.go.jp/naha/vc-files/naha/2024/chisai/minji/tokubetuhozon/R3kanketubunitiranhyou.pdf,表中案号、事件名、法院和终局日；不支持判决理由或组织角色。,E4,"Process/source fact only; do not infer organization continuity, alliance, or later authorization.",human_revised,"Phase-1 module source integration SMC027; module refs=R9:R9S016. Source metadata remains AI-seeded; source inclusion does not approve the supported relation or interpretation. Review prerequisite: approve_new_source_metadata_and_scope. HR source-metadata review: 2024不作来源年份。 Source inclusion does not approve actors, edges, alliances, funding, amounts, causality or policy effects.",PDF p.1第2项，令和1年（行ウ）14号/15号，终局日2020-08-27,表中案号、事件名、法院和终局日；不支持判决理由或组织角色。,revise,HR-022,project_principal_user,2026-07-20,title;source_type;year_or_period;locator;support_scope;evidence_level;archive_resolution,archived_verified,docs/human_review_return_HR022_metadata_batch31_v1.md,no
S179,organization_event_report,辺野古県民投票の民意とこれから－元山仁士郎さんに聞く,2021,https://www.ichikawa-fusae.or.jp/20210313-1,基金会对讲座内容的公开记录及其中回顾的成立日、动员和程序叙述；正式角色优先引用官方记录。,E3,后续讲座记录；组织与请求代表角色优先使用官方R9S030/R9S031。,human_revised,"Phase-1 module source integration SMC028; module refs=R9:R9S021. Source metadata remains AI-seeded; source inclusion does not approve the supported relation or interpretation. Review prerequisite: approve_new_source_metadata_and_scope;retain_usable_with_limit_boundary. HR source-metadata review: 成立日仅作回顾性二手支持。 Source inclusion does not approve actors, edges, alliances, funding, amounts, causality or policy effects.",2021-03-13；正文第1段；2018-04-16创设及签名活动段；事件详情与讲者简介,基金会对讲座内容的公开记录及其中回顾的成立日、动员和程序叙述；正式角色优先引用官方记录。,revise,HR-022,project_principal_user,2026-07-20,title;source_type;year_or_period;locator;support_scope;evidence_level;archive_resolution,archived_verified,docs/human_review_return_HR022_metadata_batch31_v1.md,no
S180,national_official,佐賀県（図上訓練、令和７年２月１２日）,2025,https://www.kokuminhogo.go.jp/kunren/kyodo/post-103.html,政府训练设定、计划讨论、点名集合/港口/救护节点及参加机构；不证明现实能力。,E4,训练计划不是实际撤离能力验证 | 与那国到佐贺的避难、接收与救护节点均可复核；训练不等于能力验证,human_revised,"Phase-1 module source integration SMC030; module refs=R4:R4S025. Source metadata remains AI-seeded; source inclusion does not approve the supported relation or interpretation. Review prerequisite: approve_new_source_metadata_and_scope. HR source-metadata review: 训练不等于能力验证。 Source inclusion does not approve actors, edges, alliances, funding, amounts, causality or policy effects.",实施日時；训练实施場所；想定；避难计划检讨会；现场确认；参加机构等,政府训练设定、计划讨论、点名集合/港口/救护节点及参加机构；不证明现实能力。,revise,HR-022,project_principal_user,2026-07-20,title;source_type;year_or_period;locator;support_scope;evidence_level;archive_resolution,archived_verified,docs/human_review_return_HR022_metadata_batch31_v1.md,no
S181,organization_site,ONCの活動,n.d.; content current through 2025-04; accessed 2026,https://www.oki-ngo.org/project,ONC自述项目组合、KIP受冲绳市委托运营及服务功能；不支持具体金额或付款日。,E4,distinct subpage; do not collapse into S095 without a page-level policy | source metadata inferred from crosswalk; no archive performed,human_revised,"Phase-1 module source integration SMC034; module refs=R10:R10S09. Source metadata remains AI-seeded; source inclusion does not approve the supported relation or interpretation. Review prerequisite: approve_new_source_metadata_and_scope;confirm_R10_inferred_type_year_and_support_scope. HR source-metadata review: 保持独立项目页，不与S095主页机械折叠。 Source inclusion does not approve actors, edges, alliances, funding, amounts, causality or policy effects.",主な活動；多文化共生まちづくり；KIP運営（沖縄市委託）,ONC自述项目组合、KIP受冲绳市委托运营及服务功能；不支持具体金额或付款日。,revise,HR-022,project_principal_user,2026-07-20,title;source_type;year_or_period;locator;support_scope;evidence_level;archive_resolution,archived_verified,docs/human_review_return_HR022_metadata_batch31_v1.md,no
S182,local_news,石垣市住民投票を求める会が解散　６年間の活動を支えてくれた市民に感謝,2024,https://www.otv.co.jp/okitive/news/post/00012171/index.html,报道的2024-11-27解散、约六年活动、签名行动和代表公开说法；最高裁程序只支持一般败诉终结。,E2,最高裁程序措辞与QAB冲突；组织沿革需历史材料。,human_revised,"Phase-1 module source integration SMC036; module refs=R9:R9S019. Source metadata remains AI-seeded; source inclusion does not approve the supported relation or interpretation. Review prerequisite: approve_new_source_metadata_and_scope;retain_usable_with_limit_boundary. HR source-metadata review: 删除与QAB“冲突”说，改为程序简写不完整。 Source inclusion does not approve actors, edges, alliances, funding, amounts, causality or policy effects.",2024-11-28；正文第1–5段；解散日、签名、诉讼终结及代表发言,报道的2024-11-27解散、约六年活动、签名行动和代表公开说法；最高裁程序只支持一般败诉终结。,revise,HR-022,project_principal_user,2026-07-20,title;source_type;year_or_period;locator;support_scope;evidence_level;archive_resolution,archived_verified,docs/human_review_return_HR022_metadata_batch32_v1.md,no
S183,prefectural_official,令和６年度　NPO等との協働実績調査結果,FY2024; department names as of 2025-04; file created 2025-09-09,https://www.pref.okinawa.jp/_res/projects/default_project/_page_/001/004/917/2r6kekka.pdf,"616条官方回答的代码定义、分组、数量和汇总；8,022,166千円仅为协作事业费汇总，不是actor付款。",E4,code-definition source; archive and add before merge | source metadata inferred from crosswalk; no archive performed,human_revised,"Phase-1 module source integration SMC037; module refs=R10:R10S12. Source metadata remains AI-seeded; source inclusion does not approve the supported relation or interpretation. Review prerequisite: approve_new_source_metadata_and_scope;confirm_R10_inferred_type_year_and_support_scope. HR source-metadata review: 不批准display label为actor或relation。 Source inclusion does not approve actors, edges, alliances, funding, amounts, causality or policy effects.",PDF p.1 616条与部门分布；p.2协作形态；p.4对象分类；p.6事业费汇总,"616条官方回答的代码定义、分组、数量和汇总；8,022,166千円仅为协作事业费汇总，不是actor付款。",revise,HR-022,project_principal_user,2026-07-20,title;source_type;year_or_period;locator;support_scope;evidence_level;archive_resolution,archived_verified,docs/human_review_return_HR022_metadata_batch32_v1.md,no
S184,official_contract_record,知事公室における随意契約の実績（令和6年度1／四半期分）,FY2024 Q1; file created 2024-12-20,https://www.pref.okinawa.jp/_res/projects/default_project/_page_/001/015/127/koushitsu1.pdf,三项具名合同的名称、日期、契约金额、相手方和选择理由；两项OPAC合同保持分开。,E4,key official contract source; archive and add before merge | source metadata inferred from crosswalk; no archive performed,human_revised,"Phase-1 module source integration SMC038; module refs=R10:R10S11. Source metadata remains AI-seeded; source inclusion does not approve the supported relation or interpretation. Review prerequisite: approve_new_source_metadata_and_scope;confirm_R10_inferred_type_year_and_support_scope. HR source-metadata review: 合同额不等于支付额、最终收款或运动资助。 Source inclusion does not approve actors, edges, alliances, funding, amounts, causality or policy effects.",PDF p.1第2项；p.2第11/12项；契约名称、日期、金额、相手方和理由栏,三项具名合同的名称、日期、契约金额、相手方和选择理由；两项OPAC合同保持分开。,revise,HR-022,project_principal_user,2026-07-20,title;source_type;year_or_period;locator;support_scope;evidence_level;archive_resolution,archived_verified,docs/human_review_return_HR022_metadata_batch32_v1.md,no
S185,official_legislative_record,米軍基地関係特別委員会記録＜第1号＞（平成30年第4回沖縄県議会定例会閉会中）,2018,https://www.pref.okinawa.jp/_res/projects/default_project/_page_/001/021/212/h301002gun-1.pdf,2018-10-02听证、乙第1号议案、三名请求代表者身份和会内职务；发言归属于发言者。,E4,"Process/source fact only; do not infer organization continuity, alliance, or later authorization.",human_revised,"Phase-1 module source integration SMC039; module refs=R9:R9S030. Source metadata remains AI-seeded; source inclusion does not approve the supported relation or interpretation. Review prerequisite: approve_new_source_metadata_and_scope. HR source-metadata review: 共同出席不推出联盟。 Source inclusion does not approve actors, edges, alliances, funding, amounts, causality or policy effects.",PDF pp.1–3会议日期、审查议案、参考人姓名及当次身份；后续页按发言者定位,2018-10-02听证、乙第1号议案、三名请求代表者身份和会内职务；发言归属于发言者。,revise,HR-022,project_principal_user,2026-07-20,title;source_type;year_or_period;locator;support_scope;evidence_level;archive_resolution,archived_verified,docs/human_review_return_HR022_metadata_batch32_v1.md,no
S186,official_meeting_minutes,令和６年度第３回沖縄県多文化共生社会の構築に関する万国津梁会議 議事概要,meeting 2024-11-27; file created 2025-03-14,https://www.pref.okinawa.jp/_res/projects/default_project/_page_/001/034/046/3gaiyo.pdf,本次会议、委员、ONC四名人员事务局列席及议事内容；列席不单独证明合同或长期伙伴关系。,E4,archive and add to source log before main-table merge | source metadata inferred from crosswalk; no archive performed,human_revised,"Phase-1 module source integration SMC040; module refs=R10:R10S08. Source metadata remains AI-seeded; source inclusion does not approve the supported relation or interpretation. Review prerequisite: approve_new_source_metadata_and_scope;confirm_R10_inferred_type_year_and_support_scope. HR source-metadata review: 事务局功能限于本次会议。 Source inclusion does not approve actors, edges, alliances, funding, amounts, causality or policy effects.",PDF p.1日期/会场/委员/事务局；pp.2–11议事概要,本次会议、委员、ONC四名人员事务局列席及议事内容；列席不单独证明合同或长期伙伴关系。,revise,HR-022,project_principal_user,2026-07-20,title;source_type;year_or_period;locator;support_scope;evidence_level;archive_resolution,archived_verified,docs/human_review_return_HR022_metadata_batch32_v1.md,no
S187,prefectural_official,辺野古新基地建設問題の経緯,updated 2025-09-08; chronology covers 1995–2025,https://www.pref.okinawa.jp/heiwakichi/futenma/1017409/1017427.html,县政府时间线逐项明示的日期、行政行动、投票数字和县方说明；争议评价归属于县方。,E4,"Process/source fact only; do not infer organization continuity, alliance, or later authorization.",human_revised,"Phase-1 module source integration SMC041; module refs=R9:R9S012. Source metadata remains AI-seeded; source inclusion does not approve the supported relation or interpretation. Review prerequisite: approve_new_source_metadata_and_scope. HR source-metadata review: 2026改为2025-09-08更新。 Source inclusion does not approve actors, edges, alliances, funding, amounts, causality or policy effects.",页面更新日；按年份标题定位；2019年段落用于县民投票和通知,县政府时间线逐项明示的日期、行政行动、投票数字和县方说明；争议评价归属于县方。,revise,HR-022,project_principal_user,2026-07-20,title;source_type;year_or_period;locator;support_scope;evidence_level;archive_resolution,archived_verified,docs/human_review_return_HR022_metadata_batch32_v1.md,no
S188,official_gazette,沖縄県公報 号外第43号（平成30年10月31日）—沖縄県条例第62号「辺野古米軍基地建設のための埋立ての賛否を問う県民投票条例」,2018,https://www.pref.okinawa.jp/kenkouhou/H30/10gatsu/181031gogai43.pdf,条例正式名称、编号、公布日、条文和施行事实；不支持后续结果或组织角色。,E4,"Process/source fact only; do not infer organization continuity, alliance, or later authorization.",human_revised,"Phase-1 module source integration SMC042; module refs=R9:R9S010. Source metadata remains AI-seeded; source inclusion does not approve the supported relation or interpretation. Review prerequisite: approve_new_source_metadata_and_scope. HR source-metadata review: 改official_gazette。 Source inclusion does not approve actors, edges, alliances, funding, amounts, causality or policy effects.",PDF pp.1–4公报表头、条例第62号正文、附则及公报内通知,条例正式名称、编号、公布日、条文和施行事实；不支持后续结果或组织角色。,revise,HR-022,project_principal_user,2026-07-20,title;source_type;year_or_period;locator;support_scope;evidence_level;archive_resolution,archived_verified,docs/human_review_return_HR022_metadata_batch32_v1.md,no
S189,official_gazette,沖縄県公報 号外第17号（平成30年5月23日）—条例制定請求代表者証明書の交付（沖縄県告示第246号）,2018,https://www.pref.okinawa.jp/kenkouhou/H30/5gatsu/180523gogai17.pdf,2018-05-23获发证明书的法定请求代表者身份；不是组织成员或联盟名单。,E4,名单不是组织成员名册。,human_revised,"Phase-1 module source integration SMC043; module refs=R9:R9S031. Source metadata remains AI-seeded; source inclusion does not approve the supported relation or interpretation. Review prerequisite: approve_new_source_metadata_and_scope. HR source-metadata review: 公开输出原则上不复制个人详细地址。 Source inclusion does not approve actors, edges, alliances, funding, amounts, causality or policy effects.",PDF pp.1–2，沖縄県告示第246号及33名请求代表者名单,2018-05-23获发证明书的法定请求代表者身份；不是组织成员或联盟名单。,revise,HR-022,project_principal_user,2026-07-20,title;source_type;year_or_period;locator;support_scope;evidence_level;archive_resolution,archived_verified,docs/human_review_return_HR022_metadata_batch32_v1.md,no
S190,official_gazette,沖縄県公報 号外第2号（平成31年1月31日）—沖縄県条例第1号「辺野古米軍基地建設のための埋立ての賛否を問う県民投票条例の一部を改正する条例」,2019,https://www.pref.okinawa.jp/kenkouhou/H31/1gatsu/190131gogai2.pdf,三选项修法正式文本、公布日和施行事实；不支持促成组织或政治效果。,E4,"Process/source fact only; do not infer organization continuity, alliance, or later authorization.",human_revised,"Phase-1 module source integration SMC044; module refs=R9:R9S011. Source metadata remains AI-seeded; source inclusion does not approve the supported relation or interpretation. Review prerequisite: approve_new_source_metadata_and_scope. HR source-metadata review: 页脚旧文字不作来源日期。 Source inclusion does not approve actors, edges, alliances, funding, amounts, causality or policy effects.",PDF pp.1–2，条例第1号修改条文及附则,三选项修法正式文本、公布日和施行事实；不支持促成组织或政治效果。,revise,HR-022,project_principal_user,2026-07-20,title;source_type;year_or_period;locator;support_scope;evidence_level;archive_resolution,archived_verified,docs/human_review_return_HR022_metadata_batch32_v1.md,no
S191,official_legislative_record,議会提案説明（平成30年第6回沖縄県議会臨時会）,proposal explanation 2018-09-20; page updated 2024-01-11,https://www.pref.okinawa.jp/kensei/kencho/1001519/1001591/1018974/1018988.html,"知事提案说明、请求受理日、约数签名、提案预算额和议案范围；约93,000不得替代92,848。",E4,"Process/source fact only; do not infer organization continuity, alliance, or later authorization.",human_revised,"Phase-1 module source integration SMC045; module refs=R9:R9S009. Source metadata remains AI-seeded; source inclusion does not approve the supported relation or interpretation. Review prerequisite: approve_new_source_metadata_and_scope. HR source-metadata review: 预算额不是实际支出或组织收款。 Source inclusion does not approve actors, edges, alliances, funding, amounts, causality or policy effects.","冒头日期；甲第1号议案说明；请求受理日、约93,000签名、551,394,000日元预算和三项议案段","知事提案说明、请求受理日、约数签名、提案预算额和议案范围；约93,000不得替代92,848。",revise,HR-022,project_principal_user,2026-07-20,title;source_type;year_or_period;locator;support_scope;evidence_level;archive_resolution,archived_verified,docs/human_review_return_HR022_metadata_batch32_v1.md,no
S192,prefectural_official,沖縄の米軍基地（平成15年3月）第13章「基地問題の沿革」,2003,https://www.pref.okinawa.jp/kititaisaku/DP-08-13.pdf,年表逐项明示的组织名称、代表、证明、署名、有效数、直接请求、议会修正、条例和投票日。,E4,"Process/source fact only; do not infer organization continuity, alliance, or later authorization.",human_revised,"Phase-1 module source integration SMC046; module refs=R9:R9S001. Source metadata remains AI-seeded; source inclusion does not approve the supported relation or interpretation. Review prerequisite: approve_new_source_metadata_and_scope. HR source-metadata review: 1997移到locator；A068映射由HR-017决定。 Source inclusion does not approve actors, edges, alliances, funding, amounts, causality or policy effects.",PDF pp.44–47/报告印刷pp.671–674，平成9年6月6日至12月名护市民投票程序,年表逐项明示的组织名称、代表、证明、署名、有效数、直接请求、议会修正、条例和投票日。,revise,HR-022,project_principal_user,2026-07-20,title;source_type;year_or_period;locator;support_scope;evidence_level;archive_resolution,archived_verified,docs/human_review_return_HR022_metadata_batch33_v1.md,no
S193,prefectural_official,令和6年度沖縄県国民保護共同図上訓練の実施結果,training 2025-01-30; page updated 2025-02-13,https://www.pref.okinawa.lg.jp/bosaianzen/kokuminhogo/1023175/1026163/1032696/1032939.html,训练设定、参与机构、先岛五市町村范围、重点课题和附件；仅为区域训练证据。,E4,覆盖先岛整体；不可全部归为与那国特有 | 来源覆盖先岛五市町村；只能作为先岛区域背景，不能计作与那国独有密度,human_revised,"Phase-1 module source integration SMC047; module refs=R4:R4S021. Source metadata remains AI-seeded; source inclusion does not approve the supported relation or interpretation. Review prerequisite: approve_new_source_metadata_and_scope. HR source-metadata review: 不计作与那国独有证据，不证明现实能力。 Source inclusion does not approve actors, edges, alliances, funding, amounts, causality or policy effects.",目的；日期/场所；73机构356人；训练设定；重点课题；五市町村附件,训练设定、参与机构、先岛五市町村范围、重点课题和附件；仅为区域训练证据。,revise,HR-022,project_principal_user,2026-07-20,title;source_type;year_or_period;locator;support_scope;evidence_level;archive_resolution,archived_verified,docs/human_review_return_HR022_metadata_batch33_v1.md,no
S194,local_news,石垣自衛隊基地建設／住民投票訴訟が敗訴／弁護団「国防の裁判で司法権独立せず」,2024,https://www.qab.co.jp/news/20241007226830.html,一般诉讼链、三名个人原告、最高裁阶段结束和败诉确定；精确程序保持中性。,E2,不据此确定棄却或不受理。,human_revised,"Phase-1 module source integration SMC049; module refs=R9:R9S028. Source metadata remains AI-seeded; source inclusion does not approve the supported relation or interpretation. Review prerequisite: approve_new_source_metadata_and_scope;retain_usable_with_limit_boundary. HR source-metadata review: 个人原告不等于A011组织原告。 Source inclusion does not approve actors, edges, alliances, funding, amounts, causality or policy effects.",发布日期；诉讼对象、三名原告、2024-03高院、2024-09-26最高裁决定及记者会段,一般诉讼链、三名个人原告、最高裁阶段结束和败诉确定；精确程序保持中性。,revise,HR-022,project_principal_user,2026-07-20,title;source_type;year_or_period;locator;support_scope;evidence_level;archive_resolution,archived_verified,docs/human_review_return_HR022_metadata_batch33_v1.md,no
S195,local_official,平成27年度施政方針,2015,https://www.town.yonaguni.okinawa.jp/docs/2018041100076/file_contents/H27siseihousin.pdf,町长在施政方针中对投票结果的官方解释和后续政策方向；决着必须归属于町长。,E4,官方立场不替代完整结果表。,human_revised,"Phase-1 module source integration SMC050; module refs=R9:R9S006. Source metadata remains AI-seeded; source inclusion does not approve the supported relation or interpretation. Review prerequisite: approve_new_source_metadata_and_scope. HR source-metadata review: 投票不授权后来全部扩编项目。 Source inclusion does not approve actors, edges, alliances, funding, amounts, causality or policy effects.",PDF pp.1–2，はじめに中的2015-02-22投票、58.7%、决着及约四成反对段,町长在施政方针中对投票结果的官方解释和后续政策方向；决着必须归属于町长。,revise,HR-022,project_principal_user,2026-07-20,title;source_type;year_or_period;locator;support_scope;evidence_level;archive_resolution,archived_verified,docs/human_review_return_HR022_metadata_batch33_v1.md,no
S196,local_official,国民保護計画,plan created 2017-05; page published 2018-04-11,https://www.town.yonaguni.okinawa.jp/docs/2018041100144/hogokeikaku.html,计划法定身份、目的、主要事项和附件；具体路线/设施/人数须另引附件。,E4,法定计划与当前扩军争议需分开 | 计划制定于 2017-05、网页发布于 2018-04-11；两日期宜并列,human_revised,"Phase-1 module source integration SMC051; module refs=R4:R4S020. Source metadata remains AI-seeded; source inclusion does not approve the supported relation or interpretation. Review prerequisite: approve_new_source_metadata_and_scope. HR source-metadata review: 计划不等于当前能力或民间立场。 Source inclusion does not approve actors, edges, alliances, funding, amounts, causality or policy effects.",公开日；计划制定年月；目的；组织/协作/平时准备/避难救援；两个附件链接,计划法定身份、目的、主要事项和附件；具体路线/设施/人数须另引附件。,revise,HR-022,project_principal_user,2026-07-20,title;source_type;year_or_period;locator;support_scope;evidence_level;archive_resolution,archived_verified,docs/human_review_return_HR022_metadata_batch33_v1.md,no
S197,official_legislative_record,平成30年第7回沖縄県議会（定例会）会議録 第2号（2018年10月19日）,2018,https://www2.pref.okinawa.jp/oki/Gikairep1.nsf/GoZentai/20180702000000,会议场次、发言者及县方对直接请求性质和实施原则的答复；数字归属按发言位置保留。,E4,"Process/source fact only; do not infer organization continuity, alliance, or later authorization.",human_revised,"Phase-1 module source integration SMC053; module refs=R9:R9S013. Source metadata remains AI-seeded; source inclusion does not approve the supported relation or interpretation. Review prerequisite: approve_new_source_metadata_and_scope. HR source-metadata review: URL改2018-10-19第2号会议；SSL失败不等于内容无效。 Source inclusion does not approve actors, edges, alliances, funding, amounts, causality or policy effects.","会议表头；仲宗根悟问题中的23,171/92,848；知事公室长关于直接请求和全市町村实施的答复",会议场次、发言者及县方对直接请求性质和实施原则的答复；数字归属按发言位置保留。,revise,HR-022,project_principal_user,2026-07-20,title;source_type;year_or_period;locator;support_scope;evidence_level;archive_resolution,retry_with_revised_url_keep_failed_ssl_if_needed,docs/human_review_return_HR022_metadata_batch33_v1.md,no
S198,official_legislative_record,令和元年第4回沖縄県議会（定例会）会議録 第7号（2019年7月2日）,2019,https://www2.pref.okinawa.jp/oki/Gikairep1.nsf/bf76642d1ed57158492581ed00348311/6cc4b1801bbb16124925861e00087c7a?OpenDocument,议会中公开出现的环境—部署连接、县方请求、资料未提供、营巢确认、水质监测和县方环境立场。,E4,需区分提问者陈述和环境部长回答 | 原文日期为 2019-07-02；摘录是议员转述“石垣市民”声音，不是环境部长答复，也没有具名 A010,human_revised,"Phase-1 module source integration SMC054; module refs=R4:R4S016. Source metadata remains AI-seeded; source inclusion does not approve the supported relation or interpretation. Review prerequisite: approve_new_source_metadata_and_scope. HR source-metadata review: 议员转述与行政答复分层；不得归给A010。 Source inclusion does not approve actors, edges, alliances, funding, amounts, causality or policy effects.",会议表头；次呂久成崇环境行政(2)问题及环境部长答复；冠鹫营巢/工程恢复问答；比嘉瑞己环境问答,议会中公开出现的环境—部署连接、县方请求、资料未提供、营巢确认、水质监测和县方环境立场。,revise,HR-022,project_principal_user,2026-07-20,title;source_type;year_or_period;locator;support_scope;evidence_level;archive_resolution,retry_failed_ssl,docs/human_review_return_HR022_metadata_batch33_v1.md,no
S199,foundation_site,公益財団法人おきなわ女性財団 公式サイト,2026,https://www.okinawajosei.org/,Third-party program context for C011; not C011 organizational identity,E4,"The site belongs to おきなわ女性財団, not 沖縄県女性団体連絡協議会; do not label it C011's official site.",ai_seeded,"HR-013/online-wave source integration 2026-07-13. Source inclusion does not approve candidate actor-issue edges, actor entry, alliance, funding, or political-position inference.",,,,,,,,,,
S200,local_news,沖縄タイムス―女団協、米軍性暴力を受け県民大会開催へ,2024,https://www.okinawatimes.co.jp/articles/-/1474162,HR-013 A111: named chair and 2024 prefectural rally concerning U.S. military sexual violence,E4,Event-level mobilization; does not create stable alliance edges among participating groups.,human_checked,"HR-013/online-wave source integration 2026-07-13. Source inclusion does not approve candidate actor-issue edges, actor entry, alliance, funding, or political-position inference.",,,,,,,,,,
S201,local_news,琉球新報―女団協、米軍性暴力を巡る県民大会を呼び掛け,2024,https://ryukyushimpo.jp/national/entry-3299439.html,"HR-013 A111: organizational history, named leadership and 2024 anti-sexual-violence mobilization",E4,"Use the historical base-removal action as a dated event, not proof of an unchanged alliance structure.",human_checked,"HR-013/online-wave source integration 2026-07-13. Source inclusion does not approve candidate actor-issue edges, actor entry, alliance, funding, or political-position inference.",,,,,,,,,,
S202,organization_site,ひめゆり平和祈念財団について,2026,https://www.himeyuri.or.jp/establish/foundation/,HR-013 C010: public-interest foundation identity and war-memory/peace-education function | C010: full legal name; 1960 foundation; 2011 public-interest transition; museum/education mission,E4,Background war-memory node only; do not infer an anti-base position or relation. | Approves identity/continuity only; does not imply base-politics stance.,human_checked,"HR-013/online-wave source integration 2026-07-13. Source inclusion does not approve candidate actor-issue edges, actor entry, alliance, funding, or political-position inference.",,,,,,,,,,
S203,organization_site,沖縄県サンゴ礁保全推進協議会 公式サイト,2026,https://ocrcc.sakura.ne.jp/,"HR-013 C034: continuing mixed-sector coral-conservation platform | C034: current operation, election/general meeting and coral-conservation mission",E4,Background administrative/coral platform; membership or public collaboration does not imply an anti-base stance. | Member presence is not an alliance edge.,human_checked,"HR-013/online-wave source integration 2026-07-13. Source inclusion does not approve candidate actor-issue edges, actor entry, alliance, funding, or political-position inference.",,,,,,,,,,
S204,organization_site,宮古島地下水研究会 公式サイト,2026,https://miyakojima-tikasui.com/,网站连续可见性和进一步检索入口；具体主张须相应页面及claim review。,E4,Candidate lead only; does not resolve C015 identity and does not authorize registry entry.,human_checked,"HR-013/online-wave source integration 2026-07-13. Source inclusion does not approve candidate actor-issue edges, actor entry, alliance, funding, or political-position inference. HR source-metadata review: 2026为访问/快照年；保持human_checked。 Source inclusion does not approve actors, edges, alliances, funding, amounts, causality or policy effects.",首页活动报告/研究报告/媒体报道/通知索引及可见2024–2025日期条目,网站连续可见性和进一步检索入口；具体主张须相应页面及claim review。,revise,HR-030,project_principal_user,2026-07-20,title;source_type;year_or_period;locator;support_scope;evidence_level;archive_resolution,reuse_existing_preserve_human_checked,docs/human_review_return_HR030_metadata_batch26_v1.md,no
S205,organization_report,資料館だより No.73,2024,https://www.himeyuri.or.jp/wp/wp-content/uploads/dayori-new-073_20240531.pdf,"C010: dated exhibitions, workshops, teacher training, publications and peace-memory work",E4,Use for peace/education programming; overseas exhibition is not automatically international advocacy.,ai_seeded,"HR-013/online-wave source integration 2026-07-13. Source inclusion does not approve candidate actor-issue edges, actor entry, alliance, funding, or political-position inference.",,,,,,,,,,
S206,government_report,民間団体（女性団体等）のネットワーク（都道府県・政令指定都市）,2024,https://www.gender.go.jp/research/kenkyu/suishinjokyo/2024/pdf/rep/10.pdf,C011: current organization identity and network size,E4,Network membership does not create stable alliance edges.,ai_seeded,"HR-013/online-wave source integration 2026-07-13. Source inclusion does not approve candidate actor-issue edges, actor entry, alliance, funding, or political-position inference.",,,,,,,,,,
S207,government_webpage,令和5年度 Womanちゅ応援宣言リーダー一覧,2024,https://www.pref.okinawa.jp/kurashikankyo/danjo/1021609/1027355/1027407/1027458.html,C011: current chair 伊良波純子 for C011 and separate chair/entity for A094,E4,Dedup evidence: C011 and A094 are separately named current organizations.,ai_seeded,"HR-013/online-wave source integration 2026-07-13. Source inclusion does not approve candidate actor-issue edges, actor entry, alliance, funding, or political-position inference.",,,,,,,,,,
S208,foundation_program_record,事業計画・事業報告,2016,https://www.okinawajosei.org/support.php,C011: repeated organization activity and 2023 security-documents course,E4,"This publisher is not C011 itself; use as independent program record, not organizational self-description.",ai_seeded,"HR-013/online-wave source integration 2026-07-13. Source inclusion does not approve candidate actor-issue edges, actor entry, alliance, funding, or political-position inference.",,,,,,,,,,
S209,government_webpage,日米地位協定の見直しに係る諸団体の主な支援行動,2004,https://www.pref.okinawa.jp/heiwakichi/kichi/1017255/1017256/1017262.html,C011: C011 lecture on Status of Forces Agreement review,E4,Documents one direct issue action; do not infer a stable coalition with the other listed organizations.,ai_seeded,"HR-013/online-wave source integration 2026-07-13. Source inclusion does not approve candidate actor-issue edges, actor entry, alliance, funding, or political-position inference.",,,,,,,,,,
S210,local_news,島の水や歴史学ぶ／自衛隊配備考える集会,2015,https://www.miyakomainichi.com/news/post-79534/,C015: self-hosted groundwater/history/JSDF-deployment meeting and representative,E3,Name appears in a quoted 基地配備 form; preserve as alias evidence pending human canonical decision.,ai_seeded,"HR-013/online-wave source integration 2026-07-13. Source inclusion does not approve candidate actor-issue edges, actor entry, alliance, funding, or political-position inference.",,,,,,,,,,
S211,association_report,離島で初 石垣島と宮古島に支部結成,2018,https://www.min-iren.gr.jp/news-press/genki/20180731_35632.html,C015: same representative and explicit groundwater/base-contamination framing in 2018,E3,"Independent organizational mention; publisher has an advocacy position, so use for continuity and attributed statement only.",ai_seeded,"HR-013/online-wave source integration 2026-07-13. Source inclusion does not approve candidate actor-issue edges, actor entry, alliance, funding, or political-position inference.",,,,,,,,,,
