edge_id,actor_id,actor_name,actor_class,analysis_family_v1,origin_type,issue_id,issue_label,issue_group,relation_basis_original,temporal_scope_v1,temporal_scope_rule,source_ref,evidence_level,review_status,review_layer,analysis_inclusion,analysis_exclusion_reason,conclusion_eligibility,notes,interpretation_limit
AI154,A065,南西諸島ピースネット,citizen_network,冲绳本地公民行动,okinawa_local,I002,anti_military,security_politics,Southwest Islands anti-militarization network,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S036,E3,needs_second_source,candidate,active,,candidate_or_clue,Verify membership.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI155,A065,南西諸島ピースネット,citizen_network,冲绳本地公民行动,okinawa_local,I017,frontline_prevention,security_politics,Anti-frontline framing for Sakishima,organizational_positioning,mission/purpose/sustained-role marker,S036,E3,needs_second_source,candidate,active,,candidate_or_clue,Verify continuity.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI156,A065,南西諸島ピースネット,citizen_network,冲绳本地公民行动,okinawa_local,I018,Taiwan_contingency,security_politics,Security environment concerns,organizational_positioning,mission/purpose/sustained-role marker,S036,E3,needs_second_source,candidate,active,,candidate_or_clue,Verify framing.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI157,A066,新外交イニシアティブ（ND）,domestic_japan_ngo,日本国内 NGO／声援,japan_domestic,I011,legal,legal_policy,暂不批准 ND—legal 事实边；S032 首页只确认政策倡议／外交智库身份，未直接闭合行政法、地方自治法或具体制度论证。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S032,E4,needs_second_source,candidate,active,,candidate_or_clue,Policy/legal advocacy. HR-035 Batch 2 principal-confirmed factual review (HR035-B02-AI157).,actor--issue evidence only; does not establish stable inter-organizational alliance
AI158,A066,新外交イニシアティブ（ND）,domestic_japan_ngo,日本国内 NGO／声援,japan_domestic,I009,local_autonomy,governance,暂不批准 ND—local_autonomy 事实边；S032 首页显示沖縄与地域外交政策研究，但没有直接闭合国—地方权限或地方自治主张。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S032,E4,needs_second_source,candidate,active,,candidate_or_clue,Autonomy frame. HR-035 Batch 2 principal-confirmed factual review (HR035-B02-AI158).,actor--issue evidence only; does not establish stable inter-organizational alliance
AI159,A066,新外交イニシアティブ（ND）,domestic_japan_ngo,日本国内 NGO／声援,japan_domestic,I001,anti_base,base_politics,新外交イニシアティブ（ND）—anti_base 仅表示其官方站点持续承载沖縄／米军基地政策研究，并公开提出“不建设边野古新基地”的具体政策替代主张。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S032,E4,human_revised,human_reviewed,active,,human_reviewed_E3_E4,Think tank role. HR-035 Batch 2 principal-confirmed factual review (HR035-B02-AI159).,actor--issue evidence only; does not establish stable inter-organizational alliance
AI160,A067,辺野古土砂搬出反対全国連絡協議会,citizen_network,冲绳本地公民行动,japan_domestic,I001,anti_base,base_politics,National council against Henoko landfill soil import,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S040,E3,ai_seeded,candidate,active,,candidate_or_clue,Cross-prefecture coordination.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI161,A067,辺野古土砂搬出反対全国連絡協議会,citizen_network,冲绳本地公民行动,japan_domestic,I003,Henoko,place_issue,Henoko-specific soil import opposition,organizational_positioning,mission/purpose/sustained-role marker,S040,E3,ai_seeded,candidate,active,,candidate_or_clue,Henoko focus.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI162,A067,辺野古土砂搬出反対全国連絡協議会,citizen_network,冲绳本地公民行动,japan_domestic,I005,biodiversity,environment,Environmental concern about soil import sources,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S040,E3,ai_seeded,candidate,active,,candidate_or_clue,Environmental frame.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI163,A068,ヘリポート基地建設の是非を問う名護市民投票推進協議会,citizen_group,冲绳本地公民行动,okinawa_local,I010,referendum,governance,1997 Nago city referendum initiative,event_specific,explicit statement/signatory/request/action marker,S042,E3,ai_seeded,candidate,active,,candidate_or_clue,Historical referendum actor.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI164,A068,ヘリポート基地建設の是非を問う名護市民投票推進協議会,citizen_group,冲绳本地公民行动,okinawa_local,I001,anti_base,base_politics,A068—anti_base 仅表示「ヘリポート基地建設の是非を問う名護市民投票推進協議会」在 1997 年海上直升机基地争议中组织条例直接请求、签名和市民投票推动，并处于反对基地建设的事件语境。,institutional_or_case_role,human-reviewed scope_kind from central actor-issue edge,S192;S042,E3,human_revised,human_reviewed,active,,human_reviewed_E3_E4,Anti-base frame. HR-035 batch 01 principal-confirmed factual freeze (HR035-B01-AI164).,actor--issue evidence only; does not establish stable inter-organizational alliance
AI165,A068,ヘリポート基地建設の是非を問う名護市民投票推進協議会,citizen_group,冲绳本地公民行动,okinawa_local,I003,Henoko,place_issue,Henoko/Nago base referendum,organizational_positioning,mission/purpose/sustained-role marker,S042,E3,ai_seeded,candidate,active,,candidate_or_clue,Henoko/Nago focus.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI166,A069,沖縄ジュゴン環境アセスメント監視団,citizen_group,冲绳本地公民行动,okinawa_local,I004,dugong,environment,Dugong EIA monitoring,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S047,E3,needs_second_source,candidate,active,,candidate_or_clue,Verify organizational structure.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI167,A069,沖縄ジュゴン環境アセスメント監視団,citizen_group,冲绳本地公民行动,okinawa_local,I005,biodiversity,environment,Environmental assessment monitoring,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S047,E3,needs_second_source,candidate,active,,candidate_or_clue,Verify current status.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI168,A069,沖縄ジュゴン環境アセスメント監視団,citizen_group,冲绳本地公民行动,okinawa_local,I003,Henoko,place_issue,Henoko/Oura Bay EIA focus,organizational_positioning,mission/purpose/sustained-role marker,S047,E3,needs_second_source,candidate,active,,candidate_or_clue,Henoko focus.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI169,A070,Veterans For Peace Ryukyu/Okinawa Chapter Kokusai (VFP-ROCK),international_advocacy_actor,跨国 NGO／国际倡议,us_origin,I019,peace,peace_human_rights,Veterans peace advocacy in Okinawa,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S048,E3,needs_second_source,candidate,active,,candidate_or_clue,Verify chapter status.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI170,A070,Veterans For Peace Ryukyu/Okinawa Chapter Kokusai (VFP-ROCK),international_advocacy_actor,跨国 NGO／国际倡议,us_origin,I001,anti_base,base_politics,Veterans anti-base advocacy,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S048,E3,needs_second_source,candidate,active,,candidate_or_clue,Verify participation.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI171,A070,Veterans For Peace Ryukyu/Okinawa Chapter Kokusai (VFP-ROCK),international_advocacy_actor,跨国 NGO／国际倡议,us_origin,I012,international_advocacy,transnational,U.S. veterans international peace advocacy,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S048,E3,needs_second_source,candidate,active,,candidate_or_clue,Verify activities.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI172,A071,沖縄から基地をなくし世界の平和を求める市民連絡会,citizen_network,冲绳本地公民行动,okinawa_local,I019,peace,peace_human_rights,Civic peace liaison activities,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,,E3,needs_second_source,candidate,active,,candidate_or_clue,Verify structure. S031 removed because it belongs to A047; direct A071 sources await source-ID integration.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI173,A071,沖縄から基地をなくし世界の平和を求める市民連絡会,citizen_network,冲绳本地公民行动,okinawa_local,I001,anti_base,base_politics,Anti-base civic coordination,organizational_positioning,mission/purpose/sustained-role marker,,E3,needs_second_source,candidate,active,,candidate_or_clue,Verify if distinct from A047. S031 removed because it belongs to A047; direct A071 sources await source-ID integration.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI174,A071,沖縄から基地をなくし世界の平和を求める市民連絡会,citizen_network,冲绳本地公民行动,okinawa_local,I001,anti_base,base_politics,Base removal civic network,organizational_positioning,mission/purpose/sustained-role marker,,E3,rejected,excluded_history,excluded_history,edge_review_status_rejected,excluded_historical_record,Verify if distinct from A071.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI175,A071,沖縄から基地をなくし世界の平和を求める市民連絡会,citizen_network,冲绳本地公民行动,okinawa_local,I019,peace,peace_human_rights,World peace framing,organizational_positioning,mission/purpose/sustained-role marker,,E3,rejected,excluded_history,excluded_history,edge_review_status_rejected,excluded_historical_record,Verify structure.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI176,A074,沖縄県知事公室基地対策課,public_institution_partner,资助／赞助／公共机构,public_institution,I009,local_autonomy,governance,Prefectural government base affairs,mixed_or_unclear,human-reviewed scope_kind from central actor-issue edge,,E4,needs_second_source,excluded_history,excluded_history,edge_scope_status_deactivated_pending_direct_department_evidence,excluded_historical_record,Government context node.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI177,A074,沖縄県知事公室基地対策課,public_institution_partner,资助／赞助／公共机构,public_institution,I001,anti_base,base_politics,Administrative base burden management,institutional_or_case_role,legal/service/program/support role marker,S043,E4,ai_seeded,candidate,active,,candidate_or_clue,Government role.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI178,A075,沖縄防衛局,public_institution_partner,资助／赞助／公共机构,public_institution,I001,anti_base,base_politics,不建立 A075—anti_base 事实边；沖縄防衛局应在工程实施者、行政程序 actor 或争议对象层编码。,institutional_or_case_role,human-reviewed scope_kind from central actor-issue edge,S047,E4,rejected,excluded_history,excluded_history,edge_review_status_rejected,excluded_historical_record,Government context node. HR-035 batch 01 principal-confirmed factual freeze (HR035-B01-AI178).,actor--issue evidence only; does not establish stable inter-organizational alliance
AI179,X016,Marine Officers' Spouses' Club Okinawa (MOSCO / MOSC),base_spouse_club,基地社区服务／慈善,us_origin,I014,military_family_service,base_community,MOSCO spouse club and AWWA member role,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S079;S080;S055,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-005 supplemental: MOSCO identity and tax record confirmed.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI180,X017,Army Community Group of Okinawa (ACGO),base_spouse_club,基地社区服务／慈善,us_origin,I014,military_family_service,base_community,Army Community Group / AWWA member and gift shop lead,institutional_or_case_role,legal/service/program/support role marker,S041;S072;S081,E3,needs_second_source,candidate,active,,candidate_or_clue,HR-005 supplemental: identity supported by AWWA/community sources; no independent website/EIN found.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI181,A102,全国公害弁護団連絡会議,lawyers_network,法律／制度程序,japan_domestic,I011,legal,legal_policy,National pollution-litigation legal coordination includes airport/base-noise practice,institutional_or_case_role,legal/service/program/support role marker,S121,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 5: issue tag and source basis human-confirmed; does not imply stable inter-organizational alliance.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI182,A102,全国公害弁護団連絡会議,lawyers_network,法律／制度程序,japan_domestic,I020,environment,environment,National pollution-litigation legal coordination includes airport/base-noise practice,institutional_or_case_role,legal/service/program/support role marker,S121,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 5: issue tag and source basis human-confirmed; does not imply stable inter-organizational alliance.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI183,A102,全国公害弁護団連絡会議,lawyers_network,法律／制度程序,japan_domestic,I021,noise,life_safety,National pollution-litigation legal coordination includes airport/base-noise practice,institutional_or_case_role,legal/service/program/support role marker,S121,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 5: issue tag and source basis human-confirmed; does not imply stable inter-organizational alliance.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI184,A102,全国公害弁護団連絡会議,lawyers_network,法律／制度程序,japan_domestic,I007,life_safety,life_safety,National pollution-litigation legal coordination includes airport/base-noise practice,institutional_or_case_role,legal/service/program/support role marker,S121,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 5: issue tag and source basis human-confirmed; does not imply stable inter-organizational alliance.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI185,A103,全国基地爆音訴訟原告団連絡会議,citizen_network,冲绳本地公民行动,japan_domestic,I021,noise,life_safety,National base-noise plaintiff-group coordination and mutual support,institutional_or_case_role,legal/service/program/support role marker,S122;S123,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 5: issue tag and source basis human-confirmed; does not imply stable inter-organizational alliance.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI186,A103,全国基地爆音訴訟原告団連絡会議,citizen_network,冲绳本地公民行动,japan_domestic,I007,life_safety,life_safety,National base-noise plaintiff-group coordination and mutual support,institutional_or_case_role,legal/service/program/support role marker,S122;S123,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 5: issue tag and source basis human-confirmed; does not imply stable inter-organizational alliance.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI187,A103,全国基地爆音訴訟原告団連絡会議,citizen_network,冲绳本地公民行动,japan_domestic,I011,legal,legal_policy,National base-noise plaintiff-group coordination and mutual support,institutional_or_case_role,legal/service/program/support role marker,S122;S123,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 5: issue tag and source basis human-confirmed; does not imply stable inter-organizational alliance.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI188,A103,全国基地爆音訴訟原告団連絡会議,citizen_network,冲绳本地公民行动,japan_domestic,I001,anti_base,base_politics,National base-noise plaintiff-group coordination and mutual support,institutional_or_case_role,legal/service/program/support role marker,S122;S123,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 5: issue tag and source basis human-confirmed; does not imply stable inter-organizational alliance.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI189,A104,普天間基地爆音訴訟弁護団,lawyers_network,法律／制度程序,okinawa_local,I021,noise,life_safety,Futenma noise-litigation counsel role,institutional_or_case_role,legal/service/program/support role marker,S124,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 5: issue tag and source basis human-confirmed; does not imply stable inter-organizational alliance.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI190,A104,普天間基地爆音訴訟弁護団,lawyers_network,法律／制度程序,okinawa_local,I007,life_safety,life_safety,Futenma noise-litigation counsel role,institutional_or_case_role,legal/service/program/support role marker,S124,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 5: issue tag and source basis human-confirmed; does not imply stable inter-organizational alliance.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI191,A104,普天間基地爆音訴訟弁護団,lawyers_network,法律／制度程序,okinawa_local,I011,legal,legal_policy,Futenma noise-litigation counsel role,institutional_or_case_role,legal/service/program/support role marker,S124,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 5: issue tag and source basis human-confirmed; does not imply stable inter-organizational alliance.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI192,A104,普天間基地爆音訴訟弁護団,lawyers_network,法律／制度程序,okinawa_local,I001,anti_base,base_politics,Futenma noise-litigation counsel role,institutional_or_case_role,legal/service/program/support role marker,S124,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 5: issue tag and source basis human-confirmed; does not imply stable inter-organizational alliance.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI193,A105,日本YWCA,womens_organization,女性／人权／社区,japan_domestic,I022,women,peace_human_rights,National YWCA women/human-rights/peace mission and 2020 Henoko statement,organizational_positioning,mission marker applies directly to this issue label,S125,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 5: issue tag and source basis human-confirmed; does not imply stable inter-organizational alliance.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI194,A105,日本YWCA,womens_organization,女性／人权／社区,japan_domestic,I023,human_rights,peace_human_rights,National YWCA women/human-rights/peace mission and 2020 Henoko statement,organizational_positioning,mission marker applies directly to this issue label,S125,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 5: issue tag and source basis human-confirmed; does not imply stable inter-organizational alliance.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI195,A105,日本YWCA,womens_organization,女性／人权／社区,japan_domestic,I019,peace,peace_human_rights,National YWCA women/human-rights/peace mission and 2020 Henoko statement,organizational_positioning,mission marker applies directly to this issue label,S125,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 5: issue tag and source basis human-confirmed; does not imply stable inter-organizational alliance.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI196,A105,日本YWCA,womens_organization,女性／人权／社区,japan_domestic,I003,Henoko,place_issue,National YWCA women/human-rights/peace mission and 2020 Henoko statement,event_specific,explicit statement/signatory/request/action marker,S125,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 5: issue tag and source basis human-confirmed; does not imply stable inter-organizational alliance.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI197,A106,辺野古の海を土砂で埋めるな！首都圏連絡会,citizen_network,冲绳本地公民行动,japan_domestic,I003,Henoko,place_issue,Metropolitan-area public action opposing Henoko soil reclamation,event_specific,explicit statement/signatory/request/action marker,S126;S127,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 5: issue tag and source basis human-confirmed; does not imply stable inter-organizational alliance.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI198,A106,辺野古の海を土砂で埋めるな！首都圏連絡会,citizen_network,冲绳本地公民行动,japan_domestic,I020,environment,environment,Metropolitan-area public action opposing Henoko soil reclamation,event_specific,explicit statement/signatory/request/action marker,S126;S127,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 5: issue tag and source basis human-confirmed; does not imply stable inter-organizational alliance.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI199,A106,辺野古の海を土砂で埋めるな！首都圏連絡会,citizen_network,冲绳本地公民行动,japan_domestic,I001,anti_base,base_politics,Metropolitan-area public action opposing Henoko soil reclamation,event_specific,explicit statement/signatory/request/action marker,S126;S127,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 5: issue tag and source basis human-confirmed; does not imply stable inter-organizational alliance.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI200,A106,辺野古の海を土砂で埋めるな！首都圏連絡会,citizen_network,冲绳本地公民行动,japan_domestic,I024,solidarity,collective_action,Metropolitan-area public action opposing Henoko soil reclamation,event_specific,explicit statement/signatory/request/action marker,S126;S127,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 5: issue tag and source basis human-confirmed; does not imply stable inter-organizational alliance.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI201,A107,沖縄YWCA,womens_organization,女性／人权／社区,okinawa_local,I022,women,peace_human_rights,Okinawa YWCA regional identity and women-focused mission,organizational_positioning,mission marker applies directly to this issue label,S144;S295,E3,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-011 main-thread finalization; S295 is YWCA-authored rather than independent reporting and the issue relation does not imply a stable inter-organizational alliance.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI202,A107,沖縄YWCA,womens_organization,女性／人权／社区,okinawa_local,I023,human_rights,peace_human_rights,Okinawa YWCA human-rights mission and activities,organizational_positioning,mission marker applies directly to this issue label,S144;S295,E3,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-011 main-thread finalization; S295 is YWCA-authored rather than independent reporting and the issue relation does not imply a stable inter-organizational alliance.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI203,A107,沖縄YWCA,womens_organization,女性／人权／社区,okinawa_local,I019,peace,peace_human_rights,Okinawa YWCA peace mission and activities,organizational_positioning,mission marker applies directly to this issue label,S144;S295,E3,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-011 main-thread finalization; S295 is YWCA-authored rather than independent reporting and the issue relation does not imply a stable inter-organizational alliance.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI204,A108,沖縄を再び戦場にさせない県民の会,citizen_network,冲绳本地公民行动,okinawa_local,I017,frontline_prevention,security_politics,Network purpose explicitly centers preventing Okinawa becoming a battlefield,organizational_positioning,mission/purpose/sustained-role marker,S146;S147;S148,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-011 main-thread finalization; issue relation is source-bounded and does not imply a stable inter-organizational alliance.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI205,A108,沖縄を再び戦場にさせない県民の会,citizen_network,冲绳本地公民行动,okinawa_local,I018,Taiwan_contingency,security_politics,Public framing connects Okinawa frontline risk to regional contingency planning,organizational_positioning,mission/purpose/sustained-role marker,S146;S147;S148,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-011 main-thread finalization; issue relation is source-bounded and does not imply a stable inter-organizational alliance.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI206,A108,沖縄を再び戦場にさせない県民の会,citizen_network,冲绳本地公民行动,okinawa_local,I019,peace,peace_human_rights,Prefectural anti-war and peace mobilization,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S146;S147;S148,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-011 main-thread finalization; issue relation is source-bounded and does not imply a stable inter-organizational alliance.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI207,A109,第4次嘉手納基地爆音差止訴訟弁護団,lawyers_network,法律／制度程序,okinawa_local,I021,noise,life_safety,Fourth Kadena base-noise injunction litigation counsel role,institutional_or_case_role,legal/service/program/support role marker,S149;S150;S151;S152,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-011 main-thread finalization; issue relation is source-bounded and does not imply a stable inter-organizational alliance.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI208,A109,第4次嘉手納基地爆音差止訴訟弁護団,lawyers_network,法律／制度程序,okinawa_local,I007,life_safety,life_safety,Fourth Kadena litigation addresses residents' daily noise harm,institutional_or_case_role,legal/service/program/support role marker,S149;S150;S151;S152,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-011 main-thread finalization; issue relation is source-bounded and does not imply a stable inter-organizational alliance.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI209,A109,第4次嘉手納基地爆音差止訴訟弁護団,lawyers_network,法律／制度程序,okinawa_local,I011,legal,legal_policy,Case-specific legal representation in fourth Kadena litigation,institutional_or_case_role,legal/service/program/support role marker,S149;S150;S151;S152,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-011 main-thread finalization; issue relation is source-bounded and does not imply a stable inter-organizational alliance.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI210,A109,第4次嘉手納基地爆音差止訴訟弁護団,lawyers_network,法律／制度程序,okinawa_local,I001,anti_base,base_politics,Flight-injunction claim concerning Kadena base-noise burden,institutional_or_case_role,legal/service/program/support role marker,S149;S150;S151;S152,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-011 main-thread finalization; issue relation is source-bounded and does not imply a stable inter-organizational alliance.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI211,A110,辺野古に基地を絶対つくらせない大阪行動,citizen_group,冲绳本地公民行动,japan_domestic,I003,Henoko,place_issue,Sustained Osaka public actions opposing Henoko base construction,event_specific,explicit statement/signatory/request/action marker,S153;S154,E3,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-011 main-thread finalization; issue relation is source-bounded and does not imply a stable inter-organizational alliance.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI212,A110,辺野古に基地を絶対つくらせない大阪行動,citizen_group,冲绳本地公民行动,japan_domestic,I001,anti_base,base_politics,Sustained Osaka public actions opposing Henoko base construction,event_specific,explicit statement/signatory/request/action marker,S153;S154,E3,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-011 main-thread finalization; issue relation is source-bounded and does not imply a stable inter-organizational alliance.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI213,A110,辺野古に基地を絶対つくらせない大阪行動,citizen_group,冲绳本地公民行动,japan_domestic,I024,solidarity,collective_action,Mainland public solidarity actions concerning Henoko,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S153;S154,E3,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-011 main-thread finalization; issue relation is source-bounded and does not imply a stable inter-organizational alliance.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI214,A052,嘉手納基地爆音差止訴訟原告団,citizen_group,冲绳本地公民行动,okinawa_local,I021,noise,life_safety,Cross-round Kadena base-noise plaintiff-group role,institutional_or_case_role,legal/service/program/support role marker,S026;S149;S151;S155,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-011/HR-012 user-reviewed issue coding. Issue association does not imply a stable inter-organizational alliance or funding relation.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI215,A053,普天間基地爆音訴訟団,citizen_group,冲绳本地公民行动,okinawa_local,I021,noise,life_safety,Cross-round Futenma base-noise plaintiff-group role,institutional_or_case_role,legal/service/program/support role marker,S027;S135;S156,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-011/HR-012 user-reviewed issue coding. Issue association does not imply a stable inter-organizational alliance or funding relation.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI216,A107,沖縄YWCA,womens_organization,女性／人权／社区,okinawa_local,I001,anti_base,base_politics,Direct Henoko new-base opposition photo-exhibit activity,event_specific,explicit statement/signatory/request/action marker,S144;S295,E3,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-011 main-thread finalization; S295 is YWCA-authored rather than independent reporting and the issue relation does not imply a stable inter-organizational alliance.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI217,A108,沖縄を再び戦場にさせない県民の会,citizen_network,冲绳本地公民行动,okinawa_local,I025,anti_war,peace_human_rights,Prefecture-wide anti-war network formed to prevent Okinawa becoming a battlefield,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S146;S147;S148,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-011 main-thread finalization; issue relation is source-bounded and does not imply a stable inter-organizational alliance.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI218,A110,辺野古に基地を絶対つくらせない大阪行動,citizen_group,冲绳本地公民行动,japan_domestic,I026,mobilization,collective_action,Long-running fixed Osaka/Kansai action repertoire,organizational_positioning,mission/purpose/sustained-role marker,S153;S154,E3,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-011 main-thread finalization; issue relation is source-bounded and does not imply a stable inter-organizational alliance.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI219,A111,沖縄県女性団体連絡協議会,womens_organization,女性／人权／社区,okinawa_local,I022,women,peace_human_rights,Prefectural women's-network identity and women-focused public action,event_specific,explicit statement/signatory/request/action marker,S200;S201,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-013 human-approved actor-issue observation; dated mobilization does not imply a stable inter-organizational alliance.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI220,A111,沖縄県女性団体連絡協議会,womens_organization,女性／人权／社区,okinawa_local,I019,peace,peace_human_rights,"Long-running women-led peace mobilization, including dated 1995 and 2024 actions",organizational_positioning,mission/purpose/sustained-role marker,S201,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-013 human-approved actor-issue observation; dated mobilization does not imply a stable inter-organizational alliance.,actor--issue evidence only; does not establish stable inter-organizational alliance
