edge_id,actor_id,actor_name,actor_class,actor_origin_type,actor_review_status,place_id,place_name_original,place_name_registry,place_type,place_region,place_name_integrity,relation_basis_original,semantic_candidate_v1,semantic_candidate_zh,semantic_classification_basis,semantic_confidence,semantic_freeze_status,semantic_review_status,source_ref_original,evidence_level_original,edge_review_status_original,edge_review_layer,analysis_inclusion,claim_status,graph_eligibility,approved_formulation,confirmed_scope,missing_scope,dossier_place,interpretation_limit,notes_original
AP103,A062,日本湿地ネットワーク（JAWAN）,domestic_japan_ngo,japan_domestic,ai_seeded,P002,Henoko,Henoko,site,Nago,match,Wetland conservation Henoko context,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",high,mechanically_classified_candidate,ai_seeded_candidate,S003,E4,ai_seeded,candidate_edge,active,,,,,,,地点是公开诉求、声明、诉讼或声援的对象；不证明组织在当地设点、驻在或结盟。,Signatory place.
AP104,A063,一坪反戦地主会関東ブロック,citizen_group,japan_domestic,ai_seeded,P001,Okinawa Prefecture,Okinawa Prefecture,prefecture,Okinawa,match,Mainland solidarity with Okinawa,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",high,mechanically_classified_candidate,ai_seeded_candidate,S038,E3,ai_seeded,candidate_edge,active,,,,,,,地点是公开诉求、声明、诉讼或声援的对象；不证明组织在当地设点、驻在或结盟。,Cross-regional solidarity.
AP105,A064,外国軍事基地撤去国際ネットワーク（No Bases Network）,international_advocacy_actor,international,needs_second_source,P001,Okinawa Prefecture,Okinawa Prefecture,prefecture,Okinawa,match,International network Okinawa node,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",human_confirmed,human_frozen,human_revised,S033,E3,human_revised,human_reviewed_edge,active,supported_bounded,administrative_record,A064 No Bases Network→P001 unclear；执行 accept_with_revision：advocacy_target,A064 No Bases Network→P001 unclear；执行 accept_with_revision：advocacy_target,"No headquarters, branch, alliance, political stance or causal effect beyond the approved place semantic.",,可证冲绳代表参与及网络公开声援冲绳斗争，但不能证明正式“冲绳节点”,Verify Okinawa connection.
AP106,A065,南西諸島ピースネット,citizen_network,okinawa_local,needs_second_source,P012,Ishigaki City,Ishigaki City,municipality,Sakishima,match,Southwest Islands network Ishigaki node,site_presence,持续活动／服务在场,"edge text describes recurring activity, service, chapter, monitoring, or local organizational presence",excluded,retired_by_human_review,human_checked,S036,E3,rejected,excluded_edge,excluded,unsupported,excluded,A065→P012 Ishigaki site_presence；执行 reject_edge／retire_candidate,,The rejected or redundant place proposition is not available for analysis.,Ishigaki,S036 把 A065 与八重山大地会列为两个共同交涉团体，不能据此推定 A065 有“石垣节点”,Verify membership.
AP107,A065,南西諸島ピースネット,citizen_network,okinawa_local,needs_second_source,P013,Miyakojima City,Miyakojima City,municipality,Sakishima,match,Southwest Islands network Miyako node,event_site,事件／程序场域,"edge text locates a bounded referendum, campaign, request, or mobilization process",human_confirmed,human_frozen,human_revised,S036,E3,human_revised,human_reviewed_edge,active,supported_bounded,administrative_record,A065→P013 Miyako site_presence；执行 revise→event_site,A065→P013 Miyako site_presence；执行 revise→event_site,"No headquarters, branch, alliance, political stance or causal effect beyond the approved place semantic.",Miyako,找到 2016 年宫古岛活动中 A065 共同代表登台的直接报道；只支持有界事件，不支持常设节点,Verify membership.
AP108,A065,南西諸島ピースネット,citizen_network,okinawa_local,needs_second_source,P011,Yonaguni Town,Yonaguni Town,municipality,Sakishima,match,Southwest Islands network Yonaguni node,site_presence,持续活动／服务在场,"edge text describes recurring activity, service, chapter, monitoring, or local organizational presence",human_confirmed,human_frozen,human_revised,S036,E3,human_revised,human_reviewed_edge,active,supported_bounded,administrative_record,A065→P011 Yonaguni site_presence；执行 accept_with_revision,A065→P011 Yonaguni site_presence；执行 accept_with_revision,"No headquarters, branch, alliance, political stance or causal effect beyond the approved place semantic.",Yonaguni,2016、2023 材料反复确认 A065 共同代表猪股哲为与那国居民并以该身份公开活动；不等于总部／正式分支,Verify membership.
AP109,A066,新外交イニシアティブ（ND）,domestic_japan_ngo,japan_domestic,ai_seeded,P001,Okinawa Prefecture,Okinawa Prefecture,prefecture,Okinawa,match,ND policy advocacy re: Okinawa,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",high,mechanically_classified_candidate,ai_seeded_candidate,S032,E4,ai_seeded,candidate_edge,active,,,,,,,地点是公开诉求、声明、诉讼或声援的对象；不证明组织在当地设点、驻在或结盟。,Policy focus.
AP110,A066,新外交イニシアティブ（ND）,domestic_japan_ngo,japan_domestic,ai_seeded,P020,Naha,Naha,municipality,Southern Okinawa,match,ND activities in Okinawa,event_site,事件／程序场域,"edge text locates a bounded referendum, campaign, request, or mobilization process",human_confirmed,human_frozen,human_revised,S032,E3,human_revised,human_reviewed_edge,active,supported_bounded,administrative_record,A066 新外交イニシアティブ→P020 Naha unclear；执行 accept_with_revision：event_site,A066 新外交イニシアティブ→P020 Naha unclear；执行 accept_with_revision：event_site,"No headquarters, branch, alliance, political stance or causal effect beyond the approved place semantic.",,ND 官方记录多次在那霸举办／运营活动；其机构总部仍在东京,Verify Okinawa office presence.
AP111,A067,辺野古土砂搬出反対全国連絡協議会,citizen_network,japan_domestic,ai_seeded,P002,Henoko,Henoko,site,Nago,match,Henoko soil import opposition,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",high,mechanically_classified_candidate,ai_seeded_candidate,S040,E3,ai_seeded,candidate_edge,active,,,,,,,地点是公开诉求、声明、诉讼或声援的对象；不证明组织在当地设点、驻在或结盟。,Henoko focus.
AP112,A068,ヘリポート基地建設の是非を問う名護市民投票推進協議会,citizen_group,okinawa_local,ai_seeded,P017,Nago,Nago,municipality,Northern Okinawa,match,Nago city referendum initiative,event_site,事件／程序场域,"edge text locates a bounded referendum, campaign, request, or mobilization process",high,mechanically_classified_candidate,ai_seeded_candidate,S042,E3,ai_seeded,candidate_edge,active,,,,,,,候选仅表示特定活动／公投／程序的发生场域；不外推为长期据点或持续组织能力。,Nago municipality.
AP113,A068,ヘリポート基地建設の是非を問う名護市民投票推進協議会,citizen_group,okinawa_local,ai_seeded,P002,Henoko,Henoko,site,Nago,match,Henoko base construction referendum,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",high,mechanically_classified_candidate,ai_seeded_candidate,S042,E3,ai_seeded,candidate_edge,active,,,,,,,地点是公开诉求、声明、诉讼或声援的对象；不证明组织在当地设点、驻在或结盟。,Henoko focus.
AP114,A069,沖縄ジュゴン環境アセスメント監視団,citizen_group,okinawa_local,needs_second_source,P002,Henoko,Henoko,site,Nago,match,Dugong/EIA monitoring at Henoko,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",human_confirmed,human_frozen,human_revised,S047,E3,human_revised,human_reviewed_edge,active,supported_bounded,administrative_record,A069→P002 Henoko site_presence；执行 revise→advocacy_target,A069→P002 Henoko site_presence；执行 revise→advocacy_target,"No headquarters, branch, alliance, political stance or causal effect beyond the approved place semantic.",,独立材料充分证明其以边野古环境影响评价、海上工程和保护诉求为行动对象；现有材料不足以把组织据点写在边野古,Verify structure.
AP115,A069,沖縄ジュゴン環境アセスメント監視団,citizen_group,okinawa_local,needs_second_source,P003,Oura Bay,Oura Bay,site,Nago,match,Oura Bay EIA monitoring,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",human_confirmed,human_frozen,human_revised,S047,E3,human_revised,human_reviewed_edge,active,supported_bounded,administrative_record,A069→P003 Oura Bay site_presence；执行 revise→advocacy_target,A069→P003 Oura Bay site_presence；执行 revise→advocacy_target,"No headquarters, branch, alliance, political stance or causal effect beyond the approved place semantic.",,多份意见书明确以边野古—大浦湾沿岸生态与工程为诉求对象；不把共同声明推成常设现场节点,Verify structure.
AP116,A070,Veterans For Peace Ryukyu/Okinawa Chapter Kokusai (VFP-ROCK),international_advocacy_actor,us_origin,needs_second_source,P001,Okinawa Prefecture,Okinawa Prefecture,prefecture,Okinawa,match,Veterans for Peace Okinawa chapter,site_presence,持续活动／服务在场,"edge text describes recurring activity, service, chapter, monitoring, or local organizational presence",human_confirmed,human_frozen,human_revised,S048,E3,human_revised,human_reviewed_edge,active,supported_bounded,administrative_record,A070→Okinawa Prefecture site_presence；执行 accept_with_revision,A070→Okinawa Prefecture site_presence；执行 accept_with_revision,"No headquarters, branch, alliance, political stance or causal effect beyond the approved place semantic.",,官方 VFP 和地方报道确认 VFP-ROCK 是在冲绳组成并活动的 chapter；需改成精确名称,Verify chapter status.
AP117,A071,沖縄から基地をなくし世界の平和を求める市民連絡会,citizen_network,okinawa_local,needs_second_source,P001,Okinawa Prefecture,Okinawa Prefecture,prefecture,Okinawa,match,Civic peace liaison in Okinawa,site_presence,持续活动／服务在场,"edge text describes recurring activity, service, chapter, monitoring, or local organizational presence",human_confirmed,human_frozen,human_revised,,E3,human_revised,human_reviewed_edge,active,supported_bounded,administrative_record,A071→Okinawa Prefecture site_presence；执行 accept_with_revision,A071→Okinawa Prefecture site_presence；执行 accept_with_revision,"No headquarters, branch, alliance, political stance or causal effect beyond the approved place semantic.",,A071 是长名称的简称；合并 A072 后保留一条全县持续活动边并更新来源,Verify structure.
AP118,A072,沖縄から基地をなくし世界の平和を求める市民連絡会,citizen_network,okinawa_local,rejected,P001,Okinawa Prefecture,Okinawa Prefecture,prefecture,Okinawa,match,Base removal civic network,site_presence,持续活动／服务在场,"edge text describes recurring activity, service, chapter, monitoring, or local organizational presence",excluded,retired_by_human_review,human_checked,,E3,rejected,excluded_edge,excluded,unsupported,excluded,A072→Okinawa Prefecture site_presence；执行 retire_duplicate_edge,,The rejected or redundant place proposition is not available for analysis.,,A072 与 A071 为同一组织，不能保留两条重复 actor／地点边,Verify if distinct.
AP119,A074,沖縄県知事公室基地対策課,public_institution_partner,public_institution,ai_seeded,P001,Okinawa Prefecture,Okinawa Prefecture,prefecture,Okinawa,match,Prefectural government base affairs,institutional_venue,制度／机构场域,"place functions as an administrative, service, grant, or institutional channel",high,mechanically_classified_candidate,ai_seeded_candidate,S043,E4,ai_seeded,candidate_edge,active,,,,,,,地点是制度／服务／行政渠道；不等于与场所拥有者结盟、获资助或共享政治立场。,Government office.
AP120,A074,沖縄県知事公室基地対策課,public_institution_partner,public_institution,ai_seeded,P020,Naha,Naha,municipality,Southern Okinawa,match,Government office location,headquarters,总部／办公室,"edge text explicitly locates a headquarters, office, or organizational base",high,mechanically_classified_candidate,ai_seeded_candidate,S043,E4,ai_seeded,candidate_edge,active,,,,,,,候选仅表示总部／办公室位置；不外推组织在全地理范围的活动或政治代表性。,Administrative center.
AP121,A075,沖縄防衛局,public_institution_partner,public_institution,ai_seeded,P001,Okinawa Prefecture,Okinawa Prefecture,prefecture,Okinawa,match,Defense bureau jurisdiction,institutional_venue,制度／机构场域,"place functions as an administrative, service, grant, or institutional channel",high,mechanically_classified_candidate,ai_seeded_candidate,S047,E4,ai_seeded,candidate_edge,active,,,,,,,地点是制度／服务／行政渠道；不等于与场所拥有者结盟、获资助或共享政治立场。,Government office.
AP122,A075,沖縄防衛局,public_institution_partner,public_institution,ai_seeded,P002,Henoko,Henoko,site,Nago,match,Henoko base construction managing agency,site_presence,持续活动／服务在场,"edge text describes recurring activity, service, chapter, monitoring, or local organizational presence",human_confirmed,human_frozen,human_revised,S047,E4,human_revised,human_reviewed_edge,active,supported_bounded,administrative_record,A075→P002 Henoko site_presence；执行 accept_with_revision,A075→P002 Henoko site_presence；执行 accept_with_revision,"No headquarters, branch, alliance, political stance or causal effect beyond the approved place semantic.",,S047 是冲绳防卫局官方边野古环境影响评价页面，支持该机构在项目实施／管理上的地点连接；不是办公室位置,Construction site.
AP123,X016,Marine Officers' Spouses' Club Okinawa (MOSCO / MOSC),base_spouse_club,us_origin,human_checked,P007,Camp Foster,Camp Foster,base_site,Central Okinawa,match,MOSCO / Marine Gift Shop Island Treasures context,site_presence,持续活动／服务在场,"edge text describes recurring activity, service, chapter, monitoring, or local organizational presence",human_confirmed,human_frozen,human_revised,S079;S080,E4,human_revised,human_reviewed_edge,active,supported_bounded,administrative_record,X016 place_id P006→P007 Camp Foster；site_presence,X016 place_id P006→P007 Camp Foster；site_presence,"No headquarters, branch, alliance, political stance or causal effect beyond the approved place semantic.",,只支持来源覆盖期的奖学金／Marine Gift Shop 慈善筹资场域；不是 headquarters、MCCS 隶属、政治立场或联盟。,HR-005 supplemental: MOSCO Camp Foster/Okinawa base role confirmed.
AP124,X017,Army Community Group of Okinawa (ACGO),base_spouse_club,us_origin,needs_second_source,P001,Okinawa Prefecture,Okinawa Prefecture,prefecture,Okinawa,match,Army Community Group of Okinawa / Army on Okinawa Gift Shop lead,site_presence,持续活动／服务在场,"edge text describes recurring activity, service, chapter, monitoring, or local organizational presence",human_confirmed,human_frozen,human_revised,S041;S072;S081,E3,human_revised,human_reviewed_edge,active,supported_bounded,administrative_record,X017 ACGO→P001 unclear；执行 accept_with_revision：有时间边界的 site_presence,X017 ACGO→P001 unclear；执行 accept_with_revision：有时间边界的 site_presence,"No headquarters, branch, alliance, political stance or causal effect beyond the approved place semantic.",,2006 新闻、2012 AWWA 材料及免税组织索引支持冲绳组织身份；不据此声称当前连续运作或 Torii Station 总部,HR-005 supplemental: Torii Station/base specificity needs independent confirmation.
AP125,A111,沖縄県女性団体連絡協議会,womens_organization,okinawa_local,human_checked,P001,Okinawa Prefecture,Okinawa Prefecture,prefecture,Okinawa,match,Prefecture-wide women's network and prefectural public mobilization,site_presence,持续活动／服务在场,"edge text describes recurring activity, service, chapter, monitoring, or local organizational presence",human_confirmed,human_frozen,human_checked,S200;S201,E4,human_checked,human_reviewed_edge,active,supported_bounded,administrative_record,A111→Okinawa Prefecture site_presence；执行 accept,A111→Okinawa Prefecture site_presence；执行 accept,"No headquarters, branch, alliance, political stance or causal effect beyond the approved place semantic.",,HR-013 已确认全县性女性网络及跨时期县级公开动员；不下沉为具体市町据点,HR-013: broad prefectural field only; no municipality-level location is inferred.
AP126,A107,沖縄YWCA,womens_organization,okinawa_local,human_checked,P001,Okinawa Prefecture,Okinawa Prefecture,prefecture,Okinawa,match,Regional YWCA identity and Okinawa-wide public activity; broad prefectural container only,site_presence,持续活动／服务在场,"edge text describes recurring activity, service, chapter, monitoring, or local organizational presence",high,mechanically_classified_candidate,ai_seeded_candidate,S144;S295,E3,human_checked,human_reviewed_edge,active,,,,,,,候选仅表示公开活动、服务或网络节点在场；不等于总部、法定登记地、稳定联盟或政治立场。 HR-011 只支持沖縄YWCA的全县活动场域；不得推定具体总部、边野古现场在场或稳定联盟。,HR-011: broad Okinawa field only; no headquarters municipality-level base stable alliance or on-site Henoko presence is inferred.
AP127,A108,沖縄を再び戦場にさせない県民の会,citizen_network,okinawa_local,human_checked,P001,Okinawa Prefecture,Okinawa Prefecture,prefecture,Okinawa,match,Prefecture-wide anti-war/frontline-prevention network and prefectural public mobilization,site_presence,持续活动／服务在场,"edge text describes recurring activity, service, chapter, monitoring, or local organizational presence",high,mechanically_classified_candidate,ai_seeded_candidate,S146;S147;S148,E4,human_checked,human_reviewed_edge,active,,,,,,,候选仅表示公开活动、服务或网络节点在场；不等于总部、法定登记地、稳定联盟或政治立场。 HR-011 只支持全县网络与公共动员场域；63 团体／个人构成不自动生成稳定联盟边。,HR-011: prefectural field only; umbrella composition and event participation do not establish stable alliance ties.
AP128,A109,第4次嘉手納基地爆音差止訴訟弁護団,lawyers_network,okinawa_local,human_checked,P005,Kadena Air Base,Kadena Air Base,base_site,Kadena/Chatan/Okinawa City,match,Case-specific counsel role in the fourth Kadena base-noise litigation,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",high,mechanically_classified_candidate,ai_seeded_candidate,S149;S152,E4,human_checked,human_reviewed_edge,active,,,,,,,地点是公开诉求、声明、诉讼或声援的对象；不证明组织在当地设点、驻在或结盟。 嘉手纳是第四次爆音诉讼的案件／受影响场域，不是律师团办公室位置。,HR-011/012: Kadena is the litigation/affected field not an inferred office location; role is limited to the fourth round.
AP129,A110,辺野古に基地を絶対つくらせない大阪行動,citizen_group,japan_domestic,human_checked,P002,Henoko,Henoko,site,Nago,match,Henoko base construction as the sustained Osaka solidarity action's advocacy target,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",high,mechanically_classified_candidate,ai_seeded_candidate,S153;S154,E3,human_checked,human_reviewed_edge,active,,,,,,,地点是公开诉求、声明、诉讼或声援的对象；不证明组织在当地设点、驻在或结盟。 边野古是大阪声援行动的倡议对象，不是冲绳本地据点或现场在场。,HR-011: advocacy target only; the documented street action occurred in Osaka so this is not Henoko site presence or Okinawa-local origin.
AP130,A112,宮古島地下水研究会,citizen_group,okinawa_local,human_checked,P013,Miyakojima City,Miyakojima City,municipality,Sakishima,match,Documented organization location and Miyako municipal/groundwater field,headquarters,总部／办公室,"edge text explicitly locates a headquarters, office, or organizational base",human_confirmed,human_frozen,human_revised,S158;S204;S271,E4,human_revised,human_reviewed_edge,active,supported_bounded,administrative_record,A112→P013 Miyako site_presence；执行 revise→headquarters,A112→P013 Miyako site_presence；执行 revise→headquarters,"No headquarters, branch, alliance, political stance or causal effect beyond the approved place semantic.",Miyako,A112 官方页面列出“宮古島地下水研究会事務局”及宫古岛市地址，证据比一般在场更精确,HR-027 accepted the primary_places field; this place-edge semantic is a candidate pending dedicated edge review. Venue/issue site is not automatically headquarters or stable presence.
AP131,A113,宜野湾ちゅら水会,citizen_group,okinawa_local,human_checked,P018,Ginowan,Ginowan,municipality,Central Okinawa,match,Documented resident group and municipal-request field,site_presence,持续活动／服务在场,"edge text describes recurring activity, service, chapter, monitoring, or local organizational presence",human_confirmed,human_frozen,human_checked,S273;S274;S276;S277,E4,human_checked,human_reviewed_edge,active,supported_bounded,administrative_record,A113→P018 Ginowan site_presence；执行 accept,A113→P018 Ginowan site_presence；执行 accept,"No headquarters, branch, alliance, political stance or causal effect beyond the approved place semantic.",,市议会记录和多年度报道持续确认该宜野湾居民团体在市内采样、请愿和行政请求,HR-027 accepted the primary_places field; this place-edge semantic is a candidate pending dedicated edge review. Venue/issue site is not automatically headquarters or stable presence.
AP132,A113,宜野湾ちゅら水会,citizen_group,okinawa_local,human_checked,P004,Futenma,Futenma,site,Ginowan,match,Issue/action site associated with sampling and base-groundwater requests; not a headquarters claim,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",human_confirmed,human_frozen,human_checked,S274;S275;S277,E4,human_checked,human_reviewed_edge,active,supported_bounded,administrative_record,A113→P004 Futenma advocacy_target；执行 accept,A113→P004 Futenma advocacy_target；执行 accept,"No headquarters, branch, alliance, political stance or causal effect beyond the approved place semantic.",,证据把普天间基地及其周边 PFAS、基地进入／信息交换请求置于行动对象；不证明基地内设点,HR-027 accepted the primary_places field; this place-edge semantic is a candidate pending dedicated edge review. Venue/issue site is not automatically headquarters or stable presence.
AP133,A114,全日本港湾労働組合沖縄地方本部,labor_union,okinawa_local,human_checked,P020,Naha,Naha,municipality,Southern Okinawa,match,Formal regional-headquarters location in Naha; event venues remain in the separate event queue,headquarters,总部／办公室,"edge text explicitly locates a headquarters, office, or organizational base",human_confirmed,human_frozen,human_checked,S284;S285,E4,human_checked,human_reviewed_edge,active,supported_bounded,administrative_record,A114→Naha headquarters；执行 accept,A114→Naha headquarters；执行 accept,"No headquarters, branch, alliance, political stance or causal effect beyond the approved place semantic.",,劳委会法律材料明确把冲绳地方本部列为那霸市当事人，历史命令书另有那霸地址,HR-027 accepted the primary_places field; this place-edge semantic is a candidate pending dedicated edge review. Venue/issue site is not automatically headquarters or stable presence.
AP134,A114,全日本港湾労働組合沖縄地方本部,labor_union,okinawa_local,human_checked,P012,Ishigaki City,Ishigaki City,municipality,Sakishima,match,Documented 2024 port strike/action venue; not an organizational headquarters claim,event_site,事件／程序场域,"edge text locates a bounded referendum, campaign, request, or mobilization process",human_confirmed,human_frozen,human_checked,S287;S288,E4,human_checked,human_reviewed_edge,active,supported_bounded,administrative_record,A114→P012 Ishigaki event_site；执行 accept,A114→P012 Ishigaki event_site；执行 accept,"No headquarters, branch, alliance, political stance or causal effect beyond the approved place semantic.",Ishigaki,两份官方记录确认 2024 年石垣港罢工／行动发生地点；不批准争议中的合法性或效果判断,HR-027 accepted the primary_places field; this place-edge semantic is a candidate pending dedicated edge review. Venue/issue site is not automatically headquarters or stable presence.
AP135,A115,新日本婦人の会沖縄県本部,womens_organization,okinawa_local,human_checked,P001,Okinawa Prefecture,Okinawa Prefecture,prefecture,Okinawa,match,Prefectural-headquarters scope and prefecture-wide requests/signature activity,site_presence,持续活动／服务在场,"edge text describes recurring activity, service, chapter, monitoring, or local organizational presence",human_confirmed,human_frozen,human_checked,S280;S282;S283,E4,human_checked,human_reviewed_edge,active,supported_bounded,administrative_record,A115→Okinawa Prefecture site_presence；执行 accept,A115→Okinawa Prefecture site_presence；执行 accept,"No headquarters, branch, alliance, political stance or causal effect beyond the approved place semantic.",,省级本部身份及跨年度县内请求／签名行动成立；P001 记录的是县域在场，不充当那霸办公室地址,HR-027 accepted the primary_places field; this place-edge semantic is a candidate pending dedicated edge review. Venue/issue site is not automatically headquarters or stable presence.
