source_id,source_title,source_type,source_channel_heuristic,source_year_raw,parsed_year_min,parsed_year_max,url_domain,organization_hosted_trace_candidate,official_or_formal_trace_candidate,external_mention_trace_candidate,legal_procedural_trace,title_language_heuristic,case_number_or_legal_title_marker,high_capacity_list_source,archive_status,archive_content_type,source_evidence_level,source_review_status,classification_method,research_status,display_tier,claim_status,review_status,frontend_eligibility,interpretation_limit
S149,嘉手納爆音、第4次訴訟を提起―原告3万5566人,local_news,media,2022,2022,2022,ryukyushimpo.jp,no,no,yes,yes,likely_japanese_title,yes,no,archived,text/html; charset=UTF-8,E4,human_checked,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S150,QAB 第4次嘉手納基地爆音差止訴訟 第1回口頭弁論前夜集会,local_news,media,2023,2023,2023,qab.co.jp,no,no,yes,yes,likely_japanese_title,yes,no,archived,text/html; charset=UTF-8,E3,human_checked,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S151,嘉手納基地爆音差止訴訟原告団 公式サイト,organization_site,organization_hosted,2026,2026,2026,kadena-bakuon.jp,yes,yes,no,yes,likely_japanese_title,yes,no,failed,,E4,human_checked,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S152,第4次嘉手納基地爆音差止訴訟 提訴说明,participating_law_firm_record,legal_procedural,2022,2022,2022,ameblo.jp,no,yes,no,yes,likely_japanese_title,yes,no,archived,text/html; charset=utf-8,E3,human_checked,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S153,辺野古に基地を絶対つくらせない大阪行動 公式博客,organization_site,organization_hosted,2026,2026,2026,blog.livedoor.jp,yes,yes,no,no,likely_japanese_title,no,no,failed,,E3,human_checked,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S154,IWJ 大阪・辺野古声援行动记录,media_record,media,2014,2014,2014,iwj.co.jp,no,no,yes,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E3,human_checked,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S155,嘉手納基地爆音差止訴訟原告団 訴訟の歴史,organization_history,organization_hosted,2026,2026,2026,kadena-bakuon.jp,yes,yes,no,yes,likely_japanese_title,yes,no,failed,,E4,human_checked,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S156,普天間基地爆音訴訟団 公式サイト,organization_site,organization_hosted,2026,2026,2026,futenma-bakuon.jp,yes,yes,no,yes,likely_japanese_title,yes,no,failed,,E4,human_checked,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S157,島の未来は市民が決める―石垣島の自衛隊配備問題―,union_research_report,organization_hosted,2018,2018,2018,jichiro.gr.jp,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=utf-8,E4,human_checked,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S158,宮古島地下水研究会 団体概要,organization_profile,organization_hosted,2026,2026,2026,miyakojima-tikasui.com,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html,E4,human_checked,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S159,週刊金曜日 石垣島に軍事基地をつくらせない市民連絡会 2023年行动报道,news_magazine,media,2023,2023,2023,kinyobi.co.jp,no,no,yes,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E3,human_checked,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S160,福岡高等裁判所那覇支部 令和5年（行コ）第6号 地位確認請求控訴事件判決（2024年3月12日）,court_record,legal_procedural,2024,2024,2024,call4.jp,no,yes,no,yes,likely_japanese_title,yes,no,archived,application/pdf,E3,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S161,石垣市住民投票を求める裁判,legal_source,legal_procedural,2024,2024,2024,call4.jp,no,yes,no,yes,likely_japanese_title,yes,no,archived,text/html; charset=UTF-8,E3,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S162,国民保護計画の改正等を求める意見書,official_legislative_record,official_administrative,2024,2024,2024,city.ishigaki.okinawa.jp,no,yes,no,yes,likely_japanese_title,yes,no,archived,application/pdf,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S163,令和3年第4回石垣市議会定例会議事日程,official_legislative_record,official_administrative,2021,2021,2021,city.ishigaki.okinawa.jp,no,yes,no,no,likely_japanese_title,no,no,archived,application/pdf,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S164,石垣市自治基本条例の見直しについて（令和7年度第1回審議会資料）,local_official,official_administrative,2025,2025,2025,city.ishigaki.okinawa.jp,no,yes,no,no,likely_japanese_title,no,no,archived,application/pdf,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S165,石垣市避難実施要領（案）概要,local_official,official_administrative,2022–2025（annual documents）；page updated 2026-02-27,2022,2026,city.ishigaki.okinawa.jp,no,yes,no,no,likely_japanese_title,no,no,archived,text/html,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S166,平成31年 第2回石垣市議会(臨時会)の提出議案とその結果,official_legislative_record,official_administrative,2019,2019,2019,city.ishigaki.okinawa.jp,no,yes,no,no,likely_japanese_title,no,no,archived,text/html,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S167,令和元年 第4回石垣市議会(定例会)の提出議案とその結果,official_legislative_record,official_administrative,2019,2019,2019,city.ishigaki.okinawa.jp,no,yes,no,no,likely_japanese_title,no,no,archived,text/html,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S168,新しい島づくり計画（新市建設計画）第５章 新市の施策（後半）,local_official,official_administrative,2005（最终五市町村版；2005-08）,2005,2005,city.miyakojima.lg.jp,no,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S169,宮古島市国民保護計画,local_official,official_administrative,2008-03制定；2019-02部分変更,2008,2019,city.miyakojima.lg.jp,no,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S170,沖縄県国民保護共同訓練に係る住民意見交換会 ご意見と回答,local_official,official_administrative,2025-10–2026-02,2025,2026,city.miyakojima.lg.jp,no,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S171,その他の選挙（県民投票・市民投票）,local_official,official_administrative,n.d.；accessed 2026,2026,2026,city.nago.okinawa.jp,no,yes,no,no,likely_japanese_title,no,no,archived,text/html,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S172,名護市における米軍のヘリポート基地建設の是非を問う市民投票結果（1997年12月21日執行）,local_official,official_administrative,1997,1997,1997,city.nago.okinawa.jp,no,yes,no,no,likely_japanese_title,no,no,archived,application/vnd.ms-excel,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S173,令和元年度沖縄振興特別推進交付金事業（市町村分）検証シート【公表用】（沖縄市）,official_project_report,official_administrative,FY2019；file created 2020-08,2019,2020,city.okinawa.okinawa.jp,no,yes,no,no,likely_japanese_title,no,no,archived,application/pdf,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S174,令和２年度沖縄振興特別推進交付金事業（市町村分）検証シート【公表用】（沖縄市）,official_project_report,official_administrative,FY2020；file created 2022-01,2020,2022,city.okinawa.okinawa.jp,no,yes,no,no,likely_japanese_title,no,no,archived,application/pdf,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S175,令和６年度沖縄振興特別推進交付金事業（市町村分）検証シート【公表用】（沖縄市）,official_project_report,official_administrative,FY2024；file version 2025-07-11,2024,2025,city.okinawa.okinawa.jp,no,yes,no,no,likely_japanese_title,no,no,archived,application/pdf,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S176,コザインターナショナルプラザ,local_official,official_administrative,updated 2024-08-08,2024,2024,city.okinawa.okinawa.jp,no,yes,no,no,likely_japanese_title,no,no,archived,text/html,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S177,福岡高等裁判所 特別保存に付した事件（令和7年）,court_record,legal_procedural,2025,2025,2025,courts.go.jp,no,yes,no,yes,likely_japanese_title,yes,no,archived,application/pdf,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S178,那覇地方裁判所 特別保存に付した事件（令和３年度完結分）,court_record,legal_procedural,FY2021 completed-case list；file created 2025-03-26,2021,2025,courts.go.jp,no,yes,no,yes,likely_japanese_title,yes,no,archived,application/pdf,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S179,辺野古県民投票の民意とこれから－元山仁士郎さんに聞く,organization_event_report,organization_hosted,2021,2021,2021,ichikawa-fusae.or.jp,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E3,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S180,佐賀県（図上訓練、令和７年２月１２日）,national_official,official_administrative,2025,2025,2025,kokuminhogo.go.jp,no,yes,no,no,likely_japanese_title,no,no,archived,text/html,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S181,ONCの活動,organization_site,organization_hosted,n.d.; content current through 2025-04; accessed 2026,2025,2026,oki-ngo.org,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S182,石垣市住民投票を求める会が解散　６年間の活動を支えてくれた市民に感謝,local_news,media,2024,2024,2024,otv.co.jp,no,no,yes,no,likely_japanese_title,no,no,archived,text/html,E2,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S183,令和６年度　NPO等との協働実績調査結果,prefectural_official,official_administrative,FY2024; department names as of 2025-04; file created 2025-09-09,2024,2025,pref.okinawa.jp,no,yes,no,no,likely_japanese_title,no,no,archived,application/pdf,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S184,知事公室における随意契約の実績（令和6年度1／四半期分）,official_contract_record,official_administrative,FY2024 Q1; file created 2024-12-20,2024,2024,pref.okinawa.jp,no,yes,no,no,likely_japanese_title,no,no,archived,application/pdf,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S185,米軍基地関係特別委員会記録＜第1号＞（平成30年第4回沖縄県議会定例会閉会中）,official_legislative_record,official_administrative,2018,2018,2018,pref.okinawa.jp,no,yes,no,no,likely_japanese_title,no,no,archived,application/pdf,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S186,令和６年度第３回沖縄県多文化共生社会の構築に関する万国津梁会議 議事概要,official_meeting_minutes,official_administrative,meeting 2024-11-27; file created 2025-03-14,2024,2025,pref.okinawa.jp,no,yes,no,no,likely_japanese_title,no,no,archived,application/pdf,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S187,辺野古新基地建設問題の経緯,prefectural_official,official_administrative,updated 2025-09-08; chronology covers 1995–2025,1995,2025,pref.okinawa.jp,no,yes,no,no,likely_japanese_title,no,no,archived,text/html,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S188,沖縄県公報 号外第43号（平成30年10月31日）—沖縄県条例第62号「辺野古米軍基地建設のための埋立ての賛否を問う県民投票条例」,official_gazette,official_administrative,2018,2018,2018,pref.okinawa.jp,no,yes,no,no,likely_japanese_title,no,no,archived,application/pdf,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S189,沖縄県公報 号外第17号（平成30年5月23日）—条例制定請求代表者証明書の交付（沖縄県告示第246号）,official_gazette,official_administrative,2018,2018,2018,pref.okinawa.jp,no,yes,no,no,likely_japanese_title,no,no,archived,application/pdf,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S190,沖縄県公報 号外第2号（平成31年1月31日）—沖縄県条例第1号「辺野古米軍基地建設のための埋立ての賛否を問う県民投票条例の一部を改正する条例」,official_gazette,official_administrative,2019,2019,2019,pref.okinawa.jp,no,yes,no,no,likely_japanese_title,no,no,archived,application/pdf,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S191,議会提案説明（平成30年第6回沖縄県議会臨時会）,official_legislative_record,official_administrative,proposal explanation 2018-09-20; page updated 2024-01-11,2018,2024,pref.okinawa.jp,no,yes,no,no,likely_japanese_title,no,no,archived,text/html,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S192,沖縄の米軍基地（平成15年3月）第13章「基地問題の沿革」,prefectural_official,official_administrative,2003,2003,2003,pref.okinawa.jp,no,yes,no,no,likely_japanese_title,no,no,archived,application/pdf,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S193,令和6年度沖縄県国民保護共同図上訓練の実施結果,prefectural_official,official_administrative,training 2025-01-30; page updated 2025-02-13,2025,2025,pref.okinawa.lg.jp,no,yes,no,no,likely_japanese_title,no,no,archived,text/html,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S194,石垣自衛隊基地建設／住民投票訴訟が敗訴／弁護団「国防の裁判で司法権独立せず」,local_news,media,2024,2024,2024,qab.co.jp,no,no,yes,yes,likely_japanese_title,yes,no,archived,text/html; charset=UTF-8,E2,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S195,平成27年度施政方針,local_official,official_administrative,2015,2015,2015,town.yonaguni.okinawa.jp,no,yes,no,no,likely_japanese_title,no,no,archived,application/pdf,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S196,国民保護計画,local_official,official_administrative,plan created 2017-05; page published 2018-04-11,2017,2018,town.yonaguni.okinawa.jp,no,yes,no,no,likely_japanese_title,no,no,archived,text/html,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S197,平成30年第7回沖縄県議会（定例会）会議録 第2号（2018年10月19日）,official_legislative_record,official_administrative,2018,2018,2018,www2.pref.okinawa.jp,no,yes,no,no,likely_japanese_title,no,no,failed,,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S198,令和元年第4回沖縄県議会（定例会）会議録 第7号（2019年7月2日）,official_legislative_record,official_administrative,2019,2019,2019,www2.pref.okinawa.jp,no,yes,no,no,likely_japanese_title,no,no,failed,,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S199,公益財団法人おきなわ女性財団 公式サイト,foundation_site,organization_hosted,2026,2026,2026,okinawajosei.org,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S200,沖縄タイムス―女団協、米軍性暴力を受け県民大会開催へ,local_news,media,2024,2024,2024,okinawatimes.co.jp,no,no,yes,no,likely_japanese_title,no,no,archived,text/html; charset=utf-8,E4,human_checked,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S201,琉球新報―女団協、米軍性暴力を巡る県民大会を呼び掛け,local_news,media,2024,2024,2024,ryukyushimpo.jp,no,no,yes,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,human_checked,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S202,ひめゆり平和祈念財団について,organization_site,organization_hosted,2026,2026,2026,himeyuri.or.jp,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,human_checked,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S203,沖縄県サンゴ礁保全推進協議会 公式サイト,organization_site,organization_hosted,2026,2026,2026,ocrcc.sakura.ne.jp,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html,E4,human_checked,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
