actor_id,actor_name,actor_class,analysis_family,origin_type,origin_bucket,legal_status_guess,legal_formality_bucket,actor_evidence_level,actor_review_status,linked_source_count,linked_source_ids,unresolved_reference_count,unresolved_reference_tokens,source_crosswalk_status,registry_source_count,actor_issue_support_source_count,strict_triple_source_count,event_source_count,case_role_source_count,typed_dyadic_source_count,non_issue_linked_source_count,non_strict_triple_linked_source_count,non_event_linked_source_count,non_case_role_linked_source_count,non_typed_dyadic_linked_source_count,non_big3_linked_source_count,source_channel_count,source_channels,source_domain_count,archive_success_count,archive_failure_or_skip_count,archive_success_share,organization_hosted_trace_candidate,own_website_status,official_administrative_trace,external_media_or_academic_trace,legal_procedural_trace,english_title_trace,japanese_title_trace,multilingual_title_trace,language_capacity_status,document_year_min,document_year_max,document_record_span_years,lifecycle_status,lifespan_status,documentation_trace_feature_count_0to7,documentation_trace_stratum,registry_trace_stratum,active_actor_issue_degree,e3plus_actor_issue_degree,reviewed_actor_issue_degree,candidate_actor_issue_degree,active_actor_issue_betweenness,e3plus_actor_issue_betweenness,reviewed_actor_issue_betweenness,candidate_actor_issue_betweenness,active_issue_frame_count,s004_only_actor_issue_edge_count,strict_triple_row_count,strict_unique_place_issue_pair_count,strict_unique_shared_source_count,human_checked_event_degree,human_checked_event_betweenness,accepted_case_degree,accepted_case_betweenness,substantive_case_role_count,reviewed_typed_dyadic_degree,reviewed_typed_dyadic_betweenness,graph_object_boundary,research_status,display_tier,claim_status,review_status,frontend_eligibility,interpretation_limit
A057,沖縄意見広告運動,citizen_network,冲绳本地公民行动,japan_domestic,nonlocal_or_institutional,informal,informal_unclear_or_program,E3,ai_seeded,1,S034,0,,resolved_s_sources,1,1,1,0,0,0,0,0,1,1,1,1,1,organization_hosted,1,1,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,no,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,2010,2010,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,2,2,0,2,0.00294716,0.00304941,0.0,0.00342265,2,0,1,1,1,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A058,安保廃棄・くらしと民主主義を守る沖縄県統一行動連絡会議,citizen_network,冲绳本地公民行动,okinawa_local,okinawa_local,informal_network,informal_unclear_or_program,E3,needs_second_source,1,S031,0,,resolved_s_sources,0,1,1,0,0,0,0,0,1,1,1,1,1,organization_hosted,1,1,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,no,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,2026,2026,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,2,2,0,2,0.00294716,0.00304941,0.0,0.00342265,2,0,1,1,1,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A059,沖縄「建白書」を実現し未来を拓く島ぐるみ会議,citizen_network,冲绳本地公民行动,okinawa_local,okinawa_local,informal_network,informal_unclear_or_program,E3,ai_seeded,1,S029,0,,resolved_s_sources,1,1,1,0,0,0,0,0,1,1,1,1,1,media,1,1,0,1.0,no,not_measured_actor_owner_crosswalk_missing,no,yes,no,no,yes,no,not_measured_title_language_is_only_a_trace,2015,2015,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,3,3,0,3,0.00989489,0.00743726,0.0,0.0131094,2,0,6,6,1,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A060,高江のヘリパッドいらない住民の会,citizen_group,冲绳本地公民行动,okinawa_local,okinawa_local,informal,informal_unclear_or_program,E3,ai_seeded,1,S028,0,,resolved_s_sources,1,1,1,0,0,0,0,0,1,1,1,1,1,media,1,1,0,1.0,no,not_measured_actor_owner_crosswalk_missing,no,yes,no,no,yes,no,not_measured_title_language_is_only_a_trace,2016,2016,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,2,2,0,2,0.0075232,0.00756309,0.0,0.00941007,2,0,4,4,1,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A061,日本野鳥の会,domestic_japan_ngo,日本国内 NGO／声援,japan_domestic,nonlocal_or_institutional,public_interest_foundation,formal_or_incorporated_guess,E4,ai_seeded,2,S003;S004,0,,resolved_s_sources,2,2,2,2,0,0,0,0,0,2,2,0,1,organization_hosted,2,2,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,no,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,2010,2015,5,not_measured,not_measured_record_span_is_not_organizational_lifespan,3,moderate_2to3,moderate_2to3,1,1,0,1,0.0,0.0,0.0,0.0,1,0,4,2,2,2,0.11191773,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A062,日本湿地ネットワーク（JAWAN）,domestic_japan_ngo,日本国内 NGO／声援,japan_domestic,nonlocal_or_institutional,ngo,formal_or_incorporated_guess,E4,ai_seeded,1,S003,0,,resolved_s_sources,1,1,1,1,0,0,0,0,0,1,1,0,1,organization_hosted,1,1,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,no,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,2010,2010,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,1,1,0,1,0.0,0.0,0.0,0.0,1,0,1,1,1,1,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A063,一坪反戦地主会関東ブロック,citizen_group,冲绳本地公民行动,japan_domestic,nonlocal_or_institutional,informal,informal_unclear_or_program,E3,ai_seeded,1,S038,0,,resolved_s_sources,1,1,1,0,0,0,0,0,1,1,1,1,1,organization_hosted,1,1,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,no,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,1996,1996,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,2,2,0,2,0.00294716,0.00304941,0.0,0.00342265,2,0,1,1,1,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A064,外国軍事基地撤去国際ネットワーク（No Bases Network）,international_advocacy_actor,跨国 NGO／国际倡议,international,nonlocal_or_institutional,network,informal_unclear_or_program,E3,needs_second_source,1,S033,0,,resolved_s_sources,1,1,1,0,0,0,0,0,1,1,1,1,1,academic_secondary,0,0,1,0.0,no,not_measured_actor_owner_crosswalk_missing,no,yes,no,yes,no,no,not_measured_title_language_is_only_a_trace,2006,2006,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,2,thin_0to1,thin_0to1,2,2,0,2,0.01244048,0.01242577,0.0,0.01334351,2,0,2,2,1,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A065,南西諸島ピースネット,citizen_network,冲绳本地公民行动,okinawa_local,okinawa_local,informal_network,informal_unclear_or_program,E3,needs_second_source,1,S036,0,,resolved_s_sources,1,1,1,0,0,0,0,0,1,1,1,1,1,media,1,1,0,1.0,no,not_measured_actor_owner_crosswalk_missing,no,yes,no,no,yes,no,not_measured_title_language_is_only_a_trace,2015,2015,0,continuity_unverified,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,3,3,0,3,0.00718416,0.00631499,0.0,0.01017394,2,0,6,6,1,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A066,新外交イニシアティブ（ND）,domestic_japan_ngo,日本国内 NGO／声援,japan_domestic,nonlocal_or_institutional,npo,formal_or_incorporated_guess,E4,ai_seeded,1,S032,0,,resolved_s_sources,1,1,1,0,0,0,0,0,1,1,1,1,1,organization_hosted,1,1,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,no,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,2026,2026,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,3,3,0,3,0.01312093,0.01006778,0.0,0.01779975,3,0,6,6,1,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A067,辺野古土砂搬出反対全国連絡協議会,citizen_network,冲绳本地公民行动,japan_domestic,nonlocal_or_institutional,informal_network,informal_unclear_or_program,E3,ai_seeded,1,S040,0,,resolved_s_sources,1,1,1,0,0,0,0,0,1,1,1,1,1,media,1,1,0,1.0,no,not_measured_actor_owner_crosswalk_missing,no,yes,no,no,yes,no,not_measured_title_language_is_only_a_trace,2015,2015,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,3,3,0,3,0.01228357,0.01237664,0.0,0.01505911,2,0,3,3,1,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A068,ヘリポート基地建設の是非を問う名護市民投票推進協議会,citizen_group,冲绳本地公民行动,okinawa_local,okinawa_local,informal,informal_unclear_or_program,E3,ai_seeded,1,S042,0,,resolved_s_sources,1,1,1,1,0,0,0,0,0,1,1,1,1,official_administrative,1,1,0,1.0,no,not_measured_actor_owner_crosswalk_missing,yes,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,1997,1997,0,continuity_unverified,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,3,3,0,3,0.00711674,0.00734839,0.0,0.00951839,2,0,6,6,1,1,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A069,沖縄ジュゴン環境アセスメント監視団,citizen_group,冲绳本地公民行动,okinawa_local,okinawa_local,informal,informal_unclear_or_program,E3,needs_second_source,1,S047,0,,resolved_s_sources,1,1,1,0,0,0,0,0,1,1,1,1,1,official_administrative,1,1,0,1.0,no,not_measured_actor_owner_crosswalk_missing,yes,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,2012,2012,0,continuity_unverified,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,3,3,0,3,0.00648817,0.00652,0.0,0.00736821,2,0,6,6,1,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A070,Veterans For Peace Ryukyu/Okinawa Chapter Kokusai (VFP-ROCK),international_advocacy_actor,跨国 NGO／国际倡议,us_origin,nonlocal_or_institutional,chapter,informal_unclear_or_program,E3,needs_second_source,1,S048,0,,resolved_s_sources,1,1,1,0,0,0,0,0,1,1,1,1,1,organization_hosted,1,1,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,no,no,no,yes,no,no,not_measured_title_language_is_only_a_trace,2024,2024,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,2,thin_0to1,thin_0to1,3,3,0,3,0.02726173,0.0275944,0.0,0.02843455,3,0,2,2,1,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A071,沖縄から基地をなくし世界の平和を求める市民連絡会,citizen_network,冲绳本地公民行动,okinawa_local,okinawa_local,informal,informal_unclear_or_program,E3,needs_second_source,0,,0,,no_linked_s_source_no_legacy_token,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,no,not_measured_actor_owner_crosswalk_missing,no,no,no,no,no,no,not_measured_title_language_is_only_a_trace,,,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,0,thin_0to1,thin_0to1,2,2,0,2,0.00294716,0.00304941,0.0,0.00342265,2,0,0,0,0,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A073,琉球沖縄国際支援プログラム,local_international_cooperation_ngo,国际合作／公共外交,okinawa_local,okinawa_local,npo_or_project,formal_or_incorporated_guess,E2,needs_second_source,1,S033,0,,resolved_s_sources,1,0,0,0,0,0,1,1,1,1,1,1,1,academic_secondary,0,0,1,0.0,no,not_measured_actor_owner_crosswalk_missing,no,yes,no,yes,no,no,not_measured_title_language_is_only_a_trace,2006,2006,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,2,thin_0to1,thin_0to1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A074,沖縄県知事公室基地対策課,public_institution_partner,资助／赞助／公共机构,public_institution,nonlocal_or_institutional,government_office,informal_unclear_or_program,E4,ai_seeded,1,S043,0,,resolved_s_sources,1,1,1,0,0,0,0,0,1,1,1,1,1,official_administrative,1,1,0,1.0,no,not_measured_actor_owner_crosswalk_missing,yes,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,2024,2024,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,1,1,0,1,0.0,0.0,0.0,0.0,1,0,2,2,1,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A075,沖縄防衛局,public_institution_partner,资助／赞助／公共机构,public_institution,nonlocal_or_institutional,government_office,informal_unclear_or_program,E4,ai_seeded,1,S047,0,,resolved_s_sources,1,1,1,0,0,0,0,0,1,1,1,1,1,official_administrative,1,1,0,1.0,no,not_measured_actor_owner_crosswalk_missing,yes,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,2012,2012,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,1,1,0,1,0.0,0.0,0.0,0.0,1,0,2,2,1,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A076,ジュゴン保護基金委員会（Save the Dugong Foundation）,local_civic_actor,冲绳本地公民行动,okinawa_local,okinawa_local,任意団体（法人格待核实）,formal_or_incorporated_guess,E3,needs_second_source,6,S060;S061;S062;S063;S093;S128,0,,resolved_s_sources,4,2,0,1,2,0,4,6,5,4,6,6,2,legal_procedural;media,5,6,0,1.0,no,not_measured_actor_owner_crosswalk_missing,no,yes,yes,yes,yes,yes,not_measured_title_language_is_only_a_trace,2003,2026,23,not_measured,not_measured_record_span_is_not_organizational_lifespan,5,dense_4plus,dense_4plus,3,3,3,0,0.00646852,0.00655226,0.08340653,0.0,3,0,0,0,0,1,0.0,1,0.0,1,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A086,Turtle Island Restoration Network,international_ngo,跨国 NGO／国际倡议,us_origin,nonlocal_or_institutional,ngo,formal_or_incorporated_guess,E4,ai_seeded,5,S060;S093;S128;S228;S229,0,,resolved_s_sources,2,3,0,1,1,0,2,5,4,4,5,5,2,legal_procedural;organization_hosted,4,5,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,no,no,yes,yes,no,no,not_measured_title_language_is_only_a_trace,2003,2023,20,not_measured,not_measured_record_span_is_not_organizational_lifespan,5,dense_4plus,moderate_2to3,4,4,4,0,0.01674625,0.01702714,0.13564729,0.0,3,0,0,0,0,1,0.0,1,0.0,1,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A087,NPO法人世界版「平和の礎」を提案する会,local_npo,冲绳本地公民行动,okinawa_local,okinawa_local,NPO法人,formal_or_incorporated_guess,E4,ai_seeded,1,S103,0,,resolved_s_sources,1,0,0,0,0,0,1,1,1,1,1,1,1,official_administrative,1,1,0,1.0,no,not_measured_actor_owner_crosswalk_missing,yes,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,2026,2026,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A088,特定非営利活動法人沖縄平和協力センター,local_npo,冲绳本地公民行动,okinawa_local,okinawa_local,NPO法人,formal_or_incorporated_guess,E4,ai_seeded,1,S104,0,,resolved_s_sources,1,0,0,0,0,0,1,1,1,1,1,1,1,official_administrative,1,0,1,0.0,no,not_measured_actor_owner_crosswalk_missing,yes,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,2026,2026,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A089,沖縄県教職員組合,labor_union,劳工／教育组织,okinawa_local,okinawa_local,labor_union,informal_unclear_or_program,E4,ai_seeded,1,S105,0,,resolved_s_sources,1,0,0,0,0,0,1,1,1,1,1,1,1,organization_hosted,1,1,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,no,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,2026,2026,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A090,沖縄県高等学校障害児学校教職員組合,labor_union,劳工／教育组织,okinawa_local,okinawa_local,labor_union,informal_unclear_or_program,E4,ai_seeded,1,S106,0,,resolved_s_sources,1,0,0,0,0,0,1,1,1,1,1,1,1,organization_hosted,1,1,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,no,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,2026,2026,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A091,日本労働組合総連合会沖縄県連合会（連合沖縄）,labor_union,劳工／教育组织,okinawa_local,okinawa_local,labor_union_federation,informal_unclear_or_program,E4,ai_seeded,2,S107;S108,0,,resolved_s_sources,2,0,0,0,0,0,2,2,2,2,2,2,1,organization_hosted,1,2,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,no,no,yes,no,yes,no,not_measured_title_language_is_only_a_trace,2026,2026,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,2,moderate_2to3,moderate_2to3,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A092,沖縄県労働組合総連合,labor_union,劳工／教育组织,okinawa_local,okinawa_local,labor_union_federation,informal_unclear_or_program,E4,ai_seeded,1,S109,0,,resolved_s_sources,1,0,0,0,0,0,1,1,1,1,1,1,1,organization_hosted,1,1,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,no,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,2026,2026,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A093,全日本自治団体労働組合沖縄県本部,labor_union,劳工／教育组织,okinawa_local,okinawa_local,labor_union,informal_unclear_or_program,E4,ai_seeded,1,S110,0,,resolved_s_sources,1,0,0,0,0,0,1,1,1,1,1,1,1,organization_hosted,1,1,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,no,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,2026,2026,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A095,止めよう「自衛隊配備」宮古郡民の会,citizen_group,冲绳本地公民行动,okinawa_local,okinawa_local,informal_association,informal_unclear_or_program,E4,ai_seeded,2,S112;S113,0,,resolved_s_sources,2,0,0,0,0,0,2,2,2,2,2,2,2,media;official_administrative,2,2,0,1.0,no,not_measured_actor_owner_crosswalk_missing,yes,yes,no,no,yes,no,not_measured_title_language_is_only_a_trace,2026,2026,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,3,moderate_2to3,moderate_2to3,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A096,宮古平和運動連絡協議会,citizen_network,冲绳本地公民行动,okinawa_local,okinawa_local,informal_network,informal_unclear_or_program,E4,ai_seeded,1,S112,0,,resolved_s_sources,1,0,0,0,0,0,1,1,1,1,1,1,1,official_administrative,1,1,0,1.0,no,not_measured_actor_owner_crosswalk_missing,yes,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,2026,2026,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
